question_id,concern_id,response_type,distinctiveness,diagnostic_power,signal_value,human_readability,behavioral_realism,composite,options
Q_CAREER_001_001,CAREER_001,decision_clarity,100,100,100,100,77,95,Completely Confused | Slightly Clear | Moderately Clear | Clear | Very Clear
Q_PASSSTAB_001_020,PASSSTAB_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_PASSSTAB_001_021,PASSSTAB_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_PASSSTAB_001_022,PASSSTAB_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_PASSSTAB_001_023,PASSSTAB_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_PASSSTAB_001_024,PASSSTAB_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_PASSSTAB_001_025,PASSSTAB_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CRS_001_001,CRS_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CRS_001_002,CRS_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CRS_001_003,CRS_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CRS_001_004,CRS_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_CRS_001_005,CRS_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CRS_001_006,CRS_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_CRS_001_007,CRS_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CRS_001_008,CRS_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CRS_001_009,CRS_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CRS_001_010,CRS_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CRS_001_011,CRS_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CRS_001_012,CRS_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CRS_001_013,CRS_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_CRS_001_014,CRS_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_CRS_001_015,CRS_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CRS_001_016,CRS_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_CRS_001_017,CRS_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CRS_001_018,CRS_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CRS_001_019,CRS_001,intensity,100,100,100,100,100,100,Very slowly | Slowly | Moderately | Quickly | Very quickly
Q_CRS_001_020,CRS_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CRS_001_021,CRS_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CRS_001_022,CRS_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CRS_001_023,CRS_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CRS_001_024,CRS_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_CRS_001_025,CRS_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_BALANCE_001_001_v3,BALANCE_001,stability,100,100,100,100,77,95,Very Unstable | Unstable | Neutral | Stable | Very Stable
Q_BALANCE_001_002_v3,BALANCE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_BALANCE_001_003_v3,BALANCE_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_BALANCE_001_004_v3,BALANCE_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_BALANCE_001_005_v3,BALANCE_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_BALANCE_001_006_v3,BALANCE_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_BALANCE_001_007_v3,BALANCE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_BALANCE_001_008_v3,BALANCE_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_BALANCE_001_009_v3,BALANCE_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_BALANCE_001_010_v3,BALANCE_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_BALANCE_001_011_v3,BALANCE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_BALANCE_001_012_v3,BALANCE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_BALANCE_001_013_v3,BALANCE_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_BALANCE_001_014_v3,BALANCE_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_BALANCE_001_015_v3,BALANCE_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_BALANCE_001_016_v3,BALANCE_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_BALANCE_001_017_v3,BALANCE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_BALANCE_001_018_v3,BALANCE_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_BALANCE_001_019_v3,BALANCE_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_BALANCE_001_020_v3,BALANCE_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_BALANCE_001_021_v3,BALANCE_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_BALANCE_001_022_v3,BALANCE_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_BALANCE_001_023_v3,BALANCE_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_BALANCE_001_024_v3,BALANCE_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_BALANCE_001_025_v3,BALANCE_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ANXIETY_001_001_v2,ANXIETY_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ANXIETY_001_002_v2,ANXIETY_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ANXIETY_001_003_v2,ANXIETY_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_ANXIETY_001_004_v2,ANXIETY_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_ANXIETY_001_005_v2,ANXIETY_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ANXIETY_001_006_v2,ANXIETY_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_ANXIETY_001_007_v2,ANXIETY_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ANXIETY_001_008_v2,ANXIETY_001,energy_motivation,100,100,100,100,100,100,Completely Reduced | Slightly Reduced | Moderately Reduced | Rarely Reduced | Not Reduced
Q_ANXIETY_001_009_v2,ANXIETY_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ANXIETY_001_010_v2,ANXIETY_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ANXIETY_001_011_v2,ANXIETY_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ANXIETY_001_012_v2,ANXIETY_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ANXIETY_001_013_v2,ANXIETY_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ANXIETY_001_014_v2,ANXIETY_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_ANXIETY_001_015_v2,ANXIETY_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ANXIETY_001_016_v2,ANXIETY_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_ANXIETY_001_017_v2,ANXIETY_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ANXIETY_001_018_v2,ANXIETY_001,behavioral_consistency,100,100,100,100,100,100,Never True | Rarely True | Sometimes True | Mostly True | Always True
Q_ANXIETY_001_019_v2,ANXIETY_001,hopefulness,100,100,100,100,77,95,Very Hopeless | Hopeless | Neutral | Hopeful | Very Hopeful
Q_ANXIETY_001_020_v2,ANXIETY_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ANXIETY_001_021_v2,ANXIETY_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_REINVENT_001_014_v7,REINVENT_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ANXIETY_001_022_v2,ANXIETY_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_ANXIETY_001_023_v2,ANXIETY_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_ANXIETY_001_024_v2,ANXIETY_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_ANXIETY_001_025_v2,ANXIETY_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_SOCIAL_001_001_v3,SOCIAL_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_SOCIAL_001_002_v3,SOCIAL_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SOCIAL_001_003_v3,SOCIAL_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_SOCIAL_001_004_v3,SOCIAL_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_SOCIAL_001_005_v3,SOCIAL_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_SOCIAL_001_006_v3,SOCIAL_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_SOCIAL_001_007_v3,SOCIAL_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SOCIAL_001_008_v3,SOCIAL_001,energy_motivation,100,100,100,100,100,100,Completely Drained | Low Energy | Moderate Energy | Motivated | Highly Energized
Q_SOCIAL_001_009_v3,SOCIAL_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_SOCIAL_001_010_v3,SOCIAL_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_SOCIAL_001_011_v3,SOCIAL_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_PLAC_001_017,PLAC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SOCIAL_001_012_v3,SOCIAL_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SOCIAL_001_013_v3,SOCIAL_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SOCIAL_001_014_v3,SOCIAL_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_SOCIAL_001_015_v3,SOCIAL_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_SOCIAL_001_016_v3,SOCIAL_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_SOCIAL_001_017_v3,SOCIAL_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SOCIAL_001_018_v3,SOCIAL_001,behavioral_consistency,100,100,100,100,100,100,Never True | Rarely True | Sometimes True | Mostly True | Always True
Q_SOCIAL_001_019_v3,SOCIAL_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_SOCIAL_001_020_v3,SOCIAL_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_SOCIAL_001_021_v3,SOCIAL_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_SOCIAL_001_022_v3,SOCIAL_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_SOCIAL_001_023_v3,SOCIAL_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_SOCIAL_001_024_v3,SOCIAL_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_SOCIAL_001_025_v3,SOCIAL_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_MULTIBURN_001_001,MULTIBURN_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_MULTIBURN_001_002,MULTIBURN_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_MULTIBURN_001_003,MULTIBURN_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_MULTIBURN_001_004,MULTIBURN_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_MULTIBURN_001_005,MULTIBURN_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_MULTIBURN_001_006,MULTIBURN_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_MULTIBURN_001_007,MULTIBURN_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_MULTIBURN_001_008,MULTIBURN_001,energy_motivation,100,100,100,100,100,100,Completely Drained | Low Energy | Moderate Energy | Motivated | Highly Energized
Q_MULTIBURN_001_009,MULTIBURN_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_MULTIBURN_001_010,MULTIBURN_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_MULTIBURN_001_011,MULTIBURN_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_MULTIBURN_001_012,MULTIBURN_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_MULTIBURN_001_013,MULTIBURN_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_MULTIBURN_001_014,MULTIBURN_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_MULTIBURN_001_015,MULTIBURN_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_MULTIBURN_001_016,MULTIBURN_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_MULTIBURN_001_017,MULTIBURN_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_MULTIBURN_001_018,MULTIBURN_001,behavioral_consistency,100,100,100,100,100,100,Never True | Rarely True | Sometimes True | Mostly True | Always True
Q_MULTIBURN_001_019,MULTIBURN_001,energy_motivation,100,100,100,100,100,100,Completely Drained | Low Energy | Moderate Energy | Motivated | Highly Energized
Q_MULTIBURN_001_020,MULTIBURN_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_MULTIBURN_001_021,MULTIBURN_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_MULTIBURN_001_022,MULTIBURN_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_MULTIBURN_001_023,MULTIBURN_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_MULTIBURN_001_024,MULTIBURN_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_MULTIBURN_001_025,MULTIBURN_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ETP_001_001,ETP_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ETP_001_002,ETP_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ETP_001_003,ETP_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_ETP_001_004,ETP_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_ETP_001_005,ETP_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ETP_001_006,ETP_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_ETP_001_007,ETP_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ETP_001_008,ETP_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ETP_001_009,ETP_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ETP_001_010,ETP_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ETP_001_011,ETP_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ETP_001_012,ETP_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ETP_001_013,ETP_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_ETP_001_014,ETP_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_ETP_001_015,ETP_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ETP_001_016,ETP_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_ETP_001_017,ETP_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ETP_001_018,ETP_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ETP_001_019,ETP_001,intensity,100,100,100,100,100,100,Very slowly | Slowly | Moderately | Quickly | Very quickly
Q_ETP_001_020,ETP_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ETP_001_021,ETP_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_ETP_001_022,ETP_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_ETP_001_023,ETP_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_ETP_001_024,ETP_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_ETP_001_025,ETP_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_FAMILY_001_001_v3,FAMILY_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_FAMILY_001_002_v3,FAMILY_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_FAMILY_001_003_v3,FAMILY_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_FAMILY_001_004_v3,FAMILY_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_FAMILY_001_005_v3,FAMILY_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_FAMILY_001_006_v3,FAMILY_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_FAMILY_001_007_v3,FAMILY_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_FAMILY_001_008_v3,FAMILY_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_FAMILY_001_009_v3,FAMILY_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_FAMILY_001_010_v3,FAMILY_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_FAMILY_001_011_v3,FAMILY_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_FAMILY_001_012_v3,FAMILY_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_FAMILY_001_013_v3,FAMILY_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_FAMILY_001_014_v3,FAMILY_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_REINVENT_001_015_v7,REINVENT_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_FAMILY_001_015_v3,FAMILY_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_FAMILY_001_016_v3,FAMILY_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_FAMILY_001_017_v3,FAMILY_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_FAMILY_001_018_v3,FAMILY_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_FAMILY_001_019_v3,FAMILY_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_FAMILY_001_020_v3,FAMILY_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_FAMILY_001_021_v3,FAMILY_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_FAMILY_001_022_v3,FAMILY_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_FAMILY_001_023_v3,FAMILY_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_FAMILY_001_024_v3,FAMILY_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_FAMILY_001_025_v3,FAMILY_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_REINVENT_001_001_v6,REINVENT_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_REINVENT_001_002_v6,REINVENT_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_REINVENT_001_003_v6,REINVENT_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_REINVENT_001_004_v6,REINVENT_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_REINVENT_001_005_v6,REINVENT_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_PLAC_001_018,PLAC_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_REINVENT_001_006_v6,REINVENT_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_REINVENT_001_007_v6,REINVENT_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_REINVENT_001_008_v6,REINVENT_001,energy_motivation,100,100,100,100,100,100,Completely Drained | Low Energy | Moderate Energy | Motivated | Highly Energized
Q_REINVENT_001_009_v6,REINVENT_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_REINVENT_001_010_v6,REINVENT_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_REINVENT_001_011_v6,REINVENT_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_REINVENT_001_012_v6,REINVENT_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_REINVENT_001_013_v6,REINVENT_001,social_comfort,100,100,100,100,77,95,Very Uncomfortable | Uncomfortable | Neutral | Comfortable | Very Comfortable
Q_REINVENT_001_014_v6,REINVENT_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_REINVENT_001_015_v6,REINVENT_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_REINVENT_001_016_v6,REINVENT_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_REINVENT_001_017_v6,REINVENT_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_REINVENT_001_018_v6,REINVENT_001,behavioral_consistency,100,100,100,100,100,100,Never True | Rarely True | Sometimes True | Mostly True | Always True
Q_REINVENT_001_019_v6,REINVENT_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_REINVENT_001_020_v6,REINVENT_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
