concern_id,concern,bridge_tag,signal_cluster,domain,persona,has_signal_cluster_text,issue
CONCERN_THI_2180,Handling Students Who Avoid Classroom Responsibility,MOTIVATION_VALUES,Low Initiative,"Motivation, Values & Responsibility",Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_2181,Students with Weak Writing Speed,EXAMINATION_READINESS,Slow Response Generation,Examination Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2182,Supporting Students with Weak Reading Fluency,COMMUNICATION_EXPRESSION,Slow Reading Pace,Communication & Expression,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_2183,Helping Students Interpret Questions Correctly,EXAMINATION_READINESS,Misreading Patterns,Examination Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2184,Managing Students with Poor Subject Retention Over Time,ACADEMIC_COGNITIVE,Recall Instability,Academic & Cognitive Effectiveness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2185,Supporting Students with Weak Sequential Thinking,THINKING_QUALITY,Ordered Thinking Gaps,Thinking Quality Under Pressure,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_2186,Handling Students Who Panic During Exams,EXAMINATION_STRESS,Panic Responses,Examination Stress & Emotional Regulation,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2187,Building Student Confidence in Oral Examinations,COMMUNICATION_EXPRESSION,Speaking Hesitation,Communication & Expression,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_2188,Supporting Students with Weak Diagrammatic Understanding,STEM_LEARNING,Visual Processing Difficulty,STEM Learning,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_DIS_2190,Handling Students with Weak Classroom Engagement,CLASSROOM_ENGAGEMENT,Passive Participation,Classroom Engagement,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_CLA_2191,Improving Student Note-Taking Quality,ACADEMIC_COGNITIVE,Information Capture Gaps,Academic & Cognitive Effectiveness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2192,Supporting Students with Weak Logical Reasoning,THINKING_QUALITY,Broken Logic Flow,Thinking Quality Under Pressure,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_DIS_2194,Handling Students with Weak Exam Writing Structure,EXAMINATION_READINESS,Disorganized Responses,Examination Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2195,Helping Students Handle Time-Bound Assessments,EXAMINATION_READINESS,Poor Time Allocation,Examination Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2196,Supporting Students with Weak Interpretation Skills,COMMUNICATION_EXPRESSION,Meaning Extraction Difficulty,Communication & Expression,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_2197,Students Who Avoid Group Work,COLLABORATION_OWNERSHIP,Team Hesitation,Collaboration & Ownership,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COL_2198,Handling Students with Weak Academic Endurance,ACADEMIC_COGNITIVE,Mental Fatigue,Academic & Cognitive Effectiveness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_DIS_2200,Supporting Students with Weak Curiosity in STEM Activities,STEM_LEARNING,Reduced Exploration,STEM Learning,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_STE_2201,Students Who Depend Excessively on Model Answers,ACADEMIC_COGNITIVE,Pattern Memorization,Academic & Cognitive Effectiveness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2202,Handling Students with Weak Real-World Application Skills,COMPETENCY_DEVELOPMENT,Concept Transfer Failure,Competency Development,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_2203,Supporting Students with Poor Academic Self-Belief,CONFIDENCE_SELF,Self-Doubt Patterns,"Confidence, Self-Concept & Comparison",Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_2204,Managing Students with Weak Collaborative Communication,COLLABORATION_OWNERSHIP,Team Interaction Hesitation,Collaboration & Ownership,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COL_2205,Helping Students Adapt to Fast-Paced Curriculum,LEARNING_ADAPTABILITY,Slow Adjustment Patterns,Learning Adaptability,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_LEA_2206,Handling Students Who Avoid Competitive Opportunities,COMPETITIVE_EXAM,Participation Hesitation,Competitive Exam Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_DIS_2208,Managing Students with Weak Focus During Revision Sessions,EXAMINATION_READINESS,Attention Drift,Examination Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2209,Improving Student Accuracy in Calculations,ACADEMIC_COGNITIVE,Numerical Mistakes,Academic & Cognitive Effectiveness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2210,Supporting Students with Weak Information Processing Speed,ACADEMIC_COGNITIVE,Delayed Understanding,Academic & Cognitive Effectiveness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2211,Students Who Avoid Clarifying Doubts,CLASSROOM_ENGAGEMENT,Silent Confusion,Classroom Engagement,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_CLA_2212,Handling Students with Weak Answer Elaboration Skills,COMMUNICATION_EXPRESSION,Incomplete Explanations,Communication & Expression,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_2213,Supporting Students with Low Academic Persistence,MOTIVATION_VALUES,Reduced Endurance,"Motivation, Values & Responsibility",Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_ADJ_2216,Supporting Students with Weak Subject Integration Skills,INTERDISCIPLINARY_LEARNING,Fragmented Knowledge,Interdisciplinary Learning,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_STE_2218,Handling Students with Weak Scientific Inquiry Skills,STEM_LEARNING,Reduced Experimentation,STEM Learning,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_STE_2219,Helping Students Sustain Learning Momentum,MOTIVATION_VALUES,Reduced Persistence,"Motivation, Values & Responsibility",Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_2220,Supporting Students with Weak Exam Strategy Skills,EXAMINATION_READINESS,Inefficient Exam Execution,Examination Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_ADJ_2222,Handling Students with Weak Learning Ownership,MOTIVATION_VALUES,Passive Learning Dependence,"Motivation, Values & Responsibility",Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_2223,Supporting Students with Weak Cognitive Flexibility,LEARNING_ADAPTABILITY,Rigid Thinking Patterns,Learning Adaptability,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2278,Managing Students with Weak Conceptual Recall During Viva,EXAMINATION_READINESS,Retrieval Failure,Examination Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_LEA_2224,Managing Students with Low Confidence in Competitive Discussions,CONFIDENCE_SELF,Participation Hesitation,"Confidence, Self-Concept & Comparison",Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_2225,Helping Students Recover After Academic Failure,EXAMINATION_STRESS,Withdrawal After Failure,Examination Stress & Emotional Regulation,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2226,Supporting Students with Weak Reflection and Self-Correction Skills,SELF_REFLECTION,Error Repetition,Self Reflection,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_SEL_2227,Students with Overloaded Tuition Schedules,EXAMINATION_STRESS,Mental Exhaustion,Examination Stress & Emotional Regulation,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2228,Handling Students with Weak Conceptual Depth,FOUNDATIONAL_LEARNING,Surface-Level Learning,Foundational Learning,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_ADJ_2230,Managing Students with Weak Self-Learning Habits,MOTIVATION_VALUES,Passive Learning Patterns,"Motivation, Values & Responsibility",Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_DIS_2232,Supporting Students with Weak Confidence in Practical Assessments,STEM_LEARNING,Performance Hesitation,STEM Learning,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_STE_2233,Students Who Fear Making Mistakes Publicly,CONFIDENCE_SELF,Fear of Embarrassment,"Confidence, Self-Concept & Comparison",Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_2234,Handling Students with Weak Concept Revision Methods,EXAMINATION_READINESS,Poor Revision Cycles,Examination Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2235,Supporting Students with Low Academic Curiosity,MOTIVATION_VALUES,Reduced Exploration,"Motivation, Values & Responsibility",Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_2236,Managing Students with Weak Multi-Step Problem Solving Skills,THINKING_QUALITY,Sequential Logic Breakdown,Thinking Quality Under Pressure,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_2237,Helping Students Build Exam Confidence,EXAMINATION_READINESS,Performance Anxiety,Examination Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2238,Supporting Students with Weak Long-Answer Structuring Skills,COMMUNICATION_EXPRESSION,Disorganized Explanations,Communication & Expression,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_2239,Students with Frequent Careless Mistakes,ACADEMIC_COGNITIVE,Repeated Accuracy Failures,Academic & Cognitive Effectiveness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2240,Handling Students with Weak Subject Prioritization During Exams,EXAMINATION_READINESS,Poor Time Allocation,Examination Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2241,Supporting Students with Weak Peer Collaboration,COLLABORATION_OWNERSHIP,Team Interaction Gaps,Collaboration & Ownership,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COL_2242,Managing Students with Reduced Interest in Classroom Learning,CLASSROOM_ENGAGEMENT,Reduced Participation,Classroom Engagement,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_CLA_2243,Helping Students Handle Academic Competition Positively,CONFIDENCE_SELF,Comparison Anxiety,"Confidence, Self-Concept & Comparison",Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_2244,Supporting Students with Weak Academic Goal Clarity,ACADEMIC_IDENTITY,Direction Uncertainty,Academic Identity & Meaning,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2245,Students with Weak Performance Consistency Across Subjects,ACADEMIC_PERFORMANCE,Inconsistent Results,Academic Performance,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2246,Handling Students with Weak Learning Confidence in New Topics,CONFIDENCE_SELF,Fear of Unfamiliarity,"Confidence, Self-Concept & Comparison",Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_2247,Supporting Students During Intensive Board Preparation,EXAMINATION_STRESS,Pressure Overload,Examination Stress & Emotional Regulation,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2248,Managing Students with Weak Academic Resilience,EXAMINATION_STRESS,Recovery Delays,Examination Stress & Emotional Regulation,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2249,Helping Students Develop Structured Thinking,THINKING_QUALITY,Disorganized Thought Flow,Thinking Quality Under Pressure,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_2250,Supporting Students with Weak Question Interpretation Skills,EXAMINATION_READINESS,Misreading Patterns,Examination Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_DIS_2252,Handling Students with Weak Concept Transfer Skills,INTERDISCIPLINARY_LEARNING,Contextual Application Gaps,Interdisciplinary Learning,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_INT_2253,Supporting Students with Low Competitive Confidence,COMPETITIVE_EXAM,Fear of Competition,Competitive Exam Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_2254,Managing Students with Weak Academic Reflection Practices,SELF_REFLECTION,Limited Self-Analysis,Self Reflection,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_SEL_2255,Helping Students Build Independent Revision Strategies,EXAMINATION_READINESS,Guided Revision Dependence,Examination Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2256,Supporting Students with Weak Learning Adaptability Across Subjects,LEARNING_ADAPTABILITY,Learning Rigidity,Learning Adaptability,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_LEA_2257,Students with Weak Performance Under Pressure,EXAMINATION_STRESS,Stress-Induced Decline,Examination Stress & Emotional Regulation,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2258,Handling Students with Weak Academic Ownership During Projects,COLLABORATION_OWNERSHIP,Uneven Contribution,Collaboration & Ownership,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COL_2259,Supporting Students with Weak Concept Mapping Skills,FOUNDATIONAL_LEARNING,Disconnected Knowledge,Foundational Learning,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_FOU_2260,Managing Students with Weak Verbal Confidence in Presentations,COMMUNICATION_EXPRESSION,Speaking Hesitation,Communication & Expression,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_2261,Helping Students Handle Unexpected Exam Questions,THINKING_QUALITY,Cognitive Freezing,Thinking Quality Under Pressure,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_DIS_2263,Students with Reduced Attention During Digital Classes,LIFESTYLE_PRESSURE,Screen-Based Distraction,Lifestyle & Pressure Environment,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_LIF_2264,Handling Students with Weak Academic Self-Awareness,SELF_REFLECTION,Weak Self-Insight,Self Reflection,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_SEL_2265,Supporting Students with Weak Numerical Confidence,STEM_LEARNING,Math Anxiety,STEM Learning,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_STE_2266,Managing Students with Weak Participation in Experiential Learning,COMPETENCY_DEVELOPMENT,Low Activity Engagement,Competency Development,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_2267,Helping Students Build Analytical Writing Skills,COMMUNICATION_EXPRESSION,Superficial Explanations,Communication & Expression,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_2268,Supporting Students with Weak Emotional Stability During Assessments,EXAMINATION_STRESS,Panic & Anxiety Signals,Examination Stress & Emotional Regulation,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2269,Students with Weak Classroom Listening Skills,COMMUNICATION_EXPRESSION,Reduced Instruction Retention,Communication & Expression,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_2270,Handling Students with Weak Long-Term Goal Orientation,ACADEMIC_IDENTITY,Direction Instability,Academic Identity & Meaning,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2271,Supporting Students with Weak Error Analysis Skills,SELF_REFLECTION,Weak Self-Correction,Self Reflection,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_SEL_2272,Managing Students with Weak Collaborative Problem-Solving Skills,COLLABORATION_OWNERSHIP,Team Coordination Gaps,Collaboration & Ownership,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COL_2273,Helping Students Maintain Confidence After Peer Comparison,CONFIDENCE_SELF,Inferiority Feelings,"Confidence, Self-Concept & Comparison",Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_2274,Supporting Students with Weak Independent Decision-Making Skills,THINKING_QUALITY,Decision Hesitation,Thinking Quality Under Pressure,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_2275,Students with Weak Academic Curiosity in Higher Grades,MOTIVATION_VALUES,Reduced Exploration,"Motivation, Values & Responsibility",Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_2276,Supporting Students with Weak Holistic Development Balance,HOLISTIC_DEVELOPMENT,Imbalanced Growth Patterns,Holistic Development,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_HOL_2277,Supporting Students with Weak Emotional Recovery After Public Criticism,EXAMINATION_STRESS,Emotional Withdrawal,Examination Stress & Emotional Regulation,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2279,Helping Students Maintain Learning Discipline in Hybrid Learning Models,LIFESTYLE_PRESSURE,Routine Instability,Lifestyle & Pressure Environment,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_LIF_2280,Supporting Students with Weak Academic Curiosity in STEM Subjects,STEM_LEARNING,Reduced Experimentation,STEM Learning,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_STE_2281,Students with Fear of Public Questioning,CONFIDENCE_SELF,Fear of Speaking,"Confidence, Self-Concept & Comparison",Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_2282,Handling Students with Weak Time Allocation During Exams,EXAMINATION_READINESS,Poor Time Distribution,Examination Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2283,Supporting Students with Weak Applied Reasoning Skills,COMPETENCY_DEVELOPMENT,Practical Transfer Failure,Competency Development,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_2284,Managing Students with Weak Classroom Adaptability,LEARNING_ADAPTABILITY,Resistance to Change,Learning Adaptability,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_LEA_2285,Helping Students Sustain Revision Momentum,EXAMINATION_READINESS,Declining Persistence,Examination Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2286,Supporting Students with Weak Interpretation of Case-Based Questions,EXAMINATION_READINESS,Meaning Extraction Failure,Examination Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_DIS_2288,Handling Students with Weak Cognitive Accuracy Under Pressure,THINKING_QUALITY,Stress-Induced Errors,Thinking Quality Under Pressure,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_2289,Supporting Students with Weak Emotional Expression in Classroom,COMMUNICATION_EXPRESSION,Limited Emotional Sharing,Communication & Expression,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_2290,Managing Students with Weak Interdisciplinary Thinking Skills,INTERDISCIPLINARY_LEARNING,Fragmented Understanding,Interdisciplinary Learning,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_DIS_2292,Supporting Students with Weak Learning Recovery After Academic Breaks,ACADEMIC_COGNITIVE,Slow Learning Recovery,Academic & Cognitive Effectiveness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2293,Students with Weak Peer Interaction Skills,SOCIAL_EMOTIONAL,Social Withdrawal,Social & Emotional Intelligence,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2294,Handling Students with Weak Performance Confidence in Competitive Exams,COMPETITIVE_EXAM,Fear of Failure,Competitive Exam Readiness,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_2295,Supporting Students with Weak Learning Adaptability During Curriculum Changes,LEARNING_ADAPTABILITY,Transition Resistance,Learning Adaptability,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_LEA_2296,Managing Students with Weak Emotional Stability During Results & Rankings,EXAMINATION_STRESS,Panic & Withdrawal,Examination Stress & Emotional Regulation,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2297,Helping Students Build Long-Term Learning Identity,ACADEMIC_IDENTITY,Direction Ambiguity,Academic Identity & Meaning,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2298,Supporting Students with Weak Academic Communication in Group Activities,COMMUNICATION_EXPRESSION,Verbal Hesitation,Communication & Expression,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_2299,Students with Weak Self-Correction During Assessments,SELF_REFLECTION,Error Repetition,Self Reflection,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_ADJ_2301,Building a Balanced Academic & Emotional Classroom Ecosystem,HOLISTIC_DEVELOPMENT,Emotional-Academic Imbalance,Holistic Development,Teacher,yes,concern bridge_tag not present in signal ontology
CONCERN_HOL_2302,Students Realizing Errors Too Late During Exams,METACOGNITION_SELF,Late Mistake Detection,Metacognition & Self-Regulation,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_MET_2303,Hesitation in Asking for Academic Help,HELP_SEEKING,Hidden Learning Struggles,Help-Seeking & Support Utilization,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_HEL_2304,Child Avoiding Teacher Guidance Due to Fear,HELP_SEEKING,Authority Hesitation,Help-Seeking & Support Utilization,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_HEL_2305,Response to Corrective Feedback,HELP_SEEKING,Defensive Reactions,Help-Seeking & Support Utilization,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_HEL_2306,Delayed Help-Seeking During Emotional Stress,EXAMINATION_STRESS,Hidden Emotional Stress,Examination Stress & Emotional Regulation,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2307,Child Lacking Sense of Academic Identity,ACADEMIC_IDENTITY,Learning Disconnection,Academic Identity & Meaning,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2308,Child Unable to See Relevance of Subjects,ACADEMIC_IDENTITY,Purpose Ambiguity,Academic Identity & Meaning,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2309,Sense of Control Over Own Learning,ACADEMIC_IDENTITY,Passive Academic Dependence,Academic Identity & Meaning,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2310,Wrong Subject Stream Alignment,ACADEMIC_IDENTITY,Career Direction Conflict,Academic Identity & Meaning,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2311,Adapting to Academic Changes,TRANSITION_CHANGE,Adjustment Delays,Transition & Change Adaptability,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_TRA_2312,Child Unable to Handle Sudden Routine Changes,TRANSITION_CHANGE,Routine Disruption Stress,Transition & Change Adaptability,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_TRA_2313,Slow Adaptation After School or Coaching Transition,TRANSITION_CHANGE,Transition Stress,Transition & Change Adaptability,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_TRA_2314,Persistent Disengagement After Academic Failure,TRANSITION_CHANGE,Persistent Disengagement,Transition & Change Adaptability,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_TRA_2315,Child Becoming Over-Compliant Under Pressure,OVER_COMPLIANCE,Suppressed Emotional Signals,Over-Compliance Risk,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_OVE_2316,Hidden Emotional Distress Behind Good Performance,OVER_COMPLIANCE,Silent Emotional Exhaustion,Over-Compliance Risk,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_OVE_2317,Child Suppressing Negative Emotions to Avoid Conflict,OVER_COMPLIANCE,Hidden Emotional Distress,Over-Compliance Risk,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_OVE_2318,Excessive Fear of Making Mistakes,CONFIDENCE_SELF,Fear-Based Avoidance,"Confidence, Self-Concept & Comparison",Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_ADJ_2320,Emotional Recovery After Peer Rejection,SOCIAL_EMOTIONAL,Social Hurt Reactivity,Social & Emotional Intelligence,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2321,Child Overthinking Academic Outcomes Constantly,EXAMINATION_STRESS,Chronic Worry Patterns,Examination Stress & Emotional Regulation,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_DIS_2323,Child Frequently Distracted During Self-Study,ACADEMIC_COGNITIVE,Attention Fragmentation,Academic & Cognitive Effectiveness,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2324,Academic Recovery After Long Vacations,ACADEMIC_PLANNING,Slow Re-Engagement,Academic Planning & Recovery Intelligence,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2325,Child Showing Reduced Curiosity Toward Learning,MOTIVATION_VALUES,Reduced Exploration,"Motivation, Values & Responsibility",Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_ADJ_2327,Child Avoiding Difficult Subjects Repeatedly,MOTIVATION_VALUES,Fear-Based Withdrawal,"Motivation, Values & Responsibility",Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_DIS_2329,Child Becoming Emotionally Reactive During Feedback,SOCIAL_EMOTIONAL,Defensive Emotional Reactions,Social & Emotional Intelligence,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2330,Building Academic Independence,ACADEMIC_IDENTITY,Passive Learning Reliance,Academic Identity & Meaning,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2331,Child Unable to Handle Uncertainty About Future,CONFIDENCE_SELF,Career Fear Patterns,"Confidence, Self-Concept & Comparison",Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_2332,Excessive Fear of Academic Failure Affecting Health,EXAMINATION_STRESS,Physical Stress Indicators,Examination Stress & Emotional Regulation,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2333,Child Avoiding Social Participation Due to Low Confidence,SOCIAL_EMOTIONAL,Social Withdrawal,Social & Emotional Intelligence,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2334,Emotional Communication Within Family,COMMUNICATION_EXPRESSION,Suppressed Emotional Sharing,Communication & Expression,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_COM_2335,Child Losing Balance Between Performance and Wellbeing,LIFESTYLE_PRESSURE,Burnout Risk Signals,Lifestyle & Pressure Environment,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_LIF_2336,Persistent Silent Stress Despite Outward Stability,OVER_COMPLIANCE,Hidden Emotional Fatigue,Over-Compliance Risk,Parent,yes,concern bridge_tag not present in signal ontology
CONCERN_OVE_2337,Students Unable to Sustain Attention in Class,ACADEMIC_COGNITIVE,Attention Drift,Academic & Cognitive Effectiveness,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2338,Conceptual Understanding Despite Repeated Teaching,ACADEMIC_COGNITIVE,Surface-Level Learning,Academic & Cognitive Effectiveness,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2339,Retrieval of Previously Taught Concepts,ACADEMIC_COGNITIVE,Recall Instability,Academic & Cognitive Effectiveness,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2340,Students Struggling with Multi-Step Problem Solving,ACADEMIC_COGNITIVE,Sequential Logic Breakdown,Academic & Cognitive Effectiveness,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2341,Inconsistent Cognitive Performance Across Subjects,ACADEMIC_COGNITIVE,Uneven Performance Trends,Academic & Cognitive Effectiveness,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2342,Learning Retention After Classroom Sessions,ACADEMIC_COGNITIVE,Recall Instability,Academic & Cognitive Effectiveness,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2343,Adapting Students to Competency-Based Learning,ACADEMIC_COGNITIVE,Application Readiness Gaps,Academic & Cognitive Effectiveness,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2344,Student Engagement During Long Lectures,ACADEMIC_COGNITIVE,Attention Fatigue,Academic & Cognitive Effectiveness,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2345,Independent Learning Ability Among Students,ACADEMIC_COGNITIVE,Guided Learning Dependence,Academic & Cognitive Effectiveness,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2346,Students Unable to Transfer Concepts Across Subjects,ACADEMIC_COGNITIVE,Concept Isolation,Academic & Cognitive Effectiveness,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
