Concern ID,Domain,Concern Cluster,Relevance in India,Parent Anxiety Level,Growth Trend,Severity,CAPADEX Priority,Common Indian Context,Primary Persona,Contextual Modifier,Concern Category,Intelligence Layer,Signal Cluster,Assessment Dimension,Root Cause Group,Intervention Lens,Capability Mapping,Relational_Bridge_Tag,age_min,age_max
CONCERN_COM_2183,Examination Readiness,Difficulty Helping Students Interpret Questions Correctly,High,Medium,Rising,High,P1,Misreading exam instructions,Teacher,Question Interpretation,Question Interpretation Deficit,Cognitive Intelligence,Misreading Patterns,Instruction Accuracy,Weak Analytical Reading,Interpretation Coaching,Exam Understanding,EXAMINATION_READINESS,10,17
CONCERN_EXA_2184,Academic & Cognitive Effectiveness,Managing Students with Poor Subject Retention Over Time,High,Medium,Rising,High,P1,Revision effectiveness gaps,Teacher,Memory Reinforcement,Long-Term Retention Weakness,Cognitive Intelligence,Recall Instability,Retention Strength,Weak Revision Systems,Retention Coaching,Long-Term Recall,ACADEMIC_COGNITIVE,8,17
CONCERN_ACA_2185,Thinking Quality Under Pressure,Difficulty Supporting Students with Weak Sequential Thinking,Medium,Medium,Rising,Medium,P2,Stepwise problem-solving issues,Teacher,Structured Thinking,Sequential Thinking Weakness,Analytical Intelligence,Ordered Thinking Gaps,Sequential Processing,Weak Logic Structuring,Sequential Coaching,Structured Reasoning,THINKING_QUALITY,8,17
CONCERN_THI_2186,Examination Stress & Emotional Regulation,Handling Students Who Panic During Exams,High,High,Stable,High,P1,Test anxiety patterns,Teacher,Stress Regulation,Exam Panic Reactivity,Emotional Intelligence,Panic Responses,Pressure Stability,Fear of Failure,Stress Regulation Coaching,Exam Composure,EXAMINATION_STRESS,10,17
CONCERN_EXA_2187,Communication & Expression,Difficulty Building Student Confidence in Oral Examinations,Medium,Medium,Rising,Medium,P2,Viva and verbal response fear,Teacher,Communication Confidence,Oral Examination Anxiety,Emotional Intelligence,Speaking Hesitation,Verbal Confidence,Fear of Public Mistakes,Oral Confidence Coaching,Verbal Expression,COMMUNICATION_EXPRESSION,10,17
CONCERN_COM_2188,STEM Learning,Supporting Students with Weak Diagrammatic Understanding,Medium,Low-Medium,Stable,Medium,P3,Science visual-learning gaps,Teacher,Visual Learning,Diagrammatic Interpretation Weakness,Visual Intelligence,Visual Processing Difficulty,Concept Visualization,Weak Visual Mapping,Visual Learning Coaching,Diagram Interpretation,STEM_LEARNING,8,15
CONCERN_STE_2189,"Discipline, Habits & Consistency",Difficulty Managing Students with Poor Homework Discipline,High,Medium,Stable,Medium,P2,Incomplete assignments,Teacher,Habit Formation,Homework Discipline Weakness,Habit Intelligence,Task Avoidance,Academic Consistency,Weak Routine Structures,Discipline Coaching,Task Completion,DISCIPLINE_HABITS,6,15
CONCERN_DIS_2190,Classroom Engagement,Handling Students with Weak Classroom Engagement,High,Medium,Rising,Medium,P2,Lack of active participation,Teacher,Engagement Development,Classroom Engagement Deficit,Social Intelligence,Passive Participation,Learning Involvement,Low Confidence,Engagement Coaching,Active Participation,CLASSROOM_ENGAGEMENT,6,17
CONCERN_CLA_2191,Academic & Cognitive Effectiveness,Difficulty Improving Student Note-Taking Quality,Medium,Low-Medium,Stable,Medium,P3,Passive copying habits,Teacher,Academic Organization,Note-Taking Weakness,Cognitive Intelligence,Information Capture Gaps,Organizational Accuracy,Passive Learning Patterns,Note-Making Coaching,Information Structuring,ACADEMIC_COGNITIVE,8,17
CONCERN_ACA_2192,Thinking Quality Under Pressure,Supporting Students with Weak Logical Reasoning,High,Medium,Rising,High,P1,Aptitude and STEM challenges,Teacher,Analytical Development,Logical Reasoning Deficit,Analytical Intelligence,Broken Logic Flow,Structured Analysis,Weak Concept Linking,Logic Coaching,Logical Reasoning,THINKING_QUALITY,10,17
CONCERN_THI_2193,"Discipline, Habits & Consistency",Difficulty Managing Students with Inconsistent Attendance,Medium,Medium,Stable,Medium,P2,Reduced academic continuity,Teacher,Academic Consistency,Attendance Instability,Habit Intelligence,Irregular Participation,Routine Stability,Low Academic Engagement,Attendance Coaching,Academic Reliability,DISCIPLINE_HABITS,8,17
CONCERN_DIS_2194,Examination Readiness,Handling Students with Weak Exam Writing Structure,Medium,Medium,Stable,Medium,P2,Poor answer organization,Teacher,Written Communication,Answer Structuring Weakness,Linguistic Intelligence,Disorganized Responses,Written Clarity,Weak Organizational Skills,Writing Structure Coaching,Structured Expression,EXAMINATION_READINESS,10,17
CONCERN_EXA_2195,Examination Readiness,Difficulty Helping Students Handle Time-Bound Assessments,High,Medium,Rising,High,P1,Exam pacing problems,Teacher,Timed Performance,Time-Bound Assessment Difficulty,Strategic Intelligence,Poor Time Allocation,Timed Execution,Weak Exam Strategy,Time Management Coaching,Exam Pacing,EXAMINATION_READINESS,10,17
CONCERN_EXA_2196,Communication & Expression,Supporting Students with Weak Interpretation Skills,Medium,Medium,Rising,Medium,P2,Passage and case-study issues,Teacher,Analytical Reading,Interpretation Deficit,Analytical Intelligence,Meaning Extraction Difficulty,Comprehension Accuracy,Surface-Level Understanding,Interpretation Coaching,Analytical Reading,COMMUNICATION_EXPRESSION,10,17
CONCERN_COM_2197,Collaboration & Ownership,Difficulty Managing Students Who Avoid Group Work,Medium,Medium,Rising,Medium,P2,Team collaboration resistance,Teacher,Collaborative Learning,Group Participation Avoidance,Social Intelligence,Team Hesitation,Collaborative Participation,Social Discomfort,Collaboration Coaching,Team Engagement,COLLABORATION_OWNERSHIP,8,17
CONCERN_COL_2198,Academic & Cognitive Effectiveness,Handling Students with Weak Academic Endurance,Medium,Medium,Rising,Medium,P2,Difficulty sustaining long study sessions,Teacher,Academic Endurance,Academic Stamina Weakness,Wellness Intelligence,Mental Fatigue,Sustained Cognitive Performance,Low Endurance Capacity,Endurance Coaching,Cognitive Stamina,ACADEMIC_COGNITIVE,10,17
CONCERN_ACA_2199,"Discipline, Habits & Consistency",Difficulty Helping Students Organize Academic Priorities,Medium,Medium,Rising,Medium,P2,Task-overload confusion,Teacher,Academic Planning,Academic Prioritization Weakness,Strategic Intelligence,Planning Confusion,Workload Coordination,Weak Structuring Skills,Prioritization Coaching,Strategic Organization,DISCIPLINE_HABITS,10,17
CONCERN_DIS_2200,STEM Learning,Supporting Students with Weak Curiosity in STEM Activities,Medium,Medium,Rising,Medium,P2,Low experimentation interest,Teacher,Inquiry Development,STEM Curiosity Deficit,Inquiry Intelligence,Reduced Exploration,Scientific Engagement,Passive Learning Conditioning,STEM Inquiry Coaching,Scientific Curiosity,STEM_LEARNING,8,17
CONCERN_STE_2201,Academic & Cognitive Effectiveness,Difficulty Managing Students Who Depend Excessively on Model Answers,High,Medium,Rising,High,P1,Fixed-pattern learning,Teacher,Independent Thinking,Model Answer Dependency,Strategic Intelligence,Pattern Memorization,Flexible Thinking,Fear of Original Responses,Independent Thinking Coaching,Adaptive Reasoning,ACADEMIC_COGNITIVE,10,17
CONCERN_ACA_2202,Competency Development,Handling Students with Weak Real-World Application Skills,High,Medium,Rising,High,P1,Practical reasoning gaps,Teacher,Applied Learning,Real-World Application Deficit,Applied Intelligence,Concept Transfer Failure,Practical Competency,Theory-Heavy Learning,Applied Learning Coaching,Practical Problem Solving,COMPETENCY_DEVELOPMENT,10,17
CONCERN_COM_2203,"Confidence, Self-Concept & Comparison",Difficulty Supporting Students with Poor Academic Self-Belief,High,High,Rising,High,P1,Fear of failure mindset,Teacher,Confidence Development,Academic Self-Belief Weakness,Emotional Intelligence,Self-Doubt Patterns,Confidence Stability,Repeated Failure Exposure,Confidence Coaching,Academic Self-Worth,CONFIDENCE_SELF,8,17
CONCERN_CON_2204,Collaboration & Ownership,Managing Students with Weak Collaborative Communication,Medium,Medium,Rising,Medium,P2,Group interaction gaps,Teacher,Collaborative Learning,Collaborative Communication Weakness,Social Intelligence,Team Interaction Hesitation,Group Participation,Social Anxiety,Communication Coaching,Team Communication,COLLABORATION_OWNERSHIP,8,17
CONCERN_COL_2205,Learning Adaptability,Difficulty Helping Students Adapt to Fast-Paced Curriculum,High,High,Rising,High,P1,Advanced syllabus pressure,Teacher,Curriculum Adaptation,Fast-Paced Curriculum Adaptation Difficulty,Adaptive Intelligence,Slow Adjustment Patterns,Learning Flexibility,Cognitive Overload,Adaptability Coaching,Curriculum Readiness,LEARNING_ADAPTABILITY,10,17
CONCERN_LEA_2206,Competitive Exam Readiness,Handling Students Who Avoid Competitive Opportunities,Medium,Medium,Rising,Medium,P2,Olympiad/debate hesitation,Teacher,Competitive Participation,Competitive Avoidance,Emotional Intelligence,Participation Hesitation,Competitive Confidence,Fear of Judgement,Competition Coaching,Performance Participation,COMPETITIVE_EXAM,10,17
CONCERN_COM_2207,"Discipline, Habits & Consistency",Difficulty Supporting Students with Weak Academic Planning,High,Medium,Rising,High,P1,Lack of structured preparation,Teacher,Academic Planning,Academic Planning Weakness,Strategic Intelligence,Poor Preparation Structure,Goal Coordination,Weak Organizational Skills,Planning Coaching,Strategic Preparation,DISCIPLINE_HABITS,10,17
CONCERN_DIS_2208,Examination Readiness,Managing Students with Weak Focus During Revision Sessions,High,Medium,Rising,Medium,P2,Exam-season fatigue,Teacher,Revision Focus,Revision Attention Deficit,Cognitive Intelligence,Attention Drift,Revision Stability,Cognitive Fatigue,Attention Coaching,Revision Focus,EXAMINATION_READINESS,10,17
CONCERN_EXA_2209,Academic & Cognitive Effectiveness,Difficulty Improving Student Accuracy in Calculations,High,Medium,Stable,High,P1,Careless arithmetic errors,Teacher,Quantitative Development,Calculation Accuracy Deficit,Quantitative Intelligence,Numerical Mistakes,Precision Monitoring,Weak Sequential Checking,Accuracy Coaching,Numerical Precision,ACADEMIC_COGNITIVE,8,17
CONCERN_ACA_2210,Academic & Cognitive Effectiveness,Supporting Students with Weak Information Processing Speed,Medium,Medium,Stable,Medium,P2,Slow response patterns,Teacher,Cognitive Development,Processing Speed Weakness,Cognitive Intelligence,Delayed Understanding,Cognitive Efficiency,Slow Cognitive Integration,Processing Coaching,Processing Efficiency,ACADEMIC_COGNITIVE,8,17
CONCERN_ACA_2211,Classroom Engagement,Difficulty Managing Students Who Avoid Clarifying Doubts,High,Medium,Rising,Medium,P2,Fear of judgement,Teacher,Inquiry Encouragement,Doubt Clarification Avoidance,Inquiry Intelligence,Silent Confusion,Participation Confidence,Fear of Embarrassment,Inquiry Coaching,Classroom Participation,CLASSROOM_ENGAGEMENT,8,17
CONCERN_CLA_2212,Communication & Expression,Handling Students with Weak Answer Elaboration Skills,Medium,Medium,Stable,Medium,P2,Short and incomplete responses,Teacher,Written Communication,Answer Elaboration Weakness,Linguistic Intelligence,Incomplete Explanations,Structured Expression,Weak Thought Expansion,Elaboration Coaching,Detailed Communication,COMMUNICATION_EXPRESSION,10,17
CONCERN_COM_2213,"Motivation, Values & Responsibility",Difficulty Supporting Students with Low Academic Persistence,Medium,Medium,Rising,Medium,P2,Giving up during difficult topics,Teacher,Persistence Development,Academic Persistence Weakness,Motivational Intelligence,Reduced Endurance,Challenge Tolerance,Fear of Difficulty,Persistence Coaching,Academic Resilience,MOTIVATION_VALUES,8,17
CONCERN_MOT_2214,"Discipline, Habits & Consistency",Managing Students with Weak Academic Follow-Through,Medium,Medium,Rising,Medium,P2,Incomplete task execution,Teacher,Accountability Development,Academic Follow-Through Weakness,Habit Intelligence,Execution Drop-Off,Responsibility Stability,Weak Completion Habits,Accountability Coaching,Task Reliability,DISCIPLINE_HABITS,8,17
CONCERN_DIS_2215,Adjustment & Coping Capacity,Difficulty Helping Students Transition to Senior Secondary Education,High,High,Rising,High,P1,Class 11 adaptation stress,Teacher,Academic Transition,Senior Secondary Transition Difficulty,Adaptive Intelligence,Transition Anxiety,Academic Adaptation,Increased Curriculum Complexity,Transition Coaching,Academic Adjustment,ADJUSTMENT_COPING,14,17
CONCERN_ADJ_2216,Interdisciplinary Learning,Supporting Students with Weak Subject Integration Skills,Medium,Medium,Rising,Medium,P2,Connecting interdisciplinary concepts,Teacher,Concept Integration,Subject Integration Weakness,Systems Intelligence,Fragmented Knowledge,Interdisciplinary Thinking,Subject Isolation,Integration Coaching,Connected Understanding,INTERDISCIPLINARY_LEARNING,10,17
CONCERN_INT_2217,STEM Learning,Difficulty Managing Students with Fear of Mathematics,High,High,Stable,High,P1,Numerical anxiety,Teacher,STEM Confidence,Mathematics Anxiety,Emotional Intelligence,Subject Fear,Quantitative Confidence,Repeated Failure Experiences,STEM Confidence Coaching,Numerical Self-Belief,STEM_LEARNING,8,17
CONCERN_STE_2218,STEM Learning,Handling Students with Weak Scientific Inquiry Skills,Medium,Medium,Rising,Medium,P2,Limited questioning behavior,Teacher,Inquiry Development,Scientific Inquiry Weakness,Inquiry Intelligence,Reduced Experimentation,Exploratory Learning,Passive Learning Culture,Inquiry Coaching,Scientific Curiosity,STEM_LEARNING,8,17
CONCERN_STE_2219,"Motivation, Values & Responsibility",Difficulty Helping Students Sustain Learning Momentum,Medium,Medium,Rising,Medium,P2,Declining consistency over time,Teacher,Motivation Stability,Learning Momentum Instability,Motivational Intelligence,Reduced Persistence,Goal Continuity,Weak Reinforcement Systems,Momentum Coaching,Sustained Learning,MOTIVATION_VALUES,10,17
CONCERN_MOT_2220,Examination Readiness,Supporting Students with Weak Exam Strategy Skills,High,Medium,Rising,High,P1,Poor attempt sequencing,Teacher,Exam Strategy,Exam Strategy Weakness,Strategic Intelligence,Inefficient Exam Execution,Timed Performance,Weak Planning Systems,Exam Strategy Coaching,Strategic Performance,EXAMINATION_READINESS,10,17
CONCERN_EXA_2221,Adjustment & Coping Capacity,Difficulty Managing Students with Poor Study Environment at Home,Medium,High,Rising,Medium,P2,Household distraction challenges,Teacher,Environmental Support,Study Environment Constraints,Systems Intelligence,Home Distractions,Learning Stability,Lack of Quiet Study Spaces,Environmental Coaching,Learning Readiness,ADJUSTMENT_COPING,8,17
CONCERN_ADJ_2222,"Motivation, Values & Responsibility",Handling Students with Weak Learning Ownership,Medium,Medium,Rising,Medium,P2,External dependency patterns,Teacher,Ownership Development,Learning Ownership Deficit,Ownership Intelligence,Passive Learning Dependence,Accountability Readiness,External Push Dependency,Ownership Coaching,Self-Directed Learning,MOTIVATION_VALUES,8,17
CONCERN_MOT_2223,Learning Adaptability,Difficulty Supporting Students with Weak Cognitive Flexibility,Medium,Medium,Rising,Medium,P2,Difficulty adapting learning methods,Teacher,Adaptive Thinking,Cognitive Flexibility Weakness,Adaptive Intelligence,Rigid Thinking Patterns,Learning Flexibility,Memorization Dependency,Adaptability Coaching,Flexible Learning,LEARNING_ADAPTABILITY,10,17
CONCERN_LEA_2224,"Confidence, Self-Concept & Comparison",Managing Students with Low Confidence in Competitive Discussions,Medium,Medium,Rising,Medium,P2,Fear of peer comparison,Teacher,Competitive Confidence,Competitive Discussion Anxiety,Emotional Intelligence,Participation Hesitation,Verbal Confidence,Comparison Sensitivity,Confidence Coaching,Discussion Participation,CONFIDENCE_SELF,10,17
CONCERN_CON_2225,Examination Stress & Emotional Regulation,Difficulty Helping Students Recover After Academic Failure,High,High,Rising,High,P1,Emotional setbacks after exams,Teacher,Recovery Intelligence,Academic Failure Recovery Difficulty,Emotional Intelligence,Withdrawal After Failure,Emotional Recovery,Fear-Based Identity,Recovery Coaching,Academic Resilience,EXAMINATION_STRESS,10,17
CONCERN_EXA_2226,Self Reflection,Supporting Students with Weak Reflection and Self-Correction Skills,Medium,Medium,Rising,Medium,P2,Repeating avoidable mistakes,Teacher,Reflective Development,Reflection & Self-Correction Weakness,Metacognitive Intelligence,Error Repetition,Learning Awareness,Weak Reflective Habits,Reflection Coaching,Self-Improvement,SELF_REFLECTION,10,17
CONCERN_SEL_2227,Examination Stress & Emotional Regulation,Difficulty Managing Students with Overloaded Tuition Schedules,High,High,Rising,High,P1,Coaching fatigue,Teacher,Academic Balance,Tuition Overload Stress,Wellness Intelligence,Mental Exhaustion,Recovery Stability,Excessive Academic Commitments,Balance Coaching,Sustainable Performance,EXAMINATION_STRESS,10,17
CONCERN_EXA_2228,Foundational Learning,Handling Students with Weak Conceptual Depth,High,Medium,Rising,High,P1,Superficial understanding,Teacher,Deep Learning,Conceptual Depth Deficit,Foundational Intelligence,Surface-Level Learning,Conceptual Mastery,Memorization Dependency,Deep Learning Coaching,Deep Understanding,FOUNDATIONAL_LEARNING,10,17
CONCERN_FOU_2229,Adjustment & Coping Capacity,Difficulty Supporting Students During Subject Stream Transition,High,High,Rising,High,P1,Science/commerce/humanities selection,Teacher,Academic Transition,Stream Transition Anxiety,Adaptive Intelligence,Direction Confusion,Academic Adaptation,Career Uncertainty,Transition Coaching,Stream Readiness,ADJUSTMENT_COPING,14,17
CONCERN_ADJ_2230,"Motivation, Values & Responsibility",Managing Students with Weak Self-Learning Habits,High,Medium,Rising,High,P1,Dependency on guided learning,Teacher,Self Learning,Self-Learning Weakness,Ownership Intelligence,Passive Learning Patterns,Independent Learning,External Dependency,Self-Learning Coaching,Autonomous Learning,MOTIVATION_VALUES,10,17
CONCERN_MOT_2231,"Discipline, Habits & Consistency",Difficulty Helping Students Maintain Long-Term Academic Discipline,High,High,Rising,High,P1,Sustainable study routine gaps,Teacher,Habit Formation,Long-Term Discipline Weakness,Habit Intelligence,Routine Breakdown,Learning Consistency,Weak Habit Reinforcement,Discipline Coaching,Sustained Learning Discipline,DISCIPLINE_HABITS,8,17
CONCERN_DIS_2232,STEM Learning,Supporting Students with Weak Confidence in Practical Assessments,Medium,Medium,Stable,Medium,P2,Lab/viva hesitation,Teacher,Practical Confidence,Practical Assessment Anxiety,Emotional Intelligence,Performance Hesitation,Practical Participation,Fear of Public Mistakes,Practical Confidence Coaching,Applied Confidence,STEM_LEARNING,8,17
CONCERN_STE_2233,"Confidence, Self-Concept & Comparison",Difficulty Managing Students Who Fear Making Mistakes Publicly,Medium,Medium,Rising,Medium,P2,Peer judgement anxiety,Teacher,Emotional Safety,Public Mistake Anxiety,Emotional Intelligence,Fear of Embarrassment,Classroom Participation,Social Judgement Pressure,Confidence Coaching,Emotional Security,CONFIDENCE_SELF,8,17
CONCERN_CON_2234,Examination Readiness,Handling Students with Weak Concept Revision Methods,Medium,Medium,Rising,Medium,P2,Ineffective preparation patterns,Teacher,Revision Strategy,Revision Method Weakness,Strategic Intelligence,Poor Revision Cycles,Preparation Stability,Lack of Structured Revision,Revision Coaching,Effective Preparation,EXAMINATION_READINESS,10,17
CONCERN_EXA_2235,"Motivation, Values & Responsibility",Difficulty Supporting Students with Low Academic Curiosity,Medium,Medium,Rising,Medium,P2,Minimal exploratory learning,Teacher,Inquiry Development,Academic Curiosity Deficit,Inquiry Intelligence,Reduced Exploration,Learning Engagement,Marks-Oriented Conditioning,Curiosity Coaching,Exploratory Learning,MOTIVATION_VALUES,8,17
CONCERN_MOT_2236,Thinking Quality Under Pressure,Managing Students with Weak Multi-Step Problem Solving Skills,High,Medium,Rising,High,P1,Competitive exam readiness gaps,Teacher,Analytical Development,Multi-Step Problem Solving Deficit,Analytical Intelligence,Sequential Logic Breakdown,Complex Reasoning,Weak Structured Thinking,Problem-Solving Coaching,Analytical Sequencing,THINKING_QUALITY,10,17
CONCERN_THI_2237,Examination Readiness,Difficulty Helping Students Build Exam Confidence,High,High,Rising,High,P1,Fear-driven preparation,Teacher,Exam Confidence,Exam Confidence Weakness,Emotional Intelligence,Performance Anxiety,Pressure Stability,Fear of Failure,Confidence Coaching,Exam Self-Belief,EXAMINATION_READINESS,10,17
CONCERN_EXA_2238,Communication & Expression,Supporting Students with Weak Long-Answer Structuring Skills,Medium,Medium,Stable,Medium,P2,Descriptive writing issues,Teacher,Written Communication,Long-Answer Structuring Deficit,Linguistic Intelligence,Disorganized Explanations,Written Clarity,Weak Organizational Thinking,Writing Structure Coaching,Structured Expression,COMMUNICATION_EXPRESSION,10,17
CONCERN_COM_2239,Academic & Cognitive Effectiveness,Difficulty Managing Students with Frequent Careless Mistakes,High,Medium,Stable,Medium,P2,Attention-to-detail gaps,Teacher,Academic Accuracy,Careless Error Patterns,Cognitive Intelligence,Repeated Accuracy Failures,Precision Monitoring,Weak Self-Checking Habits,Accuracy Coaching,Precision Execution,ACADEMIC_COGNITIVE,8,17
CONCERN_ACA_2240,Examination Readiness,Handling Students with Weak Subject Prioritization During Exams,Medium,Medium,Rising,Medium,P2,Misallocation of study time,Teacher,Exam Planning,Subject Prioritization Weakness,Strategic Intelligence,Poor Time Allocation,Workload Coordination,Weak Planning Ability,Prioritization Coaching,Strategic Preparation,EXAMINATION_READINESS,10,17
CONCERN_EXA_2241,Collaboration & Ownership,Difficulty Supporting Students with Weak Peer Collaboration,Medium,Medium,Rising,Medium,P2,Group learning discomfort,Teacher,Collaborative Learning,Peer Collaboration Weakness,Social Intelligence,Team Interaction Gaps,Group Participation,Social Hesitation,Collaboration Coaching,Team Coordination,COLLABORATION_OWNERSHIP,8,17
CONCERN_COL_2242,Classroom Engagement,Managing Students with Reduced Interest in Classroom Learning,High,High,Rising,High,P1,Digital distraction influence,Teacher,Engagement Development,Classroom Interest Decline,Motivational Intelligence,Reduced Participation,Learning Engagement,Digital Overstimulation,Engagement Coaching,Active Learning,CLASSROOM_ENGAGEMENT,8,17
CONCERN_CLA_2243,"Confidence, Self-Concept & Comparison",Difficulty Helping Students Handle Academic Competition Positively,High,High,Rising,High,P1,Rank-based stress culture,Teacher,Competitive Adaptability,Competitive Stress Reactivity,Emotional Intelligence,Comparison Anxiety,Emotional Stability,Excessive Performance Pressure,Emotional Coaching,Healthy Competition,CONFIDENCE_SELF,10,17
CONCERN_CON_2244,Academic Identity & Meaning,Supporting Students with Weak Academic Goal Clarity,High,Medium,Rising,Medium,P2,Lack of future direction,Teacher,Goal Orientation,Academic Goal Ambiguity,Identity Intelligence,Direction Uncertainty,Future Readiness,Exposure Gaps,Goal Coaching,Academic Direction,ACADEMIC_IDENTITY,12,17
CONCERN_ACA_2245,Academic Performance,Difficulty Managing Students with Weak Performance Consistency Across Subjects,High,Medium,Rising,High,P1,Uneven academic capability,Teacher,Academic Stability,Subject Performance Imbalance,Performance Intelligence,Inconsistent Results,Academic Reliability,Uneven Preparation Habits,Performance Coaching,Consistent Achievement,ACADEMIC_PERFORMANCE,8,17
CONCERN_ACA_2246,"Confidence, Self-Concept & Comparison",Handling Students with Weak Learning Confidence in New Topics,Medium,Medium,Rising,Medium,P2,Resistance to unfamiliar concepts,Teacher,Learning Confidence,New Topic Anxiety,Emotional Intelligence,Fear of Unfamiliarity,Learning Adaptability,Low Self-Belief,Confidence Coaching,Adaptive Confidence,CONFIDENCE_SELF,8,17
CONCERN_CON_2247,Examination Stress & Emotional Regulation,Difficulty Supporting Students During Intensive Board Preparation,Very High,High,Stable,High,P1,Class 10 and 12 stress,Teacher,Board Exam Readiness,Board Preparation Stress,Emotional Intelligence,Pressure Overload,Exam Stability,High-Stakes Expectations,Stress Management Coaching,Board Exam Resilience,EXAMINATION_STRESS,15,17
CONCERN_EXA_2248,Examination Stress & Emotional Regulation,Managing Students with Weak Academic Resilience,High,High,Rising,High,P1,Difficulty bouncing back from setbacks,Teacher,Recovery Intelligence,Academic Resilience Weakness,Emotional Intelligence,Recovery Delays,Emotional Stability,Fear of Failure,Recovery Coaching,Academic Resilience,EXAMINATION_STRESS,10,17
CONCERN_EXA_2249,Thinking Quality Under Pressure,Difficulty Helping Students Develop Structured Thinking,Medium,Medium,Rising,Medium,P2,Unorganized reasoning patterns,Teacher,Structured Thinking,Structured Reasoning Weakness,Analytical Intelligence,Disorganized Thought Flow,Logical Sequencing,Weak Cognitive Structuring,Structured Thinking Coaching,Logical Organization,THINKING_QUALITY,10,17
CONCERN_THI_2250,Examination Readiness,Supporting Students with Weak Question Interpretation Skills,High,Medium,Rising,High,P1,Misunderstanding competency-based questions,Teacher,Question Interpretation,Question Interpretation Weakness,Cognitive Intelligence,Misreading Patterns,Instruction Accuracy,Weak Analytical Reading,Interpretation Coaching,Exam Understanding,EXAMINATION_READINESS,10,17
CONCERN_EXA_2251,"Discipline, Habits & Consistency",Difficulty Managing Students with Weak Study Execution Skills,Medium,Medium,Rising,Medium,P2,Planning-to-action gaps,Teacher,Execution Stability,Study Execution Weakness,Habit Intelligence,Incomplete Task Action,Productivity Consistency,Weak Action Discipline,Execution Coaching,Study Discipline,DISCIPLINE_HABITS,8,17
CONCERN_DIS_2252,Interdisciplinary Learning,Handling Students with Weak Concept Transfer Skills,Medium,Medium,Rising,Medium,P2,Applying knowledge across contexts,Teacher,Applied Learning,Concept Transfer Weakness,Systems Intelligence,Contextual Application Gaps,Integrated Thinking,Fragmented Learning,Transfer Coaching,Applied Understanding,INTERDISCIPLINARY_LEARNING,10,17
CONCERN_INT_2253,Competitive Exam Readiness,Difficulty Supporting Students with Low Competitive Confidence,High,High,Rising,High,P1,Fear of entrance exam failure,Teacher,Competitive Confidence,Competitive Confidence Deficit,Emotional Intelligence,Fear of Competition,Performance Stability,Comparison Pressure,Confidence Coaching,Competitive Readiness,COMPETITIVE_EXAM,12,17
CONCERN_COM_2254,Self Reflection,Managing Students with Weak Academic Reflection Practices,Medium,Medium,Rising,Medium,P2,Lack of post-test analysis,Teacher,Reflective Learning,Reflection Practice Weakness,Metacognitive Intelligence,Limited Self-Analysis,Learning Awareness,Passive Review Habits,Reflection Coaching,Continuous Improvement,SELF_REFLECTION,10,17
CONCERN_SEL_2255,Examination Readiness,Difficulty Helping Students Build Independent Revision Strategies,High,Medium,Rising,High,P1,Reliance on external guidance,Teacher,Revision Independence,Independent Revision Weakness,Strategic Intelligence,Guided Revision Dependence,Preparation Autonomy,Weak Planning Systems,Revision Coaching,Self-Directed Preparation,EXAMINATION_READINESS,10,17
CONCERN_EXA_2256,Learning Adaptability,Supporting Students with Weak Learning Adaptability Across Subjects,Medium,Medium,Rising,Medium,P2,Difficulty adjusting learning styles,Teacher,Cross-Subject Adaptability,Subject Adaptation Weakness,Adaptive Intelligence,Learning Rigidity,Cognitive Flexibility,Fixed Learning Habits,Adaptability Coaching,Flexible Learning,LEARNING_ADAPTABILITY,8,17
CONCERN_LEA_2257,Examination Stress & Emotional Regulation,Difficulty Managing Students with Weak Performance Under Pressure,High,High,Rising,High,P1,Exam stress affecting outcomes,Teacher,Pressure Performance,Pressure Performance Weakness,Emotional Intelligence,Stress-Induced Decline,Timed Stability,Anxiety Overload,Pressure Coaching,Composed Execution,EXAMINATION_STRESS,10,17
CONCERN_EXA_2258,Collaboration & Ownership,Handling Students with Weak Academic Ownership During Projects,Medium,Medium,Rising,Medium,P2,Passive participation in assignments,Teacher,Ownership Development,Project Ownership Weakness,Ownership Intelligence,Uneven Contribution,Accountability Readiness,Dependency on Peers,Ownership Coaching,Project Responsibility,COLLABORATION_OWNERSHIP,8,17
CONCERN_COL_2259,Foundational Learning,Difficulty Supporting Students with Weak Concept Mapping Skills,Medium,Medium,Rising,Medium,P2,Fragmented understanding across chapters,Teacher,Concept Integration,Concept Mapping Weakness,Systems Intelligence,Disconnected Knowledge,Integrated Understanding,Weak Cognitive Structuring,Concept Mapping Coaching,Connected Learning,FOUNDATIONAL_LEARNING,10,17
CONCERN_FOU_2260,Communication & Expression,Managing Students with Weak Verbal Confidence in Presentations,Medium,Medium,Rising,Medium,P2,Fear of speaking publicly,Teacher,Communication Confidence,Presentation Anxiety,Emotional Intelligence,Speaking Hesitation,Public Expression,Fear of Embarrassment,Presentation Coaching,Verbal Confidence,COMMUNICATION_EXPRESSION,10,17
CONCERN_COM_2261,Thinking Quality Under Pressure,Difficulty Helping Students Handle Unexpected Exam Questions,High,Medium,Rising,High,P1,Competency-based assessment pressure,Teacher,Adaptive Thinking,Unexpected Question Handling Weakness,Analytical Intelligence,Cognitive Freezing,Flexible Reasoning,Memorization Dependence,Adaptive Thinking Coaching,Dynamic Reasoning,THINKING_QUALITY,10,17
