capability_concern_id,capability_name,problem_concern_id,problem_name,confidence_score,mapping_reason
CONCERN_LIF_908,Driving Enterprise Transformation Narratives,CONCERN_LIF_908,Transformation Narrative Weakness,0.775,"display_label is a capability (""Driving Enterprise Transformation Narratives"") whose concern_category is a deficit-state (""Transformation Narrative Weakness""); topical overlap 0.25"
CONCERN_LIF_936,Build Enterprise Decision-Making Frameworks,CONCERN_LIF_936,Decision Framework Weakness,0.76,"display_label is a capability (""Build Enterprise Decision-Making Frameworks"") whose concern_category is a deficit-state (""Decision Framework Weakness""); topical overlap 0.20"
CONCERN_LIF_976,Evaluate Long-Term Fit in a New Industry,CONCERN_LIF_976,Industry Fit Evaluation Weakness,0.9,"display_label is a capability (""Evaluate Long-Term Fit in a New Industry"") whose concern_category is a deficit-state (""Industry Fit Evaluation Weakness""); topical overlap 0.67"
CONCERN_LIF_986,Build Confidence in Unfamiliar Work Environments,CONCERN_LIF_986,Unfamiliar Environment Anxiety,0.75,"display_label is a capability (""Build Confidence in Unfamiliar Work Environments"") whose concern_category is a deficit-state (""Unfamiliar Environment Anxiety""); topical overlap 0.17"
CONCERN_LON_1467,Self-confidence During Public Speaking,CONCERN_LON_1467,Confidence Deficit,0.775,"display_label is a capability (""self-confidence during public speaking"") whose concern_category is a deficit-state (""Confidence Deficit""); topical overlap 0.25"
CONCERN_MET_1591,Understanding of Attention Span Limitations,CONCERN_MET_1591,Attention Mismanagement,0.76,"display_label is a capability (""understanding of attention span limitations"") whose concern_category is a deficit-state (""Attention Mismanagement""); topical overlap 0.20"
CONCERN_MOT_1008,Translate Previous Leadership Experience Into New Contexts,CONCERN_MOT_1008,Cross-Domain Leadership Translation Weakness,0.7375,"display_label is a capability (""Translate Previous Leadership Experience into New Contexts"") whose concern_category is a deficit-state (""Cross-Domain Leadership Translation Weakness""); topical overlap 0.13"
CONCERN_MOT_1030,Rebuilding Leadership Identity in New Domains,CONCERN_MOT_1030,Leadership Identity Reset Anxiety,0.8,"display_label is a capability (""Rebuilding Leadership Identity in New Domains"") whose concern_category is a deficit-state (""Leadership Identity Reset Anxiety""); topical overlap 0.33"
CONCERN_MOT_1040,Adapt Personal Branding Across Professional Ecosystems,CONCERN_MOT_1040,Cross-Ecosystem Branding Weakness,0.75,"display_label is a capability (""Adapt Personal Branding Across Professional Ecosystems"") whose concern_category is a deficit-state (""Cross-Ecosystem Branding Weakness""); topical overlap 0.17"
CONCERN_MOT_1098,Build Strategic Decision-Making Confidence,CONCERN_MOT_1098,Decision-Making Anxiety,0.82,"display_label is a capability (""Build Strategic Decision-Making Confidence"") whose concern_category is a deficit-state (""Decision-Making Anxiety""); topical overlap 0.40"
CONCERN_MOT_1118,Build Emotional Boundaries in Professional Relationships,CONCERN_MOT_1118,Emotional Boundary Weakness,0.76,"display_label is a capability (""Build Emotional Boundaries in Professional Relationships"") whose concern_category is a deficit-state (""Emotional Boundary Weakness""); topical overlap 0.20"
CONCERN_MOT_1126,Handling Cross-Hierarchy Interactions,CONCERN_MOT_1126,Hierarchical Communication Anxiety,0.7,"display_label is a capability (""Handling Cross-Hierarchy Interactions"") whose concern_category is a deficit-state (""Hierarchical Communication Anxiety""); topical overlap 0.00"
CONCERN_MOT_1146,Managing Multi-Stakeholder Expectations,CONCERN_MOT_1146,Multi-Stakeholder Anxiety,0.8,"display_label is a capability (""Managing Multi-Stakeholder Expectations"") whose concern_category is a deficit-state (""Multi-Stakeholder Anxiety""); topical overlap 0.33"
CONCERN_MOT_1165,Building School-Wide Competency Culture,CONCERN_MOT_1165,Competency Culture Weakness,0.9,"display_label is a capability (""Building School-Wide Competency Culture"") whose concern_category is a deficit-state (""Competency Culture Weakness""); topical overlap 0.67"
CONCERN_MOT_1190,Visibility Into Student Leadership Participation Equity,CONCERN_MOT_1190,Leadership Equity Blindness,0.85,"display_label is a capability (""Visibility into Student Leadership Participation Equity"") whose concern_category is a deficit-state (""Leadership Equity Blindness""); topical overlap 0.50"
CONCERN_MOT_1227,Faculty Collaboration And Knowledge Sharing,CONCERN_MOT_1227,Faculty Collaboration Blindness,0.8,"display_label is a capability (""Faculty Collaboration and Knowledge Sharing"") whose concern_category is a deficit-state (""Faculty Collaboration Blindness""); topical overlap 0.33"
CONCERN_MOT_1256,Build Institution-Wide Self-Learning Culture,CONCERN_MOT_1256,Self-Learning Culture Weakness,0.925,"display_label is a capability (""Build Institution-Wide Self-Learning Culture"") whose concern_category is a deficit-state (""Self-Learning Culture Weakness""); topical overlap 0.75"
CONCERN_MOT_13,Building Industry-Relevant Skills,CONCERN_MOT_13,Industry Skill Gap,0.85,"display_label is a capability (""Building Industry-Relevant Skills"") whose concern_category is a deficit-state (""Industry Skill Gap""); topical overlap 0.50"
CONCERN_MOT_1308,Measure Student Ownership And Accountability Trends,CONCERN_MOT_1308,Accountability Visibility Weakness,0.775,"display_label is a capability (""Measure Student Ownership and Accountability Trends"") whose concern_category is a deficit-state (""Accountability Visibility Weakness""); topical overlap 0.25"
CONCERN_MOT_1828,Hyper-Competitive Mindset,CONCERN_MOT_1828,Excessive Competition,0.7,"display_label is a capability (""Hyper-Competitive Mindset"") whose concern_category is a deficit-state (""Excessive Competition""); topical overlap 0.00"
CONCERN_MOT_1992,Academic Ownership,CONCERN_MOT_1992,Ownership Deficit,0.85,"display_label is a capability (""Academic Ownership"") whose concern_category is a deficit-state (""Ownership Deficit""); topical overlap 0.50"
CONCERN_MOT_200,Holistic Stability During Competitive Preparation,CONCERN_MOT_200,Competitive Preparation Instability,0.82,"display_label is a capability (""Holistic Stability During Competitive Preparation"") whose concern_category is a deficit-state (""Competitive Preparation Instability""); topical overlap 0.40"
CONCERN_MOT_2100,Learning Reflection Skills,CONCERN_MOT_2100,Reflection Weakness,0.85,"display_label is a capability (""Learning Reflection Skills"") whose concern_category is a deficit-state (""Reflection Weakness""); topical overlap 0.50"
CONCERN_MOT_2135,Building Conceptual Clarity in Large Classrooms,CONCERN_MOT_2135,Conceptual Clarity Delivery Difficulty,0.82,"display_label is a capability (""Building Conceptual Clarity in Large Classrooms"") whose concern_category is a deficit-state (""Conceptual Clarity Delivery Difficulty""); topical overlap 0.40"
CONCERN_MOT_2161,Supporting Students With Weak Self-Regulation Skills,CONCERN_MOT_2161,Self-Regulation Weakness,0.9,"display_label is a capability (""Supporting Students with Weak Self-Regulation Skills"") whose concern_category is a deficit-state (""Self-Regulation Weakness""); topical overlap 0.67"
CONCERN_MOT_2214,Managing Students With Weak Academic Follow-Through,CONCERN_MOT_2214,Academic Follow-Through Weakness,0.97,"display_label is a capability (""Managing Students with Weak Academic Follow-Through"") whose concern_category is a deficit-state (""Academic Follow-Through Weakness""); topical overlap 1.00"
CONCERN_MOT_2220,Supporting Students With Weak Exam Strategy Skills,CONCERN_MOT_2220,Exam Strategy Weakness,0.9,"display_label is a capability (""Supporting Students with Weak Exam Strategy Skills"") whose concern_category is a deficit-state (""Exam Strategy Weakness""); topical overlap 0.67"
CONCERN_MOT_2231,Helping Students Maintain Long-Term Academic Discipline,CONCERN_MOT_2231,Long-Term Discipline Weakness,0.8,"display_label is a capability (""Helping Students Maintain Long-Term Academic Discipline"") whose concern_category is a deficit-state (""Long-Term Discipline Weakness""); topical overlap 0.33"
CONCERN_MOT_2236,Managing Students With Weak Multi-Step Problem Solving Skills,CONCERN_MOT_2236,Multi-Step Problem Solving Deficit,0.97,"display_label is a capability (""Managing Students with Weak Multi-Step Problem Solving Skills"") whose concern_category is a deficit-state (""Multi-Step Problem Solving Deficit""); topical overlap 1.00"
CONCERN_MOT_229,Understanding Skill Requirements For Careers,CONCERN_MOT_229,Career Skill Awareness Gap,0.7,"display_label is a capability (""Understanding Skill Requirements for Careers"") whose concern_category is a deficit-state (""Career Skill Awareness Gap""); topical overlap 0.00"
CONCERN_MOT_2401,Building Long-Term Academic Commitment,CONCERN_MOT_2401,Academic Commitment Instability,0.9,"display_label is a capability (""Building Long-Term Academic Commitment"") whose concern_category is a deficit-state (""Academic Commitment Instability""); topical overlap 0.67"
CONCERN_MOT_2402,Students Unable to Sustain Consistent Study Discipline,CONCERN_MOT_2402,Study Discipline Instability,0.8,"display_label is a capability (""Students Unable to Sustain Consistent Study Discipline"") whose concern_category is a deficit-state (""Study Discipline Instability""); topical overlap 0.33"
CONCERN_MOT_2464,Managing Students With Weak Understanding of Exam Expectations,CONCERN_MOT_2464,Exam Expectation Misunderstanding,0.76,"display_label is a capability (""Managing Students with Weak Understanding of Exam Expectations"") whose concern_category is a deficit-state (""Exam Expectation Misunderstanding""); topical overlap 0.20"
CONCERN_MOT_2468,Handling Students With Weak Preparedness For Future Academic Challenges,CONCERN_MOT_2468,Academic Future Preparedness Deficit,0.925,"display_label is a capability (""Handling Students with Weak Preparedness for Future Academic Challenges"") whose concern_category is a deficit-state (""Academic Future Preparedness Deficit""); topical overlap 0.75"
CONCERN_MOT_2480,Academic Ownership,CONCERN_MOT_2480,Academic Ownership Deficit,0.97,"display_label is a capability (""Academic Ownership"") whose concern_category is a deficit-state (""Academic Ownership Deficit""); topical overlap 1.00"
CONCERN_MOT_266,Prioritize Important Skills,CONCERN_MOT_266,Skill Prioritization Weakness,0.7,"display_label is a capability (""Prioritize Important Skills"") whose concern_category is a deficit-state (""Skill Prioritization Weakness""); topical overlap 0.00"
CONCERN_MOT_272,Transfer Skills Across Domains,CONCERN_MOT_272,Skill Transferability Weakness,0.7,"display_label is a capability (""Transfer Skills Across Domains"") whose concern_category is a deficit-state (""Skill Transferability Weakness""); topical overlap 0.00"
CONCERN_MOT_281,Building Portfolio-Based Evidence of Skills,CONCERN_MOT_281,Portfolio Development Weakness,0.775,"display_label is a capability (""Building Portfolio-Based Evidence of Skills"") whose concern_category is a deficit-state (""Portfolio Development Weakness""); topical overlap 0.25"
CONCERN_MOT_301,Building Consistency in Advanced Skill Practice,CONCERN_MOT_301,Advanced Practice Inconsistency,0.85,"display_label is a capability (""Building Consistency in Advanced Skill Practice"") whose concern_category is a deficit-state (""Advanced Practice Inconsistency""); topical overlap 0.50"
CONCERN_MOT_342,Solving Open-Ended Challenges,CONCERN_MOT_342,Open-Ended Problem Anxiety,0.82,"display_label is a capability (""Solving Open-Ended Challenges"") whose concern_category is a deficit-state (""Open-Ended Problem Anxiety""); topical overlap 0.40"
CONCERN_MOT_360,"Holistic Integration of Learning, Execution, And Confidence",CONCERN_MOT_360,Integrated Competency Instability,0.7,"display_label is a capability (""Holistic Integration of Learning, Execution, and Confidence"") whose concern_category is a deficit-state (""Integrated Competency Instability""); topical overlap 0.00"
CONCERN_MOT_438,Handling Workplace Competition,CONCERN_MOT_438,Workplace Comparison Anxiety,0.775,"display_label is a capability (""Handling Workplace Competition"") whose concern_category is a deficit-state (""Workplace Comparison Anxiety""); topical overlap 0.25"
CONCERN_MOT_504,Adapt to AI-Driven Hiring Trends,CONCERN_MOT_504,AI Hiring Adaptability Weakness,0.82,"display_label is a capability (""Adapt to AI-Driven Hiring Trends"") whose concern_category is a deficit-state (""AI Hiring Adaptability Weakness""); topical overlap 0.40"
CONCERN_MOT_548,Applying For Stretch Roles,CONCERN_MOT_548,Stretch Role Anxiety,0.775,"display_label is a capability (""Applying for Stretch Roles"") whose concern_category is a deficit-state (""Stretch Role Anxiety""); topical overlap 0.25"
CONCERN_MOT_574,Communicate Strategic Ideas Clearly,CONCERN_MOT_574,Strategic Expression Weakness,0.775,"display_label is a capability (""Communicate Strategic Ideas Clearly"") whose concern_category is a deficit-state (""Strategic Expression Weakness""); topical overlap 0.25"
CONCERN_MOT_590,Public Speaking During Leadership Forums,CONCERN_MOT_590,Leadership Public Speaking Anxiety,0.88,"display_label is a capability (""Public Speaking During Leadership Forums"") whose concern_category is a deficit-state (""Leadership Public Speaking Anxiety""); topical overlap 0.60"
CONCERN_MOT_648,Build Career Portability Across Industries,CONCERN_MOT_648,Career Portability Weakness,0.9,"display_label is a capability (""Build Career Portability Across Industries"") whose concern_category is a deficit-state (""Career Portability Weakness""); topical overlap 0.67"
CONCERN_MOT_816,Handling High-Stakes Organizational Politics,CONCERN_MOT_816,High-Stakes Political Anxiety,0.82,"display_label is a capability (""Handling High-Stakes Organizational Politics"") whose concern_category is a deficit-state (""High-Stakes Political Anxiety""); topical overlap 0.40"
CONCERN_MOT_837,Family Expectations During Leadership Growth,CONCERN_MOT_837,Leadership-Family Conflict,0.82,"display_label is a capability (""Family Expectations During Leadership Growth"") whose concern_category is a deficit-state (""Leadership-Family Conflict""); topical overlap 0.40"
CONCERN_MOT_840,Build Leadership Legacy Beyond Immediate Results,CONCERN_MOT_840,Legacy Building Weakness,0.76,"display_label is a capability (""Build Leadership Legacy Beyond Immediate Results"") whose concern_category is a deficit-state (""Legacy Building Weakness""); topical overlap 0.20"
CONCERN_MOT_917,Leadership Credibility During Failed Initiatives,CONCERN_MOT_917,Leadership Credibility Anxiety,0.82,"display_label is a capability (""Leadership Credibility During Failed Initiatives"") whose concern_category is a deficit-state (""Leadership Credibility Anxiety""); topical overlap 0.40"
CONCERN_MOT_978,Handling New Workplace Expectations,CONCERN_MOT_978,New Industry Expectation Anxiety,0.7,"display_label is a capability (""Handling New Workplace Expectations"") whose concern_category is a deficit-state (""New Industry Expectation Anxiety""); topical overlap 0.00"
CONCERN_ORG_1179,Balancing Academic Excellence With Student Wellbeing,CONCERN_ORG_1179,Excellence-Wellbeing Conflict,0.85,"display_label is a capability (""Balancing Academic Excellence with Student Wellbeing"") whose concern_category is a deficit-state (""Excellence-Wellbeing Conflict""); topical overlap 0.50"
CONCERN_ORG_1212,Detect Emotional Safety Differences Across Classrooms,CONCERN_ORG_1212,Emotional Safety Visibility Weakness,0.82,"display_label is a capability (""Detect Emotional Safety Differences Across Classrooms"") whose concern_category is a deficit-state (""Emotional Safety Visibility Weakness""); topical overlap 0.40"
CONCERN_ORG_1296,Visibility Into Student Behavioral Pattern Changes,CONCERN_ORG_1296,Behavioral Change Blindness,0.76,"display_label is a capability (""Visibility into Student Behavioral Pattern Changes"") whose concern_category is a deficit-state (""Behavioral Change Blindness""); topical overlap 0.20"
CONCERN_PER_1414,Emotional Regulation During Conflicts,CONCERN_PER_1414,Emotional Instability,0.775,"display_label is a capability (""emotional regulation during conflicts"") whose concern_category is a deficit-state (""Emotional Instability""); topical overlap 0.25"
CONCERN_PER_1495,Ethical Leadership Orientation,CONCERN_PER_1495,Ethical Drift,0.775,"display_label is a capability (""ethical leadership orientation"") whose concern_category is a deficit-state (""Ethical Drift""); topical overlap 0.25"
CONCERN_PER_1547,Inconsistent Self-discipline Affecting Growth,CONCERN_PER_1547,Discipline Instability,0.75,"display_label is a capability (""Inconsistent self-discipline affecting growth"") whose concern_category is a deficit-state (""Discipline Instability""); topical overlap 0.17"
CONCERN_PER_1610,Identifying Emotional Impact on Learning,CONCERN_PER_1610,Emotion-Learning Disconnect,0.76,"display_label is a capability (""identifying emotional impact on learning"") whose concern_category is a deficit-state (""Emotion-Learning Disconnect""); topical overlap 0.20"
CONCERN_PRO_1417,Communication And Interpersonal Behaviour,CONCERN_PRO_1417,Communication Deficit,0.8,"display_label is a capability (""communication and interpersonal behaviour"") whose concern_category is a deficit-state (""Communication Deficit""); topical overlap 0.33"
CONCERN_PRO_1485,Vision And Long-term Thinking,CONCERN_PRO_1485,Strategic Blindness,0.7,"display_label is a capability (""vision and long-term thinking"") whose concern_category is a deficit-state (""Strategic Blindness""); topical overlap 0.00"
CONCERN_PUR_1522,Self-discipline And Accountability,CONCERN_PUR_1522,Self-Management Deficit,0.775,"display_label is a capability (""self-discipline and accountability"") whose concern_category is a deficit-state (""Self-Management Deficit""); topical overlap 0.25"
CONCERN_REC_1447,Ownership Toward Learning,CONCERN_REC_1447,Accountability Gap,0.7,"display_label is a capability (""ownership toward learning"") whose concern_category is a deficit-state (""Accountability Gap""); topical overlap 0.00"
CONCERN_SEL_1498,Identify Personal Interests,CONCERN_SEL_1498,Interest Ambiguity,0.7,"display_label is a capability (""identify personal interests"") whose concern_category is a deficit-state (""Interest Ambiguity""); topical overlap 0.00"
CONCERN_SEL_1511,Awareness About Behavioral Patterns,CONCERN_SEL_1511,Behavioral Blindness,0.8,"display_label is a capability (""awareness about behavioral patterns"") whose concern_category is a deficit-state (""Behavioral Blindness""); topical overlap 0.33"
CONCERN_SEL_1526,Balancing Individuality With Social Expectations,CONCERN_SEL_1526,Identity Integration Challenge,0.7,"display_label is a capability (""balancing individuality with social expectations"") whose concern_category is a deficit-state (""Identity Integration Challenge""); topical overlap 0.00"
CONCERN_SEL_1528,Identify Personal Growth Areas,CONCERN_SEL_1528,Growth Blind Spot,0.76,"display_label is a capability (""identify personal growth areas"") whose concern_category is a deficit-state (""Growth Blind Spot""); topical overlap 0.20"
CONCERN_SEL_1541,Clarity About Personal Values,CONCERN_SEL_1541,Values Ambiguity,0.775,"display_label is a capability (""clarity about personal values"") whose concern_category is a deficit-state (""Values Ambiguity""); topical overlap 0.25"
CONCERN_SEL_1545,Ownership For Personal Growth,CONCERN_SEL_1545,Accountability Deficit,0.7,"display_label is a capability (""ownership for personal growth"") whose concern_category is a deficit-state (""Accountability Deficit""); topical overlap 0.00"
CONCERN_SEL_157,Confidence During Long Syllabus Completion,CONCERN_SEL_157,Syllabus Completion Anxiety,0.85,"display_label is a capability (""Confidence During Long Syllabus Completion"") whose concern_category is a deficit-state (""Syllabus Completion Anxiety""); topical overlap 0.50"
CONCERN_SEL_1596,Awareness About Learning Blockers,CONCERN_SEL_1596,Learning Barrier Blindness,0.775,"display_label is a capability (""awareness about learning blockers"") whose concern_category is a deficit-state (""Learning Barrier Blindness""); topical overlap 0.25"
CONCERN_SEL_1630,Clarity About Long-term Personal Growth,CONCERN_SEL_1630,Growth Direction Gap,0.775,"display_label is a capability (""clarity about long-term personal growth"") whose concern_category is a deficit-state (""Growth Direction Gap""); topical overlap 0.25"
CONCERN_SEL_1632,Awareness of Emotional Triggers,CONCERN_SEL_1632,Emotional Trigger Blindness,0.775,"display_label is a capability (""awareness of emotional triggers"") whose concern_category is a deficit-state (""Emotional Trigger Blindness""); topical overlap 0.25"
CONCERN_SEL_204,Awareness of Emerging Career Opportunities,CONCERN_SEL_204,Emerging Career Awareness Deficit,0.925,"display_label is a capability (""Awareness of Emerging Career Opportunities"") whose concern_category is a deficit-state (""Emerging Career Awareness Deficit""); topical overlap 0.75"
CONCERN_SEL_2063,Organizing Revision Materials,CONCERN_SEL_2063,Revision Organization Deficit,0.8,"display_label is a capability (""Organizing Revision Materials"") whose concern_category is a deficit-state (""Revision Organization Deficit""); topical overlap 0.33"
CONCERN_SEL_2101,Understanding NCERT-Based Conceptual Questions,CONCERN_SEL_2101,NCERT Conceptual Interpretation Difficulty,0.8,"display_label is a capability (""Understanding NCERT-Based Conceptual Questions"") whose concern_category is a deficit-state (""NCERT Conceptual Interpretation Difficulty""); topical overlap 0.33"
CONCERN_SEL_2150,Supporting Students With Weak Real-World Application Skills,CONCERN_SEL_2150,Real-World Application Gap,0.9,"display_label is a capability (""Supporting Students with Weak Real-World Application Skills"") whose concern_category is a deficit-state (""Real-World Application Gap""); topical overlap 0.67"
CONCERN_SEL_220,Emotional Stability During Career Uncertainty,CONCERN_SEL_220,Career Uncertainty Emotional Instability,0.88,"display_label is a capability (""Emotional Stability During Career Uncertainty"") whose concern_category is a deficit-state (""Career Uncertainty Emotional Instability""); topical overlap 0.60"
CONCERN_SEL_2265,Supporting Students With Weak Numerical Confidence,CONCERN_SEL_2265,Numerical Confidence Weakness,0.9,"display_label is a capability (""Supporting Students with Weak Numerical Confidence"") whose concern_category is a deficit-state (""Numerical Confidence Weakness""); topical overlap 0.67"
CONCERN_SEL_227,Building Confidence in Emerging Technology Careers,CONCERN_SEL_227,Technology Career Anxiety,0.75,"display_label is a capability (""Building Confidence in Emerging Technology Careers"") whose concern_category is a deficit-state (""Technology Career Anxiety""); topical overlap 0.17"
CONCERN_SEL_2272,Managing Students With Weak Collaborative Problem-Solving Skills,CONCERN_SEL_2272,Collaborative Problem-Solving Weakness,0.97,"display_label is a capability (""Managing Students with Weak Collaborative Problem-Solving Skills"") whose concern_category is a deficit-state (""Collaborative Problem-Solving Weakness""); topical overlap 1.00"
CONCERN_SEL_2459,Helping Students Develop Consistent Revision Discipline,CONCERN_SEL_2459,Revision Consistency Weakness,0.76,"display_label is a capability (""Helping Students Develop Consistent Revision Discipline"") whose concern_category is a deficit-state (""Revision Consistency Weakness""); topical overlap 0.20"
CONCERN_SEL_276,Problem-Solving Ability During Skill Application,CONCERN_SEL_276,Applied Problem-Solving Weakness,0.8,"display_label is a capability (""Problem-Solving Ability During Skill Application"") whose concern_category is a deficit-state (""Applied Problem-Solving Weakness""); topical overlap 0.33"
CONCERN_SEL_288,Understanding of Foundational Concepts Before Advanced Learning,CONCERN_SEL_288,Foundational Concept Weakness,0.75,"display_label is a capability (""Understanding of Foundational Concepts Before Advanced Learning"") whose concern_category is a deficit-state (""Foundational Concept Weakness""); topical overlap 0.17"
CONCERN_SEL_299,Building Confidence in Competitive Skill Environments,CONCERN_SEL_299,Competitive Skill Anxiety,0.775,"display_label is a capability (""Building Confidence in Competitive Skill Environments"") whose concern_category is a deficit-state (""Competitive Skill Anxiety""); topical overlap 0.25"
CONCERN_SEL_333,Building Confidence in Advanced Skill Interviews,CONCERN_SEL_333,Advanced Interview Anxiety,0.76,"display_label is a capability (""Building Confidence in Advanced Skill Interviews"") whose concern_category is a deficit-state (""Advanced Interview Anxiety""); topical overlap 0.20"
CONCERN_SEL_341,Prioritizing Long-Term Mastery Over Short-Term Validation,CONCERN_SEL_341,Validation-Driven Learning,0.775,"display_label is a capability (""Prioritizing Long-Term Mastery Over Short-Term Validation"") whose concern_category is a deficit-state (""Validation-Driven Learning""); topical overlap 0.25"
CONCERN_SKI_262,Consistency in Daily Skill Practice,CONCERN_SKI_262,Skill Practice Inconsistency,0.775,"display_label is a capability (""Consistency in Daily Skill Practice"") whose concern_category is a deficit-state (""Skill Practice Inconsistency""); topical overlap 0.25"
CONCERN_SOC_1046,Understanding New Market Expectations,CONCERN_SOC_1046,Market Expectation Anxiety,0.76,"display_label is a capability (""Understanding New Market Expectations"") whose concern_category is a deficit-state (""Market Expectation Anxiety""); topical overlap 0.20"
CONCERN_SOC_1083,Confidence During High-Visibility Assignments,CONCERN_SOC_1083,Visibility Pressure Anxiety,0.75,"display_label is a capability (""Confidence During High-Visibility Assignments"") whose concern_category is a deficit-state (""Visibility Pressure Anxiety""); topical overlap 0.17"
CONCERN_SOC_1134,Leading Informal Team Discussions,CONCERN_SOC_1134,Informal Leadership Anxiety,0.76,"display_label is a capability (""Leading Informal Team Discussions"") whose concern_category is a deficit-state (""Informal Leadership Anxiety""); topical overlap 0.20"
CONCERN_SOC_1243,School-Wide Growth Mindset Development,CONCERN_SOC_1243,Growth Mindset Blindness,0.85,"display_label is a capability (""School-Wide Growth Mindset Development"") whose concern_category is a deficit-state (""Growth Mindset Blindness""); topical overlap 0.50"
CONCERN_SOC_1314,Visibility Into Student Self-Learning Capability,CONCERN_SOC_1314,Self-Learning Blindness,0.85,"display_label is a capability (""Visibility into Student Self-Learning Capability"") whose concern_category is a deficit-state (""Self-Learning Blindness""); topical overlap 0.50"
CONCERN_SOC_1338,Visibility Into Student Learning Agility For Future Careers,CONCERN_SOC_1338,Learning Agility Blindness,0.82,"display_label is a capability (""Visibility into Student Learning Agility for Future Careers"") whose concern_category is a deficit-state (""Learning Agility Blindness""); topical overlap 0.40"
CONCERN_SOC_134,Prioritize High-Value Topics,CONCERN_SOC_134,Topic Prioritization Weakness,0.7,"display_label is a capability (""Prioritize High-Value Topics"") whose concern_category is a deficit-state (""Topic Prioritization Weakness""); topical overlap 0.00"
CONCERN_SOC_1418,Initiative And Proactive Behaviour,CONCERN_SOC_1418,Initiative Deficiency,0.775,"display_label is a capability (""initiative and proactive behaviour"") whose concern_category is a deficit-state (""Initiative Deficiency""); topical overlap 0.25"
CONCERN_SOC_1555,Clarity About Future Personal Identity,CONCERN_SOC_1555,Future Identity Blur,0.82,"display_label is a capability (""clarity about future personal identity"") whose concern_category is a deficit-state (""Future Identity Blur""); topical overlap 0.40"
CONCERN_SOC_1880,Healthy Friendships,CONCERN_SOC_1880,Unhealthy Social Connections,0.7,"display_label is a capability (""Healthy Friendships"") whose concern_category is a deficit-state (""Unhealthy Social Connections""); topical overlap 0.00"
CONCERN_SOC_2294,Handling Students With Weak Performance Confidence in Competitive Exams,CONCERN_SOC_2294,Competitive Performance Anxiety,0.82,"display_label is a capability (""Handling Students with Weak Performance Confidence in Competitive Exams"") whose concern_category is a deficit-state (""Competitive Performance Anxiety""); topical overlap 0.40"
CONCERN_SOC_2375,Understanding Emotional Needs of Peers,CONCERN_SOC_2375,Peer Emotional Awareness Deficit,0.75,"display_label is a capability (""Understanding Emotional Needs of Peers"") whose concern_category is a deficit-state (""Peer Emotional Awareness Deficit""); topical overlap 0.17"
CONCERN_SOC_2377,Collaboration During Academic Tasks,CONCERN_SOC_2377,Academic Collaboration Weakness,0.9,"display_label is a capability (""Collaboration During Academic Tasks"") whose concern_category is a deficit-state (""Academic Collaboration Weakness""); topical overlap 0.67"
CONCERN_SOC_2383,Encouraging Respectful Peer Communication,CONCERN_SOC_2383,Respectful Communication Deficit,0.85,"display_label is a capability (""Encouraging Respectful Peer Communication"") whose concern_category is a deficit-state (""Respectful Communication Deficit""); topical overlap 0.50"
CONCERN_SOC_2387,Relationship Stability Among Peer Groups,CONCERN_SOC_2387,Peer Relationship Instability,0.8,"display_label is a capability (""Relationship Stability Among Peer Groups"") whose concern_category is a deficit-state (""Peer Relationship Instability""); topical overlap 0.33"
CONCERN_SOC_2392,Motivation Persistence During Long-Term Preparation,CONCERN_SOC_2392,Motivation Persistence Weakness,0.9,"display_label is a capability (""Motivation Persistence During Long-Term Preparation"") whose concern_category is a deficit-state (""Motivation Persistence Weakness""); topical overlap 0.67"
CONCERN_SOC_440,Adapt Communication Across Hierarchies,CONCERN_SOC_440,Hierarchical Communication Weakness,0.8,"display_label is a capability (""Adapt Communication Across Hierarchies"") whose concern_category is a deficit-state (""Hierarchical Communication Weakness""); topical overlap 0.33"
CONCERN_SOC_546,Align Skills With Business Impact Narratives,CONCERN_SOC_546,Business Impact Communication Weakness,0.82,"display_label is a capability (""Align Skills with Business Impact Narratives"") whose concern_category is a deficit-state (""Business Impact Communication Weakness""); topical overlap 0.40"
CONCERN_SOC_684,Handling Client Communication,CONCERN_SOC_684,Client Interaction Anxiety,0.775,"display_label is a capability (""Handling Client Communication"") whose concern_category is a deficit-state (""Client Interaction Anxiety""); topical overlap 0.25"
CONCERN_SOC_756,Balance Ambition With Sustainable Growth,CONCERN_SOC_756,Ambition-Wellbeing Imbalance,0.76,"display_label is a capability (""Balance Ambition with Sustainable Growth"") whose concern_category is a deficit-state (""Ambition-Wellbeing Imbalance""); topical overlap 0.20"
CONCERN_SOC_804,Leading Through Organizational Crisis,CONCERN_SOC_804,Crisis Leadership Anxiety,0.8,"display_label is a capability (""Leading Through Organizational Crisis"") whose concern_category is a deficit-state (""Crisis Leadership Anxiety""); topical overlap 0.33"
CONCERN_SOC_874,Leading Through Organizational Uncertainty,CONCERN_SOC_874,Uncertainty Leadership Anxiety,0.8,"display_label is a capability (""Leading Through Organizational Uncertainty"") whose concern_category is a deficit-state (""Uncertainty Leadership Anxiety""); topical overlap 0.33"
CONCERN_SOC_956,Building Enterprise-Wide Leadership Credibility,CONCERN_SOC_956,Enterprise Credibility Weakness,0.85,"display_label is a capability (""Building Enterprise-Wide Leadership Credibility"") whose concern_category is a deficit-state (""Enterprise Credibility Weakness""); topical overlap 0.50"
