bridge_tag,concern_count,classification,rank,candidate_family,domain,family_signal_count,similarity,shared_tokens,example_signals,relationship_path
ACADEMIC_COGNITIVE,140,GREEN,1,"learning_processing_signals","Cognitive Intelligence",40,0.2932,"comprehension concept retention process cognitive conceptual","Applied Learning Effectiveness | Conceptual Processing Depth | Stable Comprehension Under Complexity | Continuous Learning Optimization | Processing Stability Under Pressure","ACADEMIC_COGNITIVE -> Cognitive Intelligence -> learning_processing_signals"
PERSONAL_SUSTAINABILITY,1,GREEN,3,"emotional_balance_signals","Wellbeing Intelligence",40,0.2142,"wellbe balanc","Long Term Emotional Equilibrium | Psychological Equilibrium Stability | Calmness Under Pressure | Stress Emotion Regulation | Emotional Overload Resistance","PERSONAL_SUSTAINABILITY -> Wellbeing Intelligence -> emotional_balance_signals"
RECOVERY_CAPABILITY,1,GREEN,1,"setback_response_signals","Resilience Intelligence",40,0.2932,"setback after resilience recovery","Perseverance Under Repeated Failure | Long Term Resilience Consistency | Emotional Endurance Under Loss | Stress Resistant Execution | Persistence After Rejection","RECOVERY_CAPABILITY -> Resilience Intelligence -> setback_response_signals"
RECOVERY_CAPABILITY,1,GREEN,2,"resilience_recovery_signals","Wellbeing Intelligence",40,0.2444,"after setback resilience recovery","Resilient Recovery Architecture | Resilient Functionality Maintenance | Burnout Recovery Capacity | Recovery After Burnout Cycle | Resilience Reconstruction After Loss","RECOVERY_CAPABILITY -> Wellbeing Intelligence -> resilience_recovery_signals"
RECOVERY_CAPABILITY,1,GREEN,3,"motivational_resilience_signals","Motivational Intelligence",40,0.2364,"after setback capability resilience recovery","Resilience Against Hopelessness | Persistence After Failure | Adversity Driven Growth Motivation | Internal Drive Preservation | Motivational Resistance To Quitting","RECOVERY_CAPABILITY -> Motivational Intelligence -> motivational_resilience_signals"
SELF_GROWTH,1,GREEN,1,"growth_orientation_signals","Motivational Intelligence",40,0.2359,"development growth curiosity self","Evolution Driven Motivation | Transformational Growth Orientation | Continuous Learning Orientation | Mastery Orientation Strength | Disciplined Self Improvement","SELF_GROWTH -> Motivational Intelligence -> growth_orientation_signals"
SELF_GROWTH,1,GREEN,2,"growth_leadership_signals","Leadership Intelligence",40,0.2352,"development growth self","Multidimensional Growth Synchronization | Ultimate Growth Leadership Intelligence | Multidimensional Growth Execution | Ultimate Growth Synchronization Intelligence | Transformational Self Improvement","SELF_GROWTH -> Leadership Intelligence -> growth_leadership_signals"
SELF_GROWTH,1,GREEN,3,"direction_signals","Career Intelligence",40,0.204,"lack development self","Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure","SELF_GROWTH -> Career Intelligence -> direction_signals"
PERSONAL_IDENTITY,1,GREEN,1,"identity_confusion_signals","Identity Intelligence",40,0.3106,"confusion identity personal","External Validation Dependency | Identity Projection Conflict | Internal External Self Conflict | Identity Masking Dependence | Identity Performance Dependency","PERSONAL_IDENTITY -> Identity Intelligence -> identity_confusion_signals"
PERSONAL_IDENTITY,1,GREEN,2,"confusion_signals","Cognitive Intelligence",40,0.208,"confusion","Cognitive Instability Persistence | Mental Disorientation | Stress-Triggered Disorientation | Chronic Cognitive Uncertainty | Chronic Execution Disorientation","PERSONAL_IDENTITY -> Cognitive Intelligence -> confusion_signals"
PERSONAL_IDENTITY,1,GREEN,3,"personal_values_signals","Identity Intelligence",40,0.1764,"personal identity","Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration","PERSONAL_IDENTITY -> Identity Intelligence -> personal_values_signals"
GOAL_ALIGNMENT,1,GREEN,1,"execution_alignment_signals","Decision Intelligence",40,0.2579,"align action goal alignment","Transformational Execution Alignment | Strategic Execution Alignment | Execution Ethics Consistency | Execution Resilience Under Complexity | Decision Execution Consistency","GOAL_ALIGNMENT -> Decision Intelligence -> execution_alignment_signals"
GOAL_ALIGNMENT,1,GREEN,2,"value_alignment_signals","Ethical & Integrity Intelligence",40,0.1549,"align goal alignment","Integrity Under Temptation | Principled Value Integrity | Ultimate Value Alignment Integrity | Resilient Value Preservation | Anti Hypocrisy Integrity","GOAL_ALIGNMENT -> Ethical & Integrity Intelligence -> value_alignment_signals"
GOAL_ALIGNMENT,1,GREEN,3,"confidence_decision_signals","Decision Intelligence",40,0.1256,"align alignment","Principled High Stakes Confidence | Crisis Decision Confidence | Transformational Decision Confidence | Strategic Execution Confidence | Strategic Decision Certainty","GOAL_ALIGNMENT -> Decision Intelligence -> confidence_decision_signals"
COGNITIVE_EMOTIONAL,1,GREEN,1,"overthinking_signals","Cognitive Intelligence",40,0.246,"overthink cognitive decision emotional","Chronic Cognitive Looping | Chronic Mental Overprocessing | Mental Exhaustion from Overanalysis | Cognitive Catastrophizing | Decision Looping","COGNITIVE_EMOTIONAL -> Cognitive Intelligence -> overthinking_signals"
COGNITIVE_EMOTIONAL,1,GREEN,2,"overthinking_decision_signals","Decision Intelligence",40,0.2295,"overthink decision cognitive emotional","Chronic Analysis Paralysis | Chronic Indecisiveness Pattern | Paralysis From Perfectionism | Perfectionistic Decision Delay | Mental Deadlock Decisioning","COGNITIVE_EMOTIONAL -> Decision Intelligence -> overthinking_decision_signals"
COGNITIVE_EMOTIONAL,1,GREEN,3,"personal_values_signals","Identity Intelligence",40,0.2147,"personal decision emotional","Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration","COGNITIVE_EMOTIONAL -> Identity Intelligence -> personal_values_signals"
FUTURE_SELF,1,GREEN,1,"identity_clarity_signals","Identity Intelligence",40,0.2837,"personal clarity identity future self","Integrated Identity Coherence | Self Identity Continuity | Identity Anchor Strength | Self Concept Stability | Identity Stress Resistance","FUTURE_SELF -> Identity Intelligence -> identity_clarity_signals"
FUTURE_SELF,1,GREEN,2,"personal_values_signals","Identity Intelligence",40,0.2477,"personal identity clarity self","Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration","FUTURE_SELF -> Identity Intelligence -> personal_values_signals"
FUTURE_SELF,1,GREEN,3,"self_awareness_signals","Identity Intelligence",40,0.2286,"personal identity clarity self","Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity","FUTURE_SELF -> Identity Intelligence -> self_awareness_signals"
CAREER_REFLECTION,1,GREEN,1,"career_clarity_signals","Career Intelligence",20,0.3734,"career direction long term uncertainty","Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty","CAREER_REFLECTION -> Career Intelligence -> career_clarity_signals"
CAREER_REFLECTION,1,GREEN,2,"direction_signals","Career Intelligence",40,0.3649,"career direction term long","Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure","CAREER_REFLECTION -> Career Intelligence -> direction_signals"
CAREER_REFLECTION,1,GREEN,3,"career_decision_signals","Career Intelligence",40,0.2958,"career term long uncertainty","Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience","CAREER_REFLECTION -> Career Intelligence -> career_decision_signals"
STRENGTH_DISCOVERY,1,YELLOW,1,"personal_values_signals","Identity Intelligence",40,0.1816,"personal","Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration","STRENGTH_DISCOVERY -> Identity Intelligence -> personal_values_signals"
STRENGTH_DISCOVERY,1,YELLOW,2,"self_definition_signals","Identity Intelligence",40,0.1603,"personal strength","Identity Centered Life Navigation | Self Awareness Depth | Internal Identity Validation | Identity Stability Under Pressure | Identity Reflection Depth","STRENGTH_DISCOVERY -> Identity Intelligence -> self_definition_signals"
STRENGTH_DISCOVERY,1,YELLOW,3,"self_awareness_signals","Identity Intelligence",40,0.1501,"personal strength","Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity","STRENGTH_DISCOVERY -> Identity Intelligence -> self_awareness_signals"
CAREER_STABILITY,1,GREEN,1,"career_exploration_signals","Career Intelligence",40,0.3523,"career interest","Experimentation With Roles | Exploratory Project Participation | Exploratory Side Project Creation | Self Driven Career Research | Future Of Work Curiosity","CAREER_STABILITY -> Career Intelligence -> career_exploration_signals"
CAREER_STABILITY,1,GREEN,2,"career_execution_signals","Career Intelligence",40,0.2707,"career stability","Execution Momentum Sustainability | Career Execution Resilience | Disciplined Career Execution | Goal Execution Alignment | Proactive Career Behavior","CAREER_STABILITY -> Career Intelligence -> career_execution_signals"
CAREER_STABILITY,1,GREEN,3,"career_resilience_signals","Career Intelligence",40,0.2561,"career stability","Emotional Endurance Under Pressure | Long Term Career Commitment | Prolonged Search Endurance | Persistence Under Delayed Success | Resilient Skill Reinvestment","CAREER_STABILITY -> Career Intelligence -> career_resilience_signals"
DECISION_CONFIDENCE,1,GREEN,1,"career_decision_signals","Career Intelligence",40,0.2454,"career fear decision confidence","Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience","DECISION_CONFIDENCE -> Career Intelligence -> career_decision_signals"
DECISION_CONFIDENCE,1,GREEN,2,"career_clarity_signals","Career Intelligence",20,0.224,"career fear decision confidence","Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty","DECISION_CONFIDENCE -> Career Intelligence -> career_clarity_signals"
DECISION_CONFIDENCE,1,GREEN,3,"direction_signals","Career Intelligence",40,0.2227,"career mak fear decision","Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure","DECISION_CONFIDENCE -> Career Intelligence -> direction_signals"
CAREER_AUTONOMY,1,GREEN,1,"career_execution_signals","Career Intelligence",40,0.2244,"career","Execution Momentum Sustainability | Career Execution Resilience | Disciplined Career Execution | Goal Execution Alignment | Proactive Career Behavior","CAREER_AUTONOMY -> Career Intelligence -> career_execution_signals"
CAREER_AUTONOMY,1,GREEN,2,"career_clarity_signals","Career Intelligence",20,0.2193,"career","Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty","CAREER_AUTONOMY -> Career Intelligence -> career_clarity_signals"
CAREER_AUTONOMY,1,GREEN,3,"career_decision_signals","Career Intelligence",40,0.2143,"career","Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience","CAREER_AUTONOMY -> Career Intelligence -> career_decision_signals"
CAREER_EXPLORATION,1,GREEN,1,"career_exploration_signals","Career Intelligence",40,0.3201,"career emerg exploration awarenes","Experimentation With Roles | Exploratory Project Participation | Exploratory Side Project Creation | Self Driven Career Research | Future Of Work Curiosity","CAREER_EXPLORATION -> Career Intelligence -> career_exploration_signals"
CAREER_EXPLORATION,1,GREEN,2,"direction_signals","Career Intelligence",40,0.3063,"career lack exploration awarenes","Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure","CAREER_EXPLORATION -> Career Intelligence -> direction_signals"
CAREER_EXPLORATION,1,GREEN,3,"career_clarity_signals","Career Intelligence",20,0.2573,"career exploration awarenes","Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty","CAREER_EXPLORATION -> Career Intelligence -> career_clarity_signals"
PERSONALITY_ALIGNMENT,1,GREEN,1,"role_fit_signals","Career Intelligence",40,0.3127,"fit career alignment","Long Term Role Sustainability | Technical Depth Role Fit | Authentic Role Alignment | Strengths Role Matching | Analytical Role Fit","PERSONALITY_ALIGNMENT -> Career Intelligence -> role_fit_signals"
PERSONALITY_ALIGNMENT,1,GREEN,2,"employability_signals","Career Intelligence",40,0.1526,"career fit alignment","Employability Execution Consistency | Professional Learning Agility | Career Execution Discipline | Long Term Career Sustainability | Skill Market Alignment","PERSONALITY_ALIGNMENT -> Career Intelligence -> employability_signals"
PERSONALITY_ALIGNMENT,1,GREEN,3,"industry_alignment_signals","Employability Intelligence",60,0.1344,"fit career alignment","Transformational Employability Alignment | Practical Skill Alignment | Real World Problem Alignment | Automation Resilience Alignment | Practical Experience Prioritization","PERSONALITY_ALIGNMENT -> Employability Intelligence -> industry_alignment_signals"
CAREER_RISK,1,GREEN,1,"career_decision_signals","Career Intelligence",40,0.2873,"career influenc fear risk","Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience","CAREER_RISK -> Career Intelligence -> career_decision_signals"
CAREER_RISK,1,GREEN,2,"direction_signals","Career Intelligence",40,0.2239,"career influenc fear","Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure","CAREER_RISK -> Career Intelligence -> direction_signals"
CAREER_RISK,1,GREEN,3,"fear_signals","Emotional Intelligence",40,0.2218,"fear career failure risk","Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear","CAREER_RISK -> Emotional Intelligence -> fear_signals"
CAREER_PRIORITIZATION,1,GREEN,1,"personal_values_signals","Identity Intelligence",40,0.3048,"valu personal","Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration","CAREER_PRIORITIZATION -> Identity Intelligence -> personal_values_signals"
CAREER_PRIORITIZATION,1,GREEN,2,"career_execution_signals","Career Intelligence",40,0.2045,"career","Execution Momentum Sustainability | Career Execution Resilience | Disciplined Career Execution | Goal Execution Alignment | Proactive Career Behavior","CAREER_PRIORITIZATION -> Career Intelligence -> career_execution_signals"
CAREER_PRIORITIZATION,1,GREEN,3,"career_clarity_signals","Career Intelligence",20,0.1999,"career","Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty","CAREER_PRIORITIZATION -> Career Intelligence -> career_clarity_signals"
ASPIRATIONAL_CLARITY,1,GREEN,1,"career_clarity_signals","Career Intelligence",20,0.2463,"career confusion aspirational clarity","Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty","ASPIRATIONAL_CLARITY -> Career Intelligence -> career_clarity_signals"
ASPIRATIONAL_CLARITY,1,GREEN,2,"influence_sensitivity_signals","Social Intelligence",40,0.2088,"influence media confusion social","Peer Risk Behavior Alignment | Social Identity Fragmentation | Peer Comparison Instability | Fear Based Conformity | Emotional Validation Dependency","ASPIRATIONAL_CLARITY -> Social Intelligence -> influence_sensitivity_signals"
ASPIRATIONAL_CLARITY,1,GREEN,3,"career_decision_signals","Career Intelligence",40,0.1682,"career confusion clarity","Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience","ASPIRATIONAL_CLARITY -> Career Intelligence -> career_decision_signals"
CAREER_TRADEOFF,1,YELLOW,1,"belonging_identity_signals","Identity Intelligence",40,0.1132,"security","Social Validation Independence | Identity Rejection Resistance | Social Identity Stabilization | Social Identity Resilience | Rejection Recovery Stability","CAREER_TRADEOFF -> Identity Intelligence -> belonging_identity_signals"
CAREER_TRADEOFF,1,YELLOW,2,"purpose_alignment_signals","Motivational Intelligence",40,0.1065,"passion career","Purpose Reinforced Resilience | Meaningful Adversity Tolerance | Existential Resilience Strength | Alignment Under Pressure | Authentic Career Alignment","CAREER_TRADEOFF -> Motivational Intelligence -> purpose_alignment_signals"
CAREER_TRADEOFF,1,YELLOW,3,"confidence_signals","Emotional Intelligence",40,0.1059,"security career","Self-Worth Confidence | Career Confidence | Interview Confidence | Academic Confidence | Competitive Confidence","CAREER_TRADEOFF -> Emotional Intelligence -> confidence_signals"
IDENTITY_REFLECTION,1,GREEN,1,"learning_resilience_signals","Learning Intelligence",40,0.267,"academic despite succes identity","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","IDENTITY_REFLECTION -> Learning Intelligence -> learning_resilience_signals"
IDENTITY_REFLECTION,1,GREEN,2,"academic_confidence_signals","Learning Intelligence",40,0.2138,"academic","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","IDENTITY_REFLECTION -> Learning Intelligence -> academic_confidence_signals"
IDENTITY_REFLECTION,1,GREEN,3,"persistence_after_failure_signals","Resilience Intelligence",40,0.122,"despite succes identity","Long Term Grit Consistency | Repeated Failure Tolerance | Resilience Against Hopelessness | Long Horizon Recovery Commitment | Failure Learning Conversion","IDENTITY_REFLECTION -> Resilience Intelligence -> persistence_after_failure_signals"
MULTI_POTENTIALITY,1,YELLOW,1,"work_life_balance_signals","Wellbeing Intelligence",40,0.1591,"prioritize inability","Holistic Balance Breakdown | Emotional Exhaustion Accumulation | Emotional Burnout Cycling | Burnout Normalization Behavior | Burnout Denial Behavior","MULTI_POTENTIALITY -> Wellbeing Intelligence -> work_life_balance_signals"
MULTI_POTENTIALITY,1,YELLOW,2,"career_exploration_signals","Career Intelligence",40,0.1312,"interest multi","Experimentation With Roles | Exploratory Project Participation | Exploratory Side Project Creation | Self Driven Career Research | Future Of Work Curiosity","MULTI_POTENTIALITY -> Career Intelligence -> career_exploration_signals"
MULTI_POTENTIALITY,1,YELLOW,3,"learning_drive_signals","Motivational Intelligence",40,0.1259,"interest","Transformational Learning Orientation | Learning Persistence Drive | Mastery Oriented Learning | Lifelong Learning Commitment | Learning Energy Sustainability","MULTI_POTENTIALITY -> Motivational Intelligence -> learning_drive_signals"
CAREER_TIMELINE,1,GREEN,1,"career_decision_signals","Career Intelligence",40,0.2774,"career fear peer","Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience","CAREER_TIMELINE -> Career Intelligence -> career_decision_signals"
CAREER_TIMELINE,1,GREEN,2,"fear_signals","Emotional Intelligence",40,0.2498,"fear career peer","Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear","CAREER_TIMELINE -> Emotional Intelligence -> fear_signals"
CAREER_TIMELINE,1,GREEN,3,"career_clarity_signals","Career Intelligence",20,0.2448,"career fear","Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty","CAREER_TIMELINE -> Career Intelligence -> career_clarity_signals"
WORKPLACE_FIT,1,GREEN,1,"role_fit_signals","Career Intelligence",40,0.2261,"fit work clarity","Long Term Role Sustainability | Technical Depth Role Fit | Authentic Role Alignment | Strengths Role Matching | Analytical Role Fit","WORKPLACE_FIT -> Career Intelligence -> role_fit_signals"
WORKPLACE_FIT,1,GREEN,2,"workplace_adaptability_signals","Employability Intelligence",40,0.202,"workplace style work","Transformational Workplace Adaptability | Crisis Workflow Adaptability | Pressure Environment Functionality | Strategic Adaptability Behavior | Adaptive Learning Orientation","WORKPLACE_FIT -> Employability Intelligence -> workplace_adaptability_signals"
WORKPLACE_FIT,1,GREEN,3,"work_life_balance_signals","Wellbeing Intelligence",40,0.1497,"work personal","Holistic Balance Breakdown | Emotional Exhaustion Accumulation | Emotional Burnout Cycling | Burnout Normalization Behavior | Burnout Denial Behavior","WORKPLACE_FIT -> Wellbeing Intelligence -> work_life_balance_signals"
PURPOSE_ALIGNMENT,1,GREEN,1,"career_clarity_signals","Career Intelligence",20,0.2236,"career purpose alignment","Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty","PURPOSE_ALIGNMENT -> Career Intelligence -> career_clarity_signals"
PURPOSE_ALIGNMENT,1,GREEN,2,"purpose_alignment_signals","Motivational Intelligence",40,0.2086,"purpose career alignment","Purpose Reinforced Resilience | Meaningful Adversity Tolerance | Existential Resilience Strength | Alignment Under Pressure | Authentic Career Alignment","PURPOSE_ALIGNMENT -> Motivational Intelligence -> purpose_alignment_signals"
PURPOSE_ALIGNMENT,1,GREEN,3,"career_decision_signals","Career Intelligence",40,0.2077,"career purpose alignment","Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience","PURPOSE_ALIGNMENT -> Career Intelligence -> career_decision_signals"
LIFESTYLE_CAREER,1,GREEN,1,"work_life_balance_signals","Wellbeing Intelligence",40,0.2896,"life work lifestyle","Holistic Balance Breakdown | Emotional Exhaustion Accumulation | Emotional Burnout Cycling | Burnout Normalization Behavior | Burnout Denial Behavior","LIFESTYLE_CAREER -> Wellbeing Intelligence -> work_life_balance_signals"
LIFESTYLE_CAREER,1,GREEN,2,"lifestyle_stability_signals","Wellbeing Intelligence",40,0.2149,"lifestyle work balanc","Holistic Lifestyle Synchronization | Sustainable Daily Rhythm | Sustainable High Performance Lifestyle | Recovery Routine Consistency | Work Rest Boundary Stability","LIFESTYLE_CAREER -> Wellbeing Intelligence -> lifestyle_stability_signals"
LIFESTYLE_CAREER,1,GREEN,3,"wellness_balance_signals","Wellbeing Intelligence",40,0.1839,"life balanc work","Integrated Wellbeing Stability | Holistic Wellness Alignment | Holistic Energy Management | Burnout Prevention Awareness | Stress Load Regulation","LIFESTYLE_CAREER -> Wellbeing Intelligence -> wellness_balance_signals"
LEARNING_AWARENESS,1,YELLOW,1,"emotional_dependency_signals","Emotional Intelligence",40,0.1655,"overreliance","Emotional Autonomy Deficit | Abandonment Sensitivity | Dependency Driven Anxiety | Reassurance Dependence | Emotional Separation Distress","LEARNING_AWARENESS -> Emotional Intelligence -> emotional_dependency_signals"
LEARNING_AWARENESS,1,YELLOW,2,"approval_seeking_signals","Social Intelligence",40,0.1423,"overreliance","Fear Of Social Disapproval | Approval Reactive Emotionality | Emotional Dependence On Acceptance | Approval Sensitive Identity Shift | Rejection Sensitivity Dependence","LEARNING_AWARENESS -> Social Intelligence -> approval_seeking_signals"
LEARNING_AWARENESS,1,YELLOW,3,"reflective_learning_signals","Learning Intelligence",40,0.0596,"learn awarenes","Autonomous Reflective Growth | Reflective Self Awareness Depth | Lifelong Reflective Growth Orientation | Metacognitive Monitoring | Reflective Strategy Optimization","LEARNING_AWARENESS -> Learning Intelligence -> reflective_learning_signals"
METACOGNITIVE_DEVELOPMENT,1,YELLOW,1,"reflective_learning_signals","Learning Intelligence",40,0.1251,"metacognitive learn","Autonomous Reflective Growth | Reflective Self Awareness Depth | Lifelong Reflective Growth Orientation | Metacognitive Monitoring | Reflective Strategy Optimization","METACOGNITIVE_DEVELOPMENT -> Learning Intelligence -> reflective_learning_signals"
METACOGNITIVE_DEVELOPMENT,1,YELLOW,2,"judgment_fear_signals","Social Intelligence",40,0.1126,"mistak","Judgment Triggered Avoidance | Performance Evaluation Anxiety | Humiliation Avoidance Pattern | Social Catastrophizing Pattern | Fear Of Looking Incompetent","METACOGNITIVE_DEVELOPMENT -> Social Intelligence -> judgment_fear_signals"
METACOGNITIVE_DEVELOPMENT,1,YELLOW,3,"mastery_signals","Learning Intelligence",20,0.0933,"development learn","Conceptual Mastery Depth | Advanced Problem Mastery | First Principles Learning | Expertise Development Drive | Conceptual Application Ability","METACOGNITIVE_DEVELOPMENT -> Learning Intelligence -> mastery_signals"
COGNITIVE_REFLECTION,1,YELLOW,1,"self_awareness_signals","Identity Intelligence",40,0.1814,"limitation reflection cognitive","Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity","COGNITIVE_REFLECTION -> Identity Intelligence -> self_awareness_signals"
COGNITIVE_REFLECTION,1,YELLOW,2,"clarity_signals","Cognitive Intelligence",40,0.1468,"understand cognitive attention","Stress-Induced Confusion | Disorganized Thinking | Cognitive Overload | Cognitive Confusion | Cognitive Fragmentation","COGNITIVE_REFLECTION -> Cognitive Intelligence -> clarity_signals"
COGNITIVE_REFLECTION,1,YELLOW,3,"comprehension_signals","Learning Intelligence",40,0.1213,"understand","Advanced Theoretical Comprehension | Conceptual Abstraction Comprehension | Abstract Concept Comprehension | Conceptual Precision Understanding | Integrated Framework Comprehension","COGNITIVE_REFLECTION -> Learning Intelligence -> comprehension_signals"
STUDY_STRATEGY,1,GREEN,1,"adaptive_learning_signals","Learning Intelligence",40,0.2492,"method revision strategy","Meta Learning Adaptability | Cognitive Flexibility Under Pressure | Adaptive Learning Evolution | Adaptive Exam Preparation | Cognitive Strategy Switching","STUDY_STRATEGY -> Learning Intelligence -> adaptive_learning_signals"
STUDY_STRATEGY,1,GREEN,2,"structured_learning_signals","Learning Intelligence",40,0.1964,"revision study","Structured Learning Resilience | Consistency Driven Learning | Long Term Learning Planning | Structured Goal Alignment | Structured Exam Preparation","STUDY_STRATEGY -> Learning Intelligence -> structured_learning_signals"
STUDY_STRATEGY,1,GREEN,3,"learning_consistency_signals","Learning Intelligence",40,0.1771,"revision study","Long Cycle Learning Endurance | Continuous Learning Identity | Sustainable Learning Persistence | Exam Preparation Consistency | Self Disciplined Learning","STUDY_STRATEGY -> Learning Intelligence -> learning_consistency_signals"
LEARNING_EFFECTIVENESS,1,YELLOW,1,"confusion_signals","Cognitive Intelligence",40,0.1392,"confusion","Cognitive Instability Persistence | Mental Disorientation | Stress-Triggered Disorientation | Chronic Cognitive Uncertainty | Chronic Execution Disorientation","LEARNING_EFFECTIVENESS -> Cognitive Intelligence -> confusion_signals"
LEARNING_EFFECTIVENESS,1,YELLOW,2,"accountability_for_work_signals","Employability Intelligence",40,0.1331,"work learn","Accountability Centered Work Ethic | Accountability Driven Execution | Ethical Work Responsibility | Consistent Work Dependability | Responsibility Driven Self Discipline","LEARNING_EFFECTIVENESS -> Employability Intelligence -> accountability_for_work_signals"
LEARNING_EFFECTIVENESS,1,YELLOW,3,"identity_confusion_signals","Identity Intelligence",40,0.1236,"confusion","External Validation Dependency | Identity Projection Conflict | Internal External Self Conflict | Identity Masking Dependence | Identity Performance Dependency","LEARNING_EFFECTIVENESS -> Identity Intelligence -> identity_confusion_signals"
SELF_MOTIVATION,1,YELLOW,1,"self_awareness_signals","Identity Intelligence",40,0.1843,"personal motivation trigger self","Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity","SELF_MOTIVATION -> Identity Intelligence -> self_awareness_signals"
SELF_MOTIVATION,1,YELLOW,2,"personal_values_signals","Identity Intelligence",40,0.1573,"personal self","Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration","SELF_MOTIVATION -> Identity Intelligence -> personal_values_signals"
SELF_MOTIVATION,1,YELLOW,3,"self_definition_signals","Identity Intelligence",40,0.1464,"personal motivation self","Identity Centered Life Navigation | Self Awareness Depth | Internal Identity Validation | Identity Stability Under Pressure | Identity Reflection Depth","SELF_MOTIVATION -> Identity Intelligence -> self_definition_signals"
SELF_DIAGNOSTIC,1,GREEN,1,"direction_signals","Career Intelligence",40,0.2187,"lack awarenes self","Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure","SELF_DIAGNOSTIC -> Career Intelligence -> direction_signals"
SELF_DIAGNOSTIC,1,GREEN,2,"future_orientation_signals","Cognitive Intelligence",40,0.1779,"lack awarenes learn","Chronic Future Disorientation | Chronic Future Instability | Hopeless Future Projection | Lack of Future Direction | Uncertainty Paralysis Projection","SELF_DIAGNOSTIC -> Cognitive Intelligence -> future_orientation_signals"
SELF_DIAGNOSTIC,1,GREEN,3,"self_awareness_signals","Identity Intelligence",40,0.1612,"awarenes self learn","Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity","SELF_DIAGNOSTIC -> Identity Intelligence -> self_awareness_signals"
