id,feeling,question,new_a,new_b,new_c,new_d,new_e
11584,confident,"Even if your current progress is slow, how confident are you that your career will improve over time?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11599,confident,"Even if your career progress feels uncertain now, how confident are you that things will improve over time?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11604,hopeful,"Even if your career path feels uncertain now, how hopeful are you that you can build a successful and fulfilling long-term future?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
11605,stable,How emotionally recovered do you currently feel from past toxic workplace experiences?,Not stable at all — I feel easily shaken,Slightly stable — I waver often,Moderately stable — it varies a lot,Mostly stable — I stay steady most times,Very stable — I stay calm and grounded
11609,confident,"If you were to enter a new workplace tomorrow, how confident are you that past toxic experiences would not affect your performance?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11624,confident,"Even if past workplace experiences were toxic, how confident are you that you can build a positive and safe professional future?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11629,hopeful,"Even if past workplace experiences were painful, how hopeful are you that you can eventually feel fully confident and emotionally safe in future work environments?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
11630,confident,How confident do you feel about balancing practical job decisions with your long-term career aspirations?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11634,ready,"If you had to choose a job tomorrow, how ready would you feel to balance financial stability with long-term career goals?",Not ready at all — I'd struggle to begin,Slightly ready — I'd need much more,Moderately ready — I could manage parts of it,Mostly ready — I'd handle it with some effort,Fully ready — I could begin right now
11642,confident,"When making career decisions, how confident are you in trusting your own judgment?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11648,confident,"After making a difficult career decision, how confident do you feel about your choice?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11649,confident,How confident are you that you can eventually align practical choices with your long-term career aspirations?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11654,hopeful,"Even if career choices feel confusing now, how hopeful are you that you can eventually align practicality with passion?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
11671,confident,How confident are you that a past public failure will not define your future performance?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11679,hopeful,"Even after a public failure, how hopeful are you that your confidence can fully recover?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
11682,confident,How confident are you that what you are learning now will be useful in real jobs?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11689,confident,How confident are you that your career path will remain relevant 5 years from now?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11698,confident,How confident are you that you will be able to adapt to future job changes?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11701,confident,"If the job market changed suddenly, how confident would you feel?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11703,confident,"If you had a clear roadmap, how confident would you feel about your future career?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11704,hopeful,How hopeful are you that your career will stay relevant despite rapid industry changes?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
11705,stable,"While going through career reinvention, how emotionally stable do you generally feel?",Not stable at all — I feel easily shaken,Slightly stable — I waver often,Moderately stable — it varies a lot,Mostly stable — I stay steady most times,Very stable — I stay calm and grounded
11709,hopeful,"Even if your career reinvention is uncertain now, how hopeful are you that you can remain emotionally stable through it?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
11724,confident,"Even if career reinvention feels emotionally unstable now, how confident are you that you can develop long-term emotional stability?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11729,hopeful,"Even if your career path is uncertain now, how hopeful are you that you can stay emotionally stable and build a clear direction over time?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
11730,stable,How emotionally prepared do you feel to handle workplace politics in a professional environment?,Not stable at all — I feel easily shaken,Slightly stable — I waver often,Moderately stable — it varies a lot,Mostly stable — I stay steady most times,Very stable — I stay calm and grounded
11734,confident,"If you entered a politically complex workplace tomorrow, how confident are you that you could remain emotionally stable and focused on your work?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11749,confident,"Even if workplace politics feels emotionally challenging now, how confident are you that you can develop emotional resilience over time?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11754,hopeful,"Even if workplace politics feels emotionally challenging now, how hopeful are you that you can eventually handle it with calmness and emotional balance?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
11755,confident,How confident do you feel about making quick decisions when under pressure?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11759,ready,"If you were placed in a high-pressure situation tomorrow, how ready would you feel to make the right decision quickly?",Not ready at all — I'd struggle to begin,Slightly ready — I'd need much more,Moderately ready — I could manage parts of it,Mostly ready — I'd handle it with some effort,Fully ready — I could begin right now
11773,confident,"After making a quick decision, how confident do you feel about the outcome?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11774,confident,How confident are you that you can improve your decision-making ability under pressure over time?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11779,hopeful,"Even if you struggle now, how hopeful are you that you can become confident in decision-making under pressure?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
11789,confident,"Compared to classmates, how confident do you feel during evaluations or presentations?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11798,confident,How confident are you that you can perform well even under pressure?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11803,hopeful,"Even after mistakes, how hopeful are you about improving your performance?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
11804,confident,How confident are you that you can manage performance anxiety over time?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11805,stable,"When your career progress feels slow, how emotionally stable do you usually feel?",Not stable at all — I feel easily shaken,Slightly stable — I waver often,Moderately stable — it varies a lot,Mostly stable — I stay steady most times,Very stable — I stay calm and grounded
11809,confident,"When you feel career stagnation, how confident are you that things will improve?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11817,confident,How confident are you in explaining your career direction during stagnation periods?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11824,hopeful,How hopeful are you that your career progress will improve soon?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
11826,confident,"If your progress stays slow for a while, how confident are you in handling it emotionally?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11829,confident,"Even if progress is slow, how confident are you that you will eventually succeed?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11830,confident,How confident are you in your overall career growth potential over the next few years?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11834,hopeful,"Even if your career progress feels slow now, how hopeful are you about long-term success?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
11849,confident,"Even if your career feels uncertain now, how confident are you that you will succeed in the long term?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11854,hopeful,"Even if your current career path feels uncertain, how hopeful are you about building a successful future over time?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
11855,comfortable,How comfortable do you feel with your performance when compared to colleagues at work or in professional settings?,Not comfortable at all — I'd avoid it,Slightly comfortable — quite uneasy,Moderately comfortable — it depends,Mostly comfortable — generally at ease,Completely comfortable — fully at ease
11859,confident,"If you were in a highly competitive workplace, how confident are you that you could stay focused without comparing yourself constantly to others?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11874,confident,"Even if workplace comparison feels strong now, how confident are you that you can eventually develop emotional independence from recognition pressure?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11879,hopeful,"Even if comparison anxiety feels strong now, how hopeful are you that you can eventually feel confident and secure without needing external recognition?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
11880,confident,How confident do you feel in maintaining self-belief when you are placed under a performance improvement plan (PIP)?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11884,confident,"If you were placed on a performance improvement plan tomorrow, how confident would you feel about improving successfully?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11899,confident,How confident are you that you can improve and succeed even after being placed under a performance improvement plan?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11904,hopeful,"Even if you face performance challenges or improvement plans, how hopeful are you that you can regain strong confidence and succeed?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
11905,confident,"If you suddenly entered a new job role, how confident would you feel handling unclear expectations?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11909,confident,How confident are you in making decisions without asking for repeated confirmation?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11911,confident,"If a task has no clear step-by-step guide, how confident are you in completing it?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11922,confident,How confident are you in structuring your own work when no roadmap is provided?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11929,confident,"Even in unclear workplace situations, how confident are you that you can eventually figure things out?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11930,stable,How stable do you feel your motivation is when your organization is going through changes?,Not stable at all — I feel easily shaken,Slightly stable — I waver often,Moderately stable — it varies a lot,Mostly stable — I stay steady most times,Very stable — I stay calm and grounded
11934,confident,How confident are you that your work goals remain clear during company instability?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11942,confident,How confident are you in your performance during organizational restructuring?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11949,confident,How confident are you that you can succeed even in unstable organizations?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11953,likely,"If leadership is unclear, how likely are you to self-motivate?",Very unlikely — I almost certainly wouldn't,Unlikely — probably not,Possibly — it could go either way,Likely — I probably would,Very likely — I almost certainly would
11954,hopeful,How hopeful are you that you can stay productive even in unstable organizations?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
11955,stable,How emotionally stable do you feel when you are frequently compared to others in performance or achievement?,Not stable at all — I feel easily shaken,Slightly stable — I waver often,Moderately stable — it varies a lot,Mostly stable — I stay steady most times,Very stable — I stay calm and grounded
11959,confident,"Even with constant comparisons, how confident are you that you can maintain your own growth path?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11974,confident,"Even with constant comparisons, how confident are you that you can build a strong sense of self-worth over time?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11979,hopeful,"Even if constant comparisons affect you emotionally now, how hopeful are you that you can build stable confidence independent of others over time?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
11980,stable,How stable do you feel emotionally when you face conflicts at work or in group settings?,Not stable at all — I feel easily shaken,Slightly stable — I waver often,Moderately stable — it varies a lot,Mostly stable — I stay steady most times,Very stable — I stay calm and grounded
11984,confident,"If a serious conflict happened at work tomorrow, how confident are you that you could stay calm and respond effectively?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
11999,confident,"Even if conflicts happen frequently in the workplace, how confident are you that you can remain emotionally stable over time?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12004,hopeful,"Even if workplace conflicts feel emotionally challenging now, how hopeful are you that you can eventually handle them calmly and confidently?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
12005,comfortable,How comfortable do you feel when your work is not equally recognized compared to others?,Not comfortable at all — I'd avoid it,Slightly comfortable — quite uneasy,Moderately comfortable — it depends,Mostly comfortable — generally at ease,Completely comfortable — fully at ease
12009,prepared,"If your work is overlooked in a team setting, how prepared are you to handle it without losing motivation?",Not prepared at all — I'd struggle to begin,Slightly prepared — I'd need much more,Moderately prepared — I could manage parts of it,Well prepared — I'd handle it with some effort,Fully prepared — I'm ready right now
12024,confident,How confident are you that you can stay motivated even in environments where recognition is uneven or limited?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12029,hopeful,"Even if recognition is unfair or inconsistent, how hopeful are you that you can still grow and succeed professionally?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
12030,confident,"During periods when your career progress feels slow, how confident do you still feel about your overall abilities?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12034,confident,"If your progress slows for a few months, how confident are you that it does not define your future success?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12048,confident,"Even if your progress is slow now, how confident are you that your long-term potential is still strong?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12054,hopeful,"Even during career plateaus, how hopeful are you that your value is still growing?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
12056,confident,"When you imagine working in a company, how confident are you about handling tight deadlines?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12059,confident,"If multiple urgent tasks came at once, how confident are you in prioritizing them?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12063,confident,How confident are you that you can complete tasks within strict deadlines without stress?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12074,confident,How confident are you that you can handle workplace pressure over time?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12078,likely,"If given a very tight deadline today, how likely are you to complete it successfully?",Very unlikely — I almost certainly wouldn't,Unlikely — probably not,Possibly — it could go either way,Likely — I probably would,Very likely — I almost certainly would
12079,hopeful,How hopeful are you that you can adapt to workplace time pressure in the future?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
12080,confident,How dependent are you on workplace feedback or validation to feel confident about your performance?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12084,confident,"Even without external recognition, how confident are you in your long-term professional value?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12099,confident,"Even without regular workplace recognition, how confident are you that you can maintain emotional stability and professional confidence long-term?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12104,hopeful,"Even if you currently rely on workplace validation, how hopeful are you that you can build strong internal confidence over time?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
12105,confident,How well are you currently able to separate your work-related emotions from your personal or home life?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12109,confident,"If your work stress increases tomorrow, how confident are you that it will not affect your personal or home life?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12124,confident,"Even if your workload increases, how confident are you that you can maintain a clear boundary between work and personal life?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12129,hopeful,"Even if managing work and personal boundaries feels difficult now, how hopeful are you that you can eventually achieve emotional balance between both?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
12130,confident,How confident do you feel about staying optimistic when your workplace situation is uncertain or unstable?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12134,confident,"If your workplace became unstable tomorrow, how confident would you feel about handling it positively?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12149,confident,How confident are you that you can stay optimistic even during uncertain economic or workplace conditions?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12154,hopeful,"Even if your career feels uncertain now, how hopeful are you that your future will improve over time?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
12155,confident,How confident are you that your current skills will still be relevant in the industry 510 years from now?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12159,confident,How easy is it for you to imagine yourself growing continuously in your chosen career field?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12173,confident,"After learning something new, how confident do you feel about long-term career growth?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12174,confident,How confident are you that you will be able to continuously upgrade your skills throughout your career?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12179,confident,"Even if the industry changes completely, how confident are you that you can remain professionally relevant?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12184,confident,How reliably can you sustain focus during long study or work sessions?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12199,confident,How confident are you in maintaining steady energy during future job demands?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12201,confident,"If you had a structured routine, how confident are you in maintaining energy levels?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12203,confident,"If you had to maintain a full-day work schedule, how confident are you in managing energy?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12204,hopeful,How hopeful are you that you can build a stable and consistent energy routine over time?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
12205,confident,"In your early professional roles, how confident do you feel about your actual competence compared to how others perceive you?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12209,confident,"Even in new or challenging roles, how confident are you that you genuinely belong and can grow into them?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12224,confident,"Even if you currently feel inexperienced, how confident are you that you will grow into your role successfully?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12229,hopeful,"Even if you sometimes doubt yourself in early roles, how hopeful are you that you can build strong professional confidence over time?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
12230,confident,How confident do you feel about handling emotional pressure during your probation period at work?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12234,confident,"If your probation expectations became stricter tomorrow, how confident are you that you could still perform calmly and effectively?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12249,confident,"Even if probation feels stressful now, how confident are you that you can gradually become comfortable and confident in your role?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12254,hopeful,"Even if probation feels emotionally challenging now, how hopeful are you that you can eventually perform confidently and comfortably in your role?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
12255,confident,"How confident do you feel in managing academic or life stress without relying on teachers, mentors, or structured support systems?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12259,confident,"If academic support systems were suddenly unavailable, how well do you think you could cope with stress?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12273,confident,"After successfully handling a stressful situation alone, how confident do you feel about future challenges?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12274,confident,How confident are you that you can eventually handle academic or life stress independently without structured support?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12279,hopeful,"Even if you currently rely on support systems, how hopeful are you that you can become fully independent in managing stress?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
12280,confident,"When a deadline is approaching, how in control do you feel of your work and time?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
12284,confident,"When you think about upcoming deadlines, how confident are you in handling them effectively?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
