concern_id,concern_name,classification,confidence_score,reasoning,domain,concern_category
CONCERN_LIF_852,Build Organizational Resilience Beyond Individual Leadership,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""resilience"" → Capability; label cue ""resilience"" → Capability; label cue ""leadership"" → Capability",Leadership & Ownership,Organizational Resilience Weakness
CONCERN_LIF_878,Build Trust Across Diverse Leadership Teams,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""leadership"" → Capability; label cue ""leadership"" → Capability",Collaboration & Ownership,Leadership Trust Weakness
CONCERN_LIF_908,Driving Enterprise Transformation Narratives,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""confidence"" → Capability",Communication & Expression,Transformation Narrative Weakness
CONCERN_LIF_936,Build Enterprise Decision-Making Frameworks,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Strategic Preparation,Decision Framework Weakness
CONCERN_LIF_970,Explaining Career Shift Decisions,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""confidence"" → Capability",Communication & Expression,Career Shift Narrative Weakness
CONCERN_LIF_976,Evaluate Long-Term Fit in a New Industry,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Strategic Preparation,Industry Fit Evaluation Weakness
CONCERN_LIF_986,Build Confidence in Unfamiliar Work Environments,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Workplace Adaptation,Unfamiliar Environment Anxiety
CONCERN_LON_1467,self-confidence during public speaking,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""confidence"" → Capability",Leadership Development,Confidence Deficit
CONCERN_LON_1557,Uncertainty about long-term career direction,Problem,0.92,"concern_category ends in ""ambiguity"" → Problem",Career Reflection,Career Ambiguity
CONCERN_MAT_1423,long-term personal vision,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Future Orientation,Directionless Growth
CONCERN_MET_1591,understanding of attention span limitations,Problem,0.92,"concern_category ends in ""mismanagement"" → Problem; label cue ""understanding"" → Capability",Cognitive Reflection,Attention Mismanagement
CONCERN_MET_2303,Hesitation in Asking for Academic Help,Behavior,0.92,"concern_category ends in ""avoidance"" → Behavior; label cue ""hesitation"" → Behavior",Help-Seeking & Support Utilization,Academic Help Avoidance
CONCERN_MOT_1008,Translate Previous Leadership Experience into New Contexts,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""leadership"" → Capability; label cue ""leadership"" → Capability",Leadership & Ownership,Cross-Domain Leadership Translation Weakness
CONCERN_MOT_102,Accuracy Under Extreme Time Pressure,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""pressure"" → Problem",Thinking Quality Under Pressure,Timed Accuracy Weakness
CONCERN_MOT_1030,Rebuilding Leadership Identity in New Domains,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""leadership"" → Capability; label cue ""leadership"" → Capability; label cue ""confidence"" → Capability",Leadership & Ownership,Leadership Identity Reset Anxiety
CONCERN_MOT_1040,Adapt Personal Branding Across Professional Ecosystems,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Career Growth,Cross-Ecosystem Branding Weakness
CONCERN_MOT_1070,Long-Term Professional Relevance,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Employability,Professional Relevance Anxiety
CONCERN_MOT_1098,Build Strategic Decision-Making Confidence,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Thinking Quality Under Pressure,Decision-Making Anxiety
CONCERN_MOT_1118,Build Emotional Boundaries in Professional Relationships,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Social & Emotional Intelligence,Emotional Boundary Weakness
CONCERN_MOT_1126,Handling Cross-Hierarchy Interactions,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""communication"" → Capability; label cue ""confidence"" → Capability",Communication & Expression,Hierarchical Communication Anxiety
CONCERN_MOT_1146,Managing Multi-Stakeholder Expectations,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Collaboration & Ownership,Multi-Stakeholder Anxiety
CONCERN_MOT_1165,Building School-Wide Competency Culture,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""competency"" → Capability; label cue ""competency"" → Capability; label cue ""difficulty"" → Problem",Organizational Development,Competency Culture Weakness
CONCERN_MOT_1190,Visibility into Student Leadership Participation Equity,Problem,0.92,"concern_category ends in ""blindness"" → Problem; category token ""leadership"" → Capability; label cue ""leadership"" → Capability",Leadership & Ownership,Leadership Equity Blindness
CONCERN_MOT_120,Interview/Personality Test Rounds,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""confidence"" → Capability; label cue ""confidence"" → Capability",Communication & Expression,Interview Confidence Weakness
CONCERN_MOT_1227,Faculty Collaboration and Knowledge Sharing,Problem,0.92,"concern_category ends in ""blindness"" → Problem; category token ""collaboration"" → Capability; label cue ""collaboration"" → Capability; label cue ""difficulty"" → Problem",Collaboration & Ownership,Faculty Collaboration Blindness
CONCERN_MOT_1244,Detect Institutional Communication Breakdown Patterns,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""communication"" → Capability; label cue ""communication"" → Capability; label cue ""breakdown"" → Outcome",Communication & Expression,Communication Ecosystem Weakness
CONCERN_MOT_1256,Build Institution-Wide Self-Learning Culture,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Competency Development,Self-Learning Culture Weakness
CONCERN_MOT_1289,Student Emotional Wellbeing Institutionally,Problem,0.92,"concern_category ends in ""blindness"" → Problem; label cue ""difficulty"" → Problem",Emotional Regulation,Emotional Wellbeing Blindness
CONCERN_MOT_13,Building Industry-Relevant Skills,Problem,0.92,"concern_category ends in ""gap"" → Problem; category token ""skill"" → Capability; label cue ""skills"" → Capability; label cue ""difficulty"" → Problem",Employability,Industry Skill Gap
CONCERN_MOT_130,Concept Integration Across Subjects,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Academic & Cognitive Effectiveness,Cross-Concept Integration Weakness
CONCERN_MOT_1308,Measure Student Ownership and Accountability Trends,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""ownership"" → Capability",Leadership & Ownership,Accountability Visibility Weakness
CONCERN_MOT_132,Self-Belief Before Final Exams,Outcome,0.92,"concern_category ends in ""collapse"" → Outcome; category token ""confidence"" → Capability","Confidence, Self-Concept & Comparison",Final Exam Confidence Collapse
CONCERN_MOT_1442,Fear of asking doubts in class,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""fear"" → Problem",Classroom Adaptation,Participation Anxiety
CONCERN_MOT_151,Information Overload During Preparation,Problem,0.92,"concern_category ends in ""instability"" → Problem; category token ""overload"" → Problem; label cue ""overload"" → Problem; label cue ""difficulty"" → Problem",Academic & Cognitive Effectiveness,Information Overload Instability
CONCERN_MOT_1520,Emotional suppression affecting self-understanding,Behavior,0.92,"concern_category ends in ""suppression"" → Behavior; label cue ""suppression"" → Behavior",Emotional Identity,Emotional Suppression
CONCERN_MOT_1535,Fear of acknowledging weaknesses,Behavior,0.92,"concern_category ends in ""avoidance"" → Behavior; category token ""weakness"" → Problem; label cue ""fear"" → Problem; label cue ""weaknesses"" → Problem",Emotional Maturity,Weakness Avoidance
CONCERN_MOT_1625,recognize behavioral patterns,Problem,0.92,"concern_category ends in ""blindness"" → Problem",Self-Observation,Behavioral Blindness
CONCERN_MOT_1679,Prioritizing Tasks,Capability,0.92,"concern_category ends in ""skills"" → Capability; label cue ""difficulty"" → Problem","Discipline, Habits & Consistency",Prioritization Skills
CONCERN_MOT_1681,Critical Thinking Skills,Capability,0.92,"concern_category ends in ""thinking"" → Capability; label cue ""thinking"" → Capability; label cue ""skills"" → Capability",Thinking Quality Under Pressure,Critical Thinking
CONCERN_MOT_1688,School and Tuition Balance,Problem,0.55,"label cue ""difficulty"" → Problem",Adjustment & Coping Capacity,Academic Balance
CONCERN_MOT_174,Recall Integration Across Revision Layers,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Academic & Cognitive Effectiveness,Layered Recall Weakness
CONCERN_MOT_1744,Procrastination,Behavior,0.92,"concern_category ends in ""avoidance"" → Behavior; label cue ""procrastination"" → Behavior","Discipline, Habits & Consistency",Task Avoidance
CONCERN_MOT_1796,General Knowledge,Problem,0.92,"concern_category ends in ""gaps"" → Problem",Foundational Learning,Knowledge Gaps
CONCERN_MOT_181,Consistency After Motivational Crashes,Problem,0.92,"concern_category ends in ""instability"" → Problem; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Motivation Crash Instability
CONCERN_MOT_1811,Child Avoiding Challenges,Behavior,0.92,"concern_category ends in ""avoidance"" → Behavior","Confidence, Self-Concept & Comparison",Challenge Avoidance
CONCERN_MOT_182,Handle Unsolved Questions Calmly,Behavior,0.92,"concern_category ends in ""reactivity"" → Behavior",Thinking Quality Under Pressure,Difficult Question Reactivity
CONCERN_MOT_1828,Hyper-Competitive Mindset,Capability,0.55,"label cue ""mindset"" → Capability",Examination Stress & Emotional Regulation,Excessive Competition
CONCERN_MOT_1837,Real-World Problem Solving,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Thinking Quality Under Pressure,Practical Problem Solving Deficit
CONCERN_MOT_1855,Fear of Missing Opportunities,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""fear"" → Problem",Examination Stress & Emotional Regulation,Opportunity Anxiety
CONCERN_MOT_1857,Moral Judgment,Problem,0.92,"concern_category ends in ""ambiguity"" → Problem","Motivation, Values & Responsibility",Ethical Ambiguity
CONCERN_MOT_1858,Excessive Dependency on Shortcuts,Trait,0.92,"concern_category ends in ""dependency"" → Trait; label cue ""dependency"" → Trait",Academic & Cognitive Effectiveness,Shortcut Dependency
CONCERN_MOT_1860,Child Losing Interest in Family Traditions,Problem,0.92,"concern_category ends in ""disconnect"" → Problem","Motivation, Values & Responsibility",Cultural Disconnect
CONCERN_MOT_1861,Child Losing Interest in Cultural Identity,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Academic Identity & Meaning,Cultural Identity Drift
CONCERN_MOT_1870,Emotional Breakdown During Exams,Outcome,0.92,"concern_category ends in ""collapse"" → Outcome; label cue ""breakdown"" → Outcome",Examination Stress & Emotional Regulation,Exam Emotional Collapse
CONCERN_MOT_1874,Emotional Boundaries Online,Risk,0.92,"concern_category ends in ""vulnerability"" → Risk",Lifestyle & Pressure Environment,Boundary Vulnerability
CONCERN_MOT_1898,Child Becoming Overdependent on Motivation,Trait,0.92,"concern_category ends in ""dependency"" → Trait","Motivation, Values & Responsibility",Motivation Dependency
CONCERN_MOT_1899,Child Unable to Handle Delayed Rewards,Problem,0.92,"concern_category ends in ""intolerance"" → Problem","Discipline, Habits & Consistency",Reward Intolerance
CONCERN_MOT_190,Filter Useful Resources from Noise,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Academic & Cognitive Effectiveness,Resource Filtering Weakness
CONCERN_MOT_1914,Child Struggling with Emotional Consistency,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Examination Stress & Emotional Regulation,Emotional Variability
CONCERN_MOT_1930,Child Losing Sense of Direction in Life,Outcome,0.92,"concern_category ends in ""loss"" → Outcome",Academic Identity & Meaning,Existential Direction Loss
CONCERN_MOT_1946,Curiosity & Exploration,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""curiosity"" → Capability; label cue ""curiosity"" → Capability","Motivation, Values & Responsibility",Curiosity Deficit
CONCERN_MOT_1947,Reading Comprehension,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Academic & Cognitive Effectiveness,Reading Comprehension Weakness
CONCERN_MOT_1963,Academic Persistence,Capability,0.92,"concern_category ends in ""persistence"" → Capability; label cue ""persistence"" → Capability","Motivation, Values & Responsibility",Low Persistence
CONCERN_MOT_1964,Academic Pressure,Problem,0.92,"concern_category ends in ""stress"" → Problem; category token ""pressure"" → Problem; label cue ""pressure"" → Problem; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Academic Pressure Stress
CONCERN_MOT_1970,Long-Term Learning Consistency,Problem,0.92,"concern_category ends in ""inconsistency"" → Problem","Discipline, Habits & Consistency",Learning Inconsistency
CONCERN_MOT_1975,Competitive Readiness,Problem,0.92,"concern_category ends in ""deficit"" → Problem; label cue ""readiness"" → Capability",Competitive Exam Readiness,Competitive Preparedness Deficit
CONCERN_MOT_1986,Adaptability to Academic Changes,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; label cue ""adaptability"" → Capability",Learning Adaptability,Adaptation Difficulty
CONCERN_MOT_1992,Academic Ownership,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""ownership"" → Capability; label cue ""ownership"" → Capability","Motivation, Values & Responsibility",Ownership Deficit
CONCERN_MOT_1993,Setting Academic Priorities,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""management"" → Capability; label cue ""difficulty"" → Problem","Discipline, Habits & Consistency",Priority Management Deficit
CONCERN_MOT_200,Holistic Stability During Competitive Preparation,Problem,0.92,"concern_category ends in ""instability"" → Problem; label cue ""stability"" → Capability",Holistic Development,Competitive Preparation Instability
CONCERN_MOT_2041,Open-Ended Questions,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; category token ""thinking"" → Capability; label cue ""difficulty"" → Problem",Thinking Quality Under Pressure,Open-Ended Thinking Difficulty
CONCERN_MOT_2056,Academic Prioritization During Exams,Problem,0.92,"concern_category ends in ""instability"" → Problem",Examination Readiness,Prioritization Instability
CONCERN_MOT_2078,Self-Motivation During Independent Learning,Problem,0.92,"concern_category ends in ""weakness"" → Problem","Motivation, Values & Responsibility",Independent Motivation Weakness
CONCERN_MOT_2079,Exam Fear Before Results,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""fear"" → Problem; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Result Anxiety
CONCERN_MOT_2084,Multiple Coaching Commitments,Problem,0.92,"concern_category ends in ""overload"" → Problem; label cue ""difficulty"" → Problem","Discipline, Habits & Consistency",Coaching Overload
CONCERN_MOT_2099,Academic Momentum,Problem,0.92,"concern_category ends in ""instability"" → Problem; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Momentum Instability
CONCERN_MOT_2100,Learning Reflection Skills,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""skills"" → Capability",Self Reflection,Reflection Weakness
CONCERN_MOT_2124,Managing Students with Exam Anxiety,Capability,0.92,"concern_category ends in ""management"" → Capability; category token ""anxiety"" → Problem; label cue ""anxiety"" → Problem",Examination Stress & Emotional Regulation,Exam Anxiety Management
CONCERN_MOT_2128,Handling Students with Weak Retention Ability,Capability,0.92,"concern_category ends in ""management"" → Capability; category token ""weakness"" → Problem",Academic & Cognitive Effectiveness,Retention Weakness Management
CONCERN_MOT_2135,Building Conceptual Clarity in Large Classrooms,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; category token ""clarity"" → Capability; label cue ""clarity"" → Capability; label cue ""difficulty"" → Problem",Foundational Learning,Conceptual Clarity Delivery Difficulty
CONCERN_MOT_214,Match Interests with Career Opportunities,Problem,0.92,"concern_category ends in ""disconnect"" → Problem",Academic Identity & Meaning,Interest-Career Disconnect
CONCERN_MOT_2149,Encouraging Reflective Learning,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; label cue ""difficulty"" → Problem",Self Reflection,Reflection Development Difficulty
CONCERN_MOT_2155,Supporting Students with Weak Cognitive Endurance,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Academic & Cognitive Effectiveness,Cognitive Endurance Weakness
CONCERN_MOT_2161,Supporting Students with Weak Self-Regulation Skills,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""skills"" → Capability","Discipline, Habits & Consistency",Self-Regulation Weakness
CONCERN_MOT_2172,Identifying Hidden Emotional Distress in Students,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; category token ""distress"" → Problem; label cue ""distress"" → Problem; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Hidden Distress Detection Difficulty
CONCERN_MOT_2181,Students with Weak Writing Speed,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""difficulty"" → Problem",Examination Readiness,Writing Speed Weakness
CONCERN_MOT_2214,Managing Students with Weak Academic Follow-Through,Problem,0.92,"concern_category ends in ""weakness"" → Problem","Discipline, Habits & Consistency",Academic Follow-Through Weakness
CONCERN_MOT_2220,Supporting Students with Weak Exam Strategy Skills,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""skills"" → Capability",Examination Readiness,Exam Strategy Weakness
CONCERN_MOT_2223,Supporting Students with Weak Cognitive Flexibility,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""flexibility"" → Capability; label cue ""flexibility"" → Capability; label cue ""difficulty"" → Problem",Learning Adaptability,Cognitive Flexibility Weakness
CONCERN_MOT_2231,Helping Students Maintain Long-Term Academic Discipline,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""discipline"" → Capability; label cue ""discipline"" → Capability; label cue ""difficulty"" → Problem","Discipline, Habits & Consistency",Long-Term Discipline Weakness
CONCERN_MOT_2236,Managing Students with Weak Multi-Step Problem Solving Skills,Problem,0.92,"concern_category ends in ""deficit"" → Problem; label cue ""skills"" → Capability",Thinking Quality Under Pressure,Multi-Step Problem Solving Deficit
CONCERN_MOT_224,Discussing Career Aspirations,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""expression"" → Capability; label cue ""confidence"" → Capability",Communication & Expression,Career Expression Anxiety
CONCERN_MOT_2276,Supporting Students with Weak Holistic Development Balance,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Holistic Development,Holistic Balance Deficit
CONCERN_MOT_229,Understanding Skill Requirements for Careers,Problem,0.92,"concern_category ends in ""gap"" → Problem; category token ""skill"" → Capability; category token ""awareness"" → Capability; label cue ""understanding"" → Capability; label cue ""skill"" → Capability; label cue ""difficulty"" → Problem",Career Readiness,Career Skill Awareness Gap
CONCERN_MOT_2326,Multiple Academic Expectations,Problem,0.92,"concern_category ends in ""pressure"" → Problem; label cue ""difficulty"" → Problem",Adjustment & Coping Capacity,Multi-Expectation Pressure
CONCERN_MOT_2328,Consistency in Daily Academic Effort,Problem,0.92,"concern_category ends in ""inconsistency"" → Problem","Discipline, Habits & Consistency",Daily Learning Inconsistency
CONCERN_MOT_2393,Students Depending Entirely on External Motivation,Trait,0.92,"concern_category ends in ""dependency"" → Trait","Motivation, Values & Responsibility",External Motivation Dependency
CONCERN_MOT_2394,Sense of Responsibility Toward Academic Goals,Problem,0.92,"concern_category ends in ""deficit"" → Problem","Motivation, Values & Responsibility",Academic Responsibility Deficit
CONCERN_MOT_2395,Motivation After Repeated Failures,Outcome,0.92,"concern_category ends in ""decline"" → Outcome; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Failure-Induced Motivation Decline
CONCERN_MOT_2396,Students Showing Reduced Initiative in Learning Activities,Problem,0.92,"concern_category ends in ""deficit"" → Problem","Motivation, Values & Responsibility",Initiative Deficit
CONCERN_MOT_2397,Persistence During Difficult Problem Solving,Behavior,0.92,"concern_category ends in ""avoidance"" → Behavior; label cue ""persistence"" → Capability","Motivation, Values & Responsibility",Challenge Avoidance
CONCERN_MOT_2398,Encouraging Self-Driven Revision Habits,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Revision Motivation Weakness
CONCERN_MOT_2399,Students Losing Interest After Initial Enthusiasm,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,"Motivation, Values & Responsibility",Motivation Drop-Off
CONCERN_MOT_240,Emotional Recovery After Career-Related Rejections,Trait,0.92,"concern_category ends in ""sensitivity"" → Trait",Examination Stress & Emotional Regulation,Career Rejection Sensitivity
CONCERN_MOT_2400,Alignment Between Academic Effort and Personal Goals,Problem,0.92,"concern_category ends in ""disconnect"" → Problem","Motivation, Values & Responsibility",Purpose-Effort Disconnect
CONCERN_MOT_2401,Building Long-Term Academic Commitment,Problem,0.92,"concern_category ends in ""instability"" → Problem; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Academic Commitment Instability
CONCERN_MOT_2402,Students Unable to Sustain Consistent Study Discipline,Problem,0.92,"concern_category ends in ""instability"" → Problem; category token ""discipline"" → Capability; label cue ""discipline"" → Capability","Discipline, Habits & Consistency",Study Discipline Instability
CONCERN_MOT_2464,Managing Students with Weak Understanding of Exam Expectations,Capability,0.55,"label cue ""understanding"" → Capability",Examination Readiness,Exam Expectation Misunderstanding
CONCERN_MOT_2468,Handling Students with Weak Preparedness for Future Academic Challenges,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Academic Transition & Future Readiness,Academic Future Preparedness Deficit
CONCERN_MOT_2474,Adaptability to Academic Changes,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""adaptability"" → Capability; label cue ""adaptability"" → Capability",Learning Adaptability,Academic Adaptability Weakness
CONCERN_MOT_2480,Academic Ownership,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""ownership"" → Capability; label cue ""ownership"" → Capability","Motivation, Values & Responsibility",Academic Ownership Deficit
CONCERN_MOT_2481,Setting Academic Priorities,Problem,0.92,"concern_category ends in ""confusion"" → Problem; label cue ""difficulty"" → Problem","Discipline, Habits & Consistency",Academic Priority Confusion
CONCERN_MOT_260,Navigating Career Uncertainty Independently,Trait,0.92,"concern_category ends in ""dependency"" → Trait; label cue ""confidence"" → Capability","Confidence, Self-Concept & Comparison",Career Uncertainty Dependency
CONCERN_MOT_266,Prioritize Important Skills,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""skill"" → Capability; label cue ""skills"" → Capability",Strategic Preparation,Skill Prioritization Weakness
CONCERN_MOT_272,Transfer Skills Across Domains,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""skill"" → Capability; label cue ""skills"" → Capability",Competency Development,Skill Transferability Weakness
CONCERN_MOT_281,Building Portfolio-Based Evidence of Skills,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""skills"" → Capability; label cue ""difficulty"" → Problem",Competency Development,Portfolio Development Weakness
CONCERN_MOT_292,Convert Theory into Projects,Problem,0.92,"concern_category ends in ""gap"" → Problem",Competency Development,Theory-to-Project Gap
CONCERN_MOT_301,Building Consistency in Advanced Skill Practice,Problem,0.92,"concern_category ends in ""inconsistency"" → Problem; label cue ""skill"" → Capability; label cue ""difficulty"" → Problem","Discipline, Habits & Consistency",Advanced Practice Inconsistency
CONCERN_MOT_308,Learn from Real-World Failures,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""failure"" → Outcome",Emotional Recovery,Failure Learning Weakness
CONCERN_MOT_332,Benchmark Personal Growth Realistically,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Self Reflection,Growth Benchmarking Weakness
CONCERN_MOT_342,Solving Open-Ended Challenges,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Thinking Quality Under Pressure,Open-Ended Problem Anxiety
CONCERN_MOT_349,Emotional Pressure from Skill Expectations,Problem,0.92,"concern_category ends in ""stress"" → Problem; category token ""skill"" → Capability; label cue ""pressure"" → Problem; label cue ""skill"" → Capability; label cue ""difficulty"" → Problem",Emotional Regulation,Skill Expectation Stress
CONCERN_MOT_360,"Holistic Integration of Learning, Execution, and Confidence",Problem,0.92,"concern_category ends in ""instability"" → Problem; category token ""competency"" → Capability; label cue ""confidence"" → Capability",Holistic Development,Integrated Competency Instability
CONCERN_MOT_408,Understanding of Workplace Accountability Standards,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""readiness"" → Capability; label cue ""understanding"" → Capability",Employability,Accountability Readiness Deficit
CONCERN_MOT_438,Handling Workplace Competition,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""comparison"" → Behavior; label cue ""confidence"" → Capability","Confidence, Self-Concept & Comparison",Workplace Comparison Anxiety
CONCERN_MOT_480,Salary Negotiation During Offers,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Communication & Expression,Salary Negotiation Anxiety
CONCERN_MOT_496,Rejoining Workforce After Career Breaks,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Career Transition,Career Break Reintegration Anxiety
CONCERN_MOT_504,Adapt to AI-Driven Hiring Trends,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""adaptability"" → Capability",Career Readiness,AI Hiring Adaptability Weakness
CONCERN_MOT_548,Applying for Stretch Roles,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability","Confidence, Self-Concept & Comparison",Stretch Role Anxiety
CONCERN_MOT_574,Communicate Strategic Ideas Clearly,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""expression"" → Capability",Communication & Expression,Strategic Expression Weakness
CONCERN_MOT_590,Public Speaking During Leadership Forums,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""leadership"" → Capability; label cue ""leadership"" → Capability; label cue ""confidence"" → Capability",Communication & Expression,Leadership Public Speaking Anxiety
CONCERN_MOT_614,Career Relevance Amid AI Transformation,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Employability,AI Relevance Anxiety
CONCERN_MOT_639,Pressure from Unrealistic Workplace Timelines,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""pressure"" → Problem; label cue ""pressure"" → Problem; label cue ""difficulty"" → Problem",Workplace Performance,Deadline Pressure Anxiety
CONCERN_MOT_648,Build Career Portability Across Industries,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Employability,Career Portability Weakness
CONCERN_MOT_694,Escalating Problems Professionally,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Communication & Expression,Escalation Anxiety
CONCERN_MOT_710,Handling Workplace Ambiguity Independently,Trait,0.92,"concern_category ends in ""dependence"" → Trait; category token ""ambiguity"" → Problem; label cue ""ambiguity"" → Problem; label cue ""confidence"" → Capability",Workplace Adaptation,Ambiguity Dependence
CONCERN_MOT_736,Handle Workplace Independence Without Overthinking,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""overthinking"" → Behavior",Workplace Adaptation,Independent Execution Anxiety
CONCERN_MOT_746,Managing Workplace Pressure Independently,Trait,0.92,"concern_category ends in ""dependency"" → Trait; category token ""pressure"" → Problem; label cue ""pressure"" → Problem; label cue ""confidence"" → Capability",Emotional Regulation,Workplace Pressure Dependency
CONCERN_MOT_816,Handling High-Stakes Organizational Politics,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Workplace Adaptation,High-Stakes Political Anxiety
CONCERN_MOT_837,Family Expectations During Leadership Growth,Problem,0.92,"concern_category ends in ""conflict"" → Problem; label cue ""leadership"" → Capability; label cue ""difficulty"" → Problem",Lifestyle & Pressure Environment,Leadership-Family Conflict
CONCERN_MOT_840,Build Leadership Legacy Beyond Immediate Results,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""leadership"" → Capability",Career Growth,Legacy Building Weakness
CONCERN_MOT_917,Leadership Credibility During Failed Initiatives,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""leadership"" → Capability; label cue ""leadership"" → Capability; label cue ""difficulty"" → Problem","Confidence, Self-Concept & Comparison",Leadership Credibility Anxiety
CONCERN_MOT_92,Career Adaptability During Industry Changes,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""adaptability"" → Capability; label cue ""adaptability"" → Capability",Career Readiness,Career Adaptability Weakness
