concern_id,concern,domain,persona,severity,priority,bridge_tag,resolves_to,route
CONCERN_FUT_1573,Overdependence on parental approval for decisions,Decision Independence,Self Exploration User,High,P1,DECISION_INDEPENDENCE,remapped:THINKING_QUALITY,keyword
CONCERN_LIF_1586,Feeling overwhelmed by too many career choices,Career Decision Overload,Self Exploration User,High,P1,CAREER_DECISION,remapped:CAREER_READINESS,keyword
CONCERN_CAR_1587,awareness about personal learning style,Self Exploration,Learner,High,P1,SELF_EXPLORATION,remapped:SELF_PERCEPTION,keyword
CONCERN_SEL_1588,identifying academic strengths and weaknesses,Learning Reflection,Learner,High,P1,LEARNING_REFLECTION,remapped:THINKING_QUALITY,keyword
CONCERN_STU_1593,Confusion between hard work and smart learning,Learning Effectiveness,Learner,High,P1,LEARNING_EFFECTIVENESS,remapped:LEARNING_ADAPTABILITY,keyword
CONCERN_SEL_1597,recognizing conceptual understanding gaps,Academic Reflection,Learner,High,P1,ACADEMIC_REFLECTION,remapped:THINKING_QUALITY,keyword
CONCERN_COG_1605,reflection after failures and setbacks,Growth Reflection,Learner,High,P1,GROWTH_REFLECTION,remapped:THINKING_QUALITY,keyword
CONCERN_ACA_1616,Absence of structured self-reflection habits,Reflective Development,Learner,High,P1,REFLECTIVE_DEVELOPMENT,remapped:THINKING_QUALITY,keyword
CONCERN_REF_1617,accurately evaluate personal strengths,Self Exploration,Performance Reflection,High,P1,SELF_EXPLORATION,remapped:SELF_PERCEPTION,keyword
CONCERN_SEL_1620,confidence despite strong capability,Emotional Reflection,Performance Reflection,High,P1,EMOTIONAL_REFLECTION,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_PER_1623,Emotional breakdown after negative feedback,Self-Regulation,Performance Reflection,High,P1,SELF_REGULATION,remapped:SELF_PERCEPTION,keyword
CONCERN_SEL_1624,Dependence on external validation for motivation,Motivation Psychology,Performance Reflection,High,P1,MOTIVATION_PSYCHOLOGY,remapped:MOTIVATION_VALUES,keyword
CONCERN_HAB_1629,Comparing personal progress unfairly with peers,Self-Identity Reflection,Performance Reflection,High,P1,SELF_IDENTITY,remapped:SELF_PERCEPTION,keyword
CONCERN_DIS_1662,Consistency in Performance,Academic Performance,Student,High,P1,ACADEMIC_PERFORMANCE,remapped:ACADEMIC_COGNITIVE,override
CONCERN_EXA_1666,Exam Preparation Strategy,Examination Readiness,Student,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_LEA_1673,Digital Learning Discipline,Digital Learning,Student,High,P1,DIGITAL_LEARNING,remapped:LEARNING_ADAPTABILITY,keyword
CONCERN_FOU_1675,Independent Learning Ability,Self Learning,Student,High,P1,SELF_LEARNING,remapped:LEARNING_ADAPTABILITY,keyword
CONCERN_COM_1684,Multiple Subjects,Academic Performance,Student,High,P1,ACADEMIC_PERFORMANCE,remapped:ACADEMIC_COGNITIVE,override
CONCERN_COM_1701,Framing Answers in Exams,Examination Readiness,Student,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_CLA_1706,Academic Planning Skills,Academic Planning & Recovery Intelligence,Student,High,P1,ACADEMIC_PLANNING,remapped:ACADEMIC_COGNITIVE,keyword
CONCERN_ACA_1708,Maintain Revision Schedules,Examination Readiness,Student,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_ACA_1716,Revising Large Syllabus,Examination Readiness,Student,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_COM_1718,Aptitude in Quantitative Reasoning,Analytical Development,Student,High,P1,ANALYTICAL_DEVELOPMENT,remapped:THINKING_QUALITY,keyword
CONCERN_DIS_1971,Memory Recall During Exams,Examination Readiness,Parent,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_COM_2004,Focus During Long Exams,Examination Readiness,Student,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_COM_2027,Balancing Speed and Accuracy,Examination Readiness,Student,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_LEA_2059,Simultaneous Exam Preparation,Examination Readiness,Student,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_INT_2097,Strategic Preparation for Exams,Examination Readiness,Student,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_FOU_2102,Accuracy in Objective-Type Exams,Examination Readiness,Student,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_LEA_2111,Continuous Assessments,Examination Readiness,Student,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_STE_2163,Supporting Students with Weak Exam Temperament,Examination Readiness,Teacher,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_COM_2183,Helping Students Interpret Questions Correctly,Examination Readiness,Teacher,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_EXA_2195,Helping Students Handle Time-Bound Assessments,Examination Readiness,Teacher,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_MOT_2220,Supporting Students with Weak Exam Strategy Skills,Examination Readiness,Teacher,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_THI_2237,Helping Students Build Exam Confidence,Examination Readiness,Teacher,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_ACA_2245,Students with Weak Performance Consistency Across Subjects,Academic Performance,Teacher,High,P1,ACADEMIC_PERFORMANCE,remapped:ACADEMIC_COGNITIVE,override
CONCERN_THI_2250,Supporting Students with Weak Question Interpretation Skills,Examination Readiness,Teacher,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_SEL_2255,Helping Students Build Independent Revision Strategies,Examination Readiness,Teacher,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_CON_2282,Handling Students with Weak Time Allocation During Exams,Examination Readiness,Teacher,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_EXA_2286,Supporting Students with Weak Interpretation of Case-Based Questions,Examination Readiness,Teacher,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_MET_2303,Hesitation in Asking for Academic Help,Help-Seeking & Support Utilization,Parent,High,P1,HELP_SEEKING,remapped:ADJUSTMENT_COPING,override
CONCERN_TRA_2314,Persistent Disengagement After Academic Failure,Transition & Change Adaptability,Parent,High,P1,TRANSITION_CHANGE,remapped:TRANSITION_READINESS,keyword
CONCERN_CON_2462,Handling Students with Weak Time Allocation During Exams,Examination Readiness,Teacher,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_CLA_2486,Accuracy Under Time Pressure,Examination Readiness,Student,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
