Item
1184
Search item…
Add Item
Code	Subdomain	Question	Type	Diff.	Actions
SDI_COG_ENDURANCE_009	SDI_COG_ENDURANCE	Can you maintain focus during a 3-hour mock exam?	standard	3	


SDI_COG_ENDURANCE_010	SDI_COG_ENDURANCE	Can you solve 100 hard problems in a row without a break?	standard	3	


SDI_COG_ENDURANCE_011	SDI_COG_ENDURANCE	Can you refocus within 60 seconds after a major interruption?	standard	3	


SDI_COG_ENDURANCE_012	SDI_COG_ENDURANCE	Can you stay with one singular problem for 48 hours until it's solved?	standard	3	


SDI_COG_ENDURANCE_013	SDI_COG_ENDURANCE	Can you handle two difficult subjects back-to-back?	standard	3	


SDI_COG_ENDURANCE_014	SDI_COG_ENDURANCE	Can you spend a whole weekend without any screens and feel focused?	standard	3	


SDI_COG_ENDURANCE_015	SDI_COG_ENDURANCE	Can you work on a "boring" but vital task for 5 hours straight?	standard	3	


SDI_COG_ENDURANCE_016	SDI_COG_ENDURANCE	How long can you study one topic before needing a break?	anchor	3	


SDI_COG_ENDURANCE_017	SDI_COG_ENDURANCE	Can you work on a 10-year goal with daily intense focus?	standard	3	


SDI_COG_ENDURANCE_018	SDI_COG_ENDURANCE	Do you focus better when the clock is ticking?	standard	3	


SDI_COG_ENDURANCE_019	SDI_COG_ENDURANCE	Does your brain feel "foggy" after 20 mins of reading?	standard	3	


SDI_COG_ENDURANCE_020	SDI_COG_ENDURANCE	Can you stay in a "Flow State" for 12 hours if you had to?	standard	3	


SDI_COG_ENDURANCE_021	SDI_COG_ENDURANCE	Can you read a complex article without checking the time?	standard	3	


SDI_COG_ENDURANCE_022	SDI_COG_ENDURANCE	Do you finish a 50-item test without skipping?	standard	3	


SDI_COG_ENDURANCE_023	SDI_COG_ENDURANCE	Do you like hard tests because they make you focus more?	standard	3	


SDI_COG_ENDURANCE_024	SDI_COG_ENDURANCE	Can you work on a "boring" but vital task for 4 hours without a gap?	standard	3	


SDI_COG_ENDURANCE_025	SDI_COG_ENDURANCE	Can you focus for 6+ hours on a breakthrough without fatigue?	standard	3	


SDI_COG_ENDURANCE_026	SDI_COG_ENDURANCE	Feel "full" and unable to learn more after 2 hours?	standard	3	


SDI_COG_ENDURANCE_027	SDI_COG_ENDURANCE	Can you maintain peak intellectual output for 6+ hours without "crashing"?	anchor	3	


SDI_COG_ENDURANCE_028	SDI_COG_ENDURANCE	Can you get "into the zone" in under 5 minutes?	anchor	3	


SDI_COG_ENDURANCE_029	SDI_COG_ENDURANCE	Can you read 10 pages of non-fiction in one go?	standard	3	


SDI_COG_ENDURANCE_030	SDI_COG_ENDURANCE	Can you stay focused on a single task for 3+ hours without a gap?	standard	3	


SDI_COG_ENDURANCE_031	SDI_COG_ENDURANCE	Brain feel "fried" after 1 hour of scrolling?	standard	3	


SDI_COG_EXEC_FUNCTION_001	SDI_COG_EXEC_FUNCTION	Do you underestimate how long a task will take?	standard	3	


SDI_COG_EXEC_FUNCTION_002	SDI_COG_EXEC_FUNCTION	Can list the steps but can't "start" step one?	standard	3	


SDI_COG_EXEC_FUNCTION_003	SDI_COG_EXEC_FUNCTION	Give up on hard problems at the end of the day?	standard	3	


SDI_COG_EXEC_FUNCTION_004	SDI_COG_EXEC_FUNCTION	Can you turn a "Big Project" into 5 small tasks?	standard	3	


SDI_COG_FILTERING_001	SDI_COG_FILTERING	In noisy room, can you "tune out" background?	standard	3	


SDI_COG_FLOW_001	SDI_COG_FLOW	Can you tune out the entire world on command?	anchor	3	


SDI_COG_FLOW_002	SDI_COG_FLOW	Can you enter a "Deep Work" state in under 2 minutes regardless of setting?	anchor	3	


SDI_COG_FLOW_003	SDI_COG_FLOW	Can you use your phone as a tool without it ever distracting you?	anchor	3	


SDI_COG_INTERNAL_DRIFT_001	SDI_COG_INTERNAL_DRIFT	Does your mind wander toward "checking your phone" when a book gets hard?	standard	3	


SDI_COG_INTERNAL_DRIFT_002	SDI_COG_INTERNAL_DRIFT	Do you notice you reach for a screen when a math problem gets hard?	standard	3	


SDI_COG_INTERNAL_DRIFT_003	SDI_COG_INTERNAL_DRIFT	Does a song stuck in your head make it hard to solve math problems?	standard	3	


SDI_COG_INTERNAL_DRIFT_004	SDI_COG_INTERNAL_DRIFT	Do you use your phone to "kill time" when you are waiting for 30 seconds?	standard	3	


SDI_COG_INTERNAL_DRIFT_005	SDI_COG_INTERNAL_DRIFT	When waiting in a queue, can you stand still without reaching for a phone?	standard	3	


SDI_COG_INTERNAL_DRIFT_006	SDI_COG_INTERNAL_DRIFT	During a meeting, do you often realize you’ve missed the last 2 minutes?	standard	3	


SDI_COG_INTERNAL_DRIFT_007	SDI_COG_INTERNAL_DRIFT	Do you value "doing nothing" as a vital part of your productive day?	standard	3	


SDI_COG_INTERNAL_DRIFT_008	SDI_COG_INTERNAL_DRIFT	Do you feel an "itch" to check your phone every 10 minutes?	standard	3	


SDI_COG_INTERNAL_DRIFT_009	SDI_COG_INTERNAL_DRIFT	Do you notice you have fewer "original ideas" when you are always online?	standard	3	


SDI_COG_INTERNAL_DRIFT_010	SDI_COG_INTERNAL_DRIFT	Do you often realize you’ve been staring at a wall for 5 minutes?	standard	3	


SDI_COG_INTERNAL_DRIFT_011	SDI_COG_INTERNAL_DRIFT	Can you "watch" a distracting thought pass by without acting on it?	standard	3	


SDI_COG_INTERNAL_DRIFT_012	SDI_COG_INTERNAL_DRIFT	Can you sit for 5 minutes of silence without any external stimulation?	standard	3	


SDI_COG_INTERNAL_DRIFT_013	SDI_COG_INTERNAL_DRIFT	Do you check your phone the second a math/logic problem gets "hard"?	standard	3	


SDI_COG_INTERNAL_DRIFT_014	SDI_COG_INTERNAL_DRIFT	Do you check your phone the moment a task feels slightly "boring"?	standard	3	


SDI_COG_INTERNAL_DRIFT_015	SDI_COG_INTERNAL_DRIFT	Do you start a sentence and forget how you wanted to end it?	standard	3	


SDI_COG_INTERNAL_DRIFT_016	SDI_COG_INTERNAL_DRIFT	When bored, do you reach for your phone without thinking?	standard	3	


SDI_COG_INTERNAL_DRIFT_017	SDI_COG_INTERNAL_DRIFT	Do you check your phone the moment a movie gets "too slow"?	standard	3	


SDI_COG_INTERNAL_REG_001	SDI_COG_INTERNAL_REG	Can "see" the concept in your head like a 3D model?	standard	3	


SDI_COG_INTERNAL_REG_002	SDI_COG_INTERNAL_REG	In silence, do your own thoughts pull you away?	standard	3	


SDI_COG_INTERNAL_REG_003	SDI_COG_INTERNAL_REG	See "movies" in your head when you should focus?	standard	3	


SDI_COG_LEADERSHIP_001	SDI_COG_LEADERSHIP	Can you pull a whole group into a "Flow State" with you?	anchor	3	


SDI_COG_LEADERSHIP_002	SDI_COG_LEADERSHIP	Can you "choose" to be in a flow state for exactly 90 minutes?	anchor	3	


SDI_COG_LEARNING_001	SDI_COG_LEARNING	Skip "hard parts" of digital lesson to find shortcut?	standard	3	


SDI_COG_MASTERY_001	SDI_COG_MASTERY	Do you plan exactly what you will do before you open your laptop?	anchor	3	


SDI_COG_MASTERY_002	SDI_COG_MASTERY	Do you feel you are becoming "unstoppable" by distractions?	anchor	3	


SDI_COG_MEMORY_001	SDI_COG_MEMORY	Can you "see" where a fact was written on the page?	standard	3	


SDI_COG_MEMORY_002	SDI_COG_MEMORY	Lose your "train of thought" if a message pops up?	standard	3	


SDI_COG_MEMORY_003	SDI_COG_MEMORY	Do you keep a physical address book as a backup for your digital contacts?	standard	3	


SDI_COG_MEMORY_004	SDI_COG_MEMORY	Forget what you just read after scrolling past a photo?	standard	3	


SDI_COG_MEMORY_005	SDI_COG_MEMORY	Do you look up a fact on your phone and forget it 10 seconds later?	standard	3	


SDI_COG_MEMORY_006	SDI_COG_MEMORY	Can you navigate to a familiar place without using GPS?	standard	3	


SDI_COG_MEMORY_007	SDI_COG_MEMORY	Can you recall a specific name from a book you read 2 years ago?	standard	3	


SDI_COG_MEMORY_008	SDI_COG_MEMORY	Do you notice that you forget facts faster if you read them on a screen?	standard	3	


SDI_COG_MEMORY_009	SDI_COG_MEMORY	Can you name 5 key points of a lesson 1 hour later?	standard	3	


SDI_COG_MEMORY_010	SDI_COG_MEMORY	Do you try to remember a fact for 1 minute before looking it up online?	standard	3	


SDI_COG_MEMORY_011	SDI_COG_MEMORY	Do you use mental "folders" to organize facts?	standard	3	


SDI_COG_MEMORY_012	SDI_COG_MEMORY	Can you recount your last 3 meals without looking at your camera roll?	standard	3	


SDI_COG_MEMORY_013	SDI_COG_MEMORY	Can you visualize your entire digital file system without looking?	standard	3	


SDI_COG_MEMORY_014	SDI_COG_MEMORY	Recount timeline of digital work over 7 days?	standard	3	


SDI_COG_MEMORY_015	SDI_COG_MEMORY	Forget what the teacher said the moment they stop?	standard	3	


SDI_COG_MEMORY_016	SDI_COG_MEMORY	Do you notice you "google" things you already know just to avoid thinking?	standard	3	


SDI_COG_MEMORY_017	SDI_COG_MEMORY	Do you memorize your schedule for the next 4 hours without checking?	standard	3	


SDI_COG_MEMORY_018	SDI_COG_MEMORY	Does learning new things make you forget old things?	standard	3	


SDI_COG_MEMORY_019	SDI_COG_MEMORY	Can you remember what you ate for lunch 5 days ago?	standard	3	


SDI_COG_MEMORY_020	SDI_COG_MEMORY	Can you do 3-digit addition in your head easily?	standard	3	


SDI_COG_MEMORY_021	SDI_COG_MEMORY	Do you test yourself without looking at your notes?	standard	3	


SDI_COG_MEMORY_022	SDI_COG_MEMORY	Quote main argument of last 3 books read digitally?	standard	3	


SDI_COG_MEMORY_023	SDI_COG_MEMORY	Remember site password not visited in a month?	standard	3	


SDI_COG_MEMORY_024	SDI_COG_MEMORY	Can you recall a specific fact from 6 months ago instantly when needed?	standard	3	


SDI_COG_MEMORY_025	SDI_COG_MEMORY	Do you forget what you just read after scrolling past a photo?	standard	3	


SDI_COG_MEMORY_026	SDI_COG_MEMORY	Do you find yourself thinking about a post you saw while trying to study?	standard	3	


SDI_COG_MEMORY_027	SDI_COG_MEMORY	Do you know the answer but can't find the word?	standard	3	


SDI_COG_MEMORY_028	SDI_COG_MEMORY	Do you lose your "train of thought" if a message pops up?	standard	3	


SDI_COG_MEMORY_029	SDI_COG_MEMORY	Do you review old notes even if no test is coming?	standard	3	


SDI_COG_MEMORY_030	SDI_COG_MEMORY	Can you recall the details of a digital meeting without using a search bar?	standard	3	


SDI_COG_MEMORY_031	SDI_COG_MEMORY	Forget middle of sentence while still reading?	standard	3	


SDI_COG_MEMORY_032	SDI_COG_MEMORY	Do you notice you rely on your "calendar" for things you should remember?	standard	3	


SDI_COG_MEMORY_033	SDI_COG_MEMORY	Do you remember what you studied "better" after a night's sleep?	standard	3	


SDI_COG_MEMORY_034	SDI_COG_MEMORY	Do you look up things you know just because it's faster than thinking?	standard	3	


SDI_COG_MEMORY_035	SDI_COG_MEMORY	Recall a digital fact 24h later without re-googling?	standard	3	


SDI_COG_MEMORY_036	SDI_COG_MEMORY	Remember face of last stranger no photo?	standard	3	


SDI_COG_MEMORY_037	SDI_COG_MEMORY	Do you lose your place in a book because you checked one text?	standard	3	


SDI_COG_MEMORY_038	SDI_COG_MEMORY	Remember where on the page you wrote a note?	standard	3	


SDI_COG_MEMORY_039	SDI_COG_MEMORY	Can you recall a specific date/name from a book read 3 years ago?	standard	3	


SDI_COG_MEMORY_040	SDI_COG_MEMORY	Can you link a new fact to 5 different subjects simultaneously?	standard	3	


SDI_COG_MEMORY_041	SDI_COG_MEMORY	Do you notice you can't remember people's numbers without your phone?	standard	3	


SDI_COG_MEMORY_042	SDI_COG_MEMORY	Can you hold 7+ distinct data points in your mind without digital notes?	standard	3	


SDI_COG_MEMORY_043	SDI_COG_MEMORY	Do you memorize at least 3 important phone numbers "just in case"?	standard	3	


SDI_COG_MEMORY_044	SDI_COG_MEMORY	Can you organize 50 new facts into a logical tree in your head?	standard	3	


SDI_COG_MEMORY_045	SDI_COG_MEMORY	Can you build a complex mental map of 20 new facts instantly?	standard	3	


SDI_COG_MEMORY_046	SDI_COG_MEMORY	Can you remember the page layout but not the text on it?	standard	3	


SDI_COG_MEMORY_047	SDI_COG_MEMORY	Do you frequently forget where you put your school bag or keys?	standard	3	


SDI_COG_MEMORY_048	SDI_COG_MEMORY	Draw mind-map of project from memory alone?	standard	3	


SDI_COG_MEMORY_049	SDI_COG_MEMORY	Do you notice a text message wipes out the "good idea" you just had?	standard	3	


SDI_COG_MEMORY_050	SDI_COG_MEMORY	Often have the "word on the tip of my tongue"?	standard	3	


SDI_COG_MEMORY_051	SDI_COG_MEMORY	Do you forget what you were thinking about if your phone pings?	standard	3	


SDI_COG_MEMORY_052	SDI_COG_MEMORY	Can you recall a complex diagram you saw once, weeks later?	standard	3	


SDI_COG_MEMORY_053	SDI_COG_MEMORY	Remember a 5-step instruction without writing it?	standard	3	


SDI_COG_MEMORY_054	SDI_COG_MEMORY	Do you notice you forget why you unlocked your phone the second you do?	standard	3	


SDI_COG_MEMORY_055	SDI_COG_MEMORY	Lose track of the steps in a long Math problem?	standard	3	


SDI_COG_MEMORY_056	SDI_COG_MEMORY	Can you recall meeting details without using a search bar?	standard	3	


SDI_COG_MEMORY_057	SDI_COG_MEMORY	Do you memorize the "Big Picture" before the "Details"?	standard	3	


SDI_COG_MEMORY_058	SDI_COG_MEMORY	Can you do two-digit multiplication in your head?	standard	3	


SDI_COG_MEMORY_059	SDI_COG_MEMORY	Do you notice you have 20 tabs open but can't find the one you need?	standard	3	


SDI_COG_MEMORY_060	SDI_COG_MEMORY	Can you "rearrange" a math formula in your head?	standard	3	


SDI_COG_MEMORY_061	SDI_COG_MEMORY	Do you notice you can't remember facts if you didn't "google" them?	standard	3	


SDI_COG_MEMORY_062	SDI_COG_MEMORY	Forget start of a sentence before reaching the end?	standard	3	


SDI_COG_MEMORY_063	SDI_COG_MEMORY	Do you try to solve a problem for 3 minutes before asking an AI or Google?	standard	3	


SDI_COG_MEMORY_064	SDI_COG_MEMORY	Can you visualize your entire "To-Do" list without looking at your app?	standard	3	


SDI_COG_MEMORY_065	SDI_COG_MEMORY	Can you remember a phone number from 10 years ago?	standard	3	


SDI_COG_MEMORY_066	SDI_COG_MEMORY	Can you recall a digital fact 24 hours later without "re-googling" it?	standard	3	


SDI_COG_MENTORSHIP_001	SDI_COG_MENTORSHIP	Can you lead a team and keep them from getting distracted?	anchor	3	


SDI_COG_METACOG_001	SDI_COG_METACOG	Do you notice you've drifted only when someone calls you?	standard	3	


SDI_COG_METACOG_002	SDI_COG_METACOG	Do you break 1 task into 5 tiny steps to keep your brain engaged?	standard	3	


SDI_COG_METACOG_003	SDI_COG_METACOG	Do you break big homework into tiny "wins" to stay interested?	standard	3	


SDI_COG_METACOG_004	SDI_COG_METACOG	Do you check your "Focus Score" to see how you are doing?	standard	3	


SDI_COG_METACOG_005	SDI_COG_METACOG	Can you accurately predict which questions you got right?	anchor	3	


SDI_COG_METACOG_006	SDI_COG_METACOG	Do you create your own "rules" to solve hard problems?	anchor	3	


SDI_COG_METACOG_007	SDI_COG_METACOG	Do you stop before you get too tired to think?	anchor	3	


SDI_COG_METACOG_008	SDI_COG_METACOG	Can you enter "Deep Work" within 2 minutes of sitting down?	standard	3	


SDI_COG_METACOG_009	SDI_COG_METACOG	Do you know your focus "breaking point" exactly?	anchor	3	


SDI_COG_METACOG_010	SDI_COG_METACOG	Do you feel that "You" and "The Task" become one during work?	anchor	3	


SDI_COG_METACOG_011	SDI_COG_METACOG	Internal voice tells you to "get back to work"?	anchor	3	


SDI_COG_METACOG_012	SDI_COG_METACOG	Can you guess how well you did before the score?	standard	3	


SDI_COG_METACOG_013	SDI_COG_METACOG	Do you catch your own focus-drifting mid-sentence?	anchor	3	


SDI_COG_METACOG_014	SDI_COG_METACOG	Do you track which study time (AM vs PM) is best?	standard	3	


SDI_COG_METACOG_015	SDI_COG_METACOG	Catch yourself the moment your mind wanders?	standard	3	


SDI_COG_METACOG_016	SDI_COG_METACOG	Can you feel exactly when your "brain battery" is at 10%?	anchor	3	


SDI_COG_METACOG_017	SDI_COG_METACOG	Do you notice a 1% drop in your own focus speed instantly?	anchor	3	


SDI_COG_METACOG_018	SDI_COG_METACOG	Do you "explain" the lesson to yourself in your head?	standard	3	


SDI_COG_METACOG_019	SDI_COG_METACOG	Do you feel like you are building your brain daily?	anchor	3	


SDI_COG_METACOG_020	SDI_COG_METACOG	Ability to "watch" your thoughts during a test.	standard	3	


SDI_COG_METACOG_021	SDI_COG_METACOG	Do you change how you study based on the subject?	standard	3	


SDI_COG_METACOG_022	SDI_COG_METACOG	Do you notice a tiny drop in your focus as soon as it happens?	anchor	3	


SDI_COG_METACOG_023	SDI_COG_METACOG	Do you feel you are actively "building" your brain's capacity daily?	anchor	3	


SDI_COG_METACOG_024	SDI_COG_METACOG	Can you find your own mistakes after a short break?	anchor	3	


SDI_COG_METACOG_025	SDI_COG_METACOG	Do you need anyone else to help you focus?	anchor	3	


SDI_COG_METACOG_026	SDI_COG_METACOG	Do you "save" your best focus for the hardest subject?	anchor	3	


SDI_COG_METACOG_027	SDI_COG_METACOG	Do you set a specific "goal" for every 30 mins of work?	anchor	3	


SDI_COG_METACOG_028	SDI_COG_METACOG	Do you feel like your brain is "cloudy" most of the morning?	anchor	3	


SDI_COG_METACOG_029	SDI_COG_METACOG	I feel like I am the "CEO" of my own brain.	anchor	3	


SDI_COG_METACOG_030	SDI_COG_METACOG	Do you know exactly when your focus is about to break?	anchor	3	


SDI_COG_METACOG_031	SDI_COG_METACOG	Can you make yourself "Flow" whenever you want to?	anchor	3	


SDI_COG_METACOG_032	SDI_COG_METACOG	Do you instinctively know exactly how much mental energy a task needs?	anchor	3	


SDI_COG_METACOG_033	SDI_COG_METACOG	"See" yourself succeeding 5 years from now?	standard	3	


SDI_COG_METACOG_034	SDI_COG_METACOG	Do you switch "mental gears" instantly when a task's nature changes?	standard	3	


SDI_COG_METACOG_035	SDI_COG_METACOG	Do you "teach" the concept to yourself while reading?	standard	3	


SDI_COG_METACOG_036	SDI_COG_METACOG	Do you "talk to yourself" to stay on track when things get hard?	anchor	3	


SDI_COG_METACOG_037	SDI_COG_METACOG	Can you maintain deep focus even while being physically exhausted?	anchor	3	


SDI_COG_METACOG_038	SDI_COG_METACOG	Can you enter a deep focus "Flow State" within 2 minutes of sitting down?	anchor	3	


SDI_COG_METACOG_039	SDI_COG_METACOG	Realize distraction 20 mins after it started?	anchor	3	


SDI_COG_METACOG_040	SDI_COG_METACOG	I feel that I am focus, not just doing it.	anchor	3	


SDI_COG_METACOG_041	SDI_COG_METACOG	Do you regularly invent new Cognitive Development strategies for yourself?	standard	3	


SDI_COG_METACOG_042	SDI_COG_METACOG	Do you "coach" yourself out of focus-lapses as they happen?	anchor	3	


SDI_COG_METACOG_043	SDI_COG_METACOG	Do you feel like you "own" your attention?	anchor	3	


SDI_COG_METACOG_044	SDI_COG_METACOG	Do you write down how you can focus "better" tomorrow?	anchor	3	


SDI_COG_METACOG_045	SDI_COG_METACOG	Do you look back at your week to see focus wins?	standard	3	


SDI_COG_METACOG_046	SDI_COG_METACOG	Do you choose the hardest task for your best hour?	anchor	3	


SDI_COG_METACOG_047	SDI_COG_METACOG	Can you "command" your brain to focus on a boring task?	anchor	3	


SDI_COG_METACOG_048	SDI_COG_METACOG	I know exactly what distracts me most.	anchor	3	


SDI_COG_METACOG_049	SDI_COG_METACOG	Do you know which "Focus Tool" works for which subject?	standard	3	


SDI_COG_METACOG_050	SDI_COG_METACOG	Do you catch your mind wandering and pull it back yourself?	anchor	3	


SDI_COG_METACOG_051	SDI_COG_METACOG	Can you stay in Flow as long as the task requires?	anchor	3	


SDI_COG_METACOG_052	SDI_COG_METACOG	Can you maintain a "Flow State" for the entire duration of a task?	anchor	3	


SDI_COG_METACOG_053	SDI_COG_METACOG	Do you feel like you are "winning" the game of focus?	anchor	3	


SDI_COG_METACOG_054	SDI_COG_METACOG	Do you regularly invent new ways to study or work better?	standard	3	


SDI_COG_METACOG_055	SDI_COG_METACOG	Do you know which study music/sound works best for you?	standard	3	


SDI_COG_METACOG_056	SDI_COG_METACOG	Do you feel like you are the "boss" of your own brain?	anchor	3	


SDI_COG_METACOG_057	SDI_COG_METACOG	Do you ask yourself "Why am I opening this app?" before you click it?	standard	3	


SDI_COG_METACOG_058	SDI_COG_METACOG	Do you review your focus logs to find "patterns of excellence"?	standard	3	


SDI_COG_METACOG_059	SDI_COG_METACOG	Can you enter a "Flow State" on command?	anchor	3	


SDI_COG_METACOG_060	SDI_COG_METACOG	Do you know if your focus was "good" or "bad" today?	standard	3	


SDI_COG_METACOG_061	SDI_COG_METACOG	List the 3 most important things learned today?	standard	3	


SDI_COG_META_AWARENESS_001	SDI_COG_META_AWARENESS	Do you spend a whole day "busy" but realize you did nothing?	anchor	3	


SDI_COG_OLFACTORY_001	SDI_COG_OLFACTORY	Do strong smells (food/perfume) make you lose your train of thought?	standard	3	


SDI_COG_PHYSIOLOGY_001	SDI_COG_PHYSIOLOGY	Does being slightly hungry make focus impossible?	standard	3	


SDI_COG_PHYSIOLOGY_002	SDI_COG_PHYSIOLOGY	Sharpest within 1 hour of waking up?	standard	3	


SDI_COG_PHYSIOLOGY_003	SDI_COG_PHYSIOLOGY	Wake up feeling "ready to learn"?	standard	3	


SDI_COG_PRECISION_001	SDI_COG_PRECISION	Do you catch your own typos while writing?	standard	3	


SDI_COG_PRECISION_002	SDI_COG_PRECISION	Can you spot the pattern in a sequence alone?	standard	3	


SDI_COG_PRECISION_003	SDI_COG_PRECISION	Lose marks for missing "Not" or "Except" in questions?	anchor	3	


SDI_COG_PROCESS_001	SDI_COG_PROCESS	High-quality Deep Work for 4 hours straight?	standard	3	


SDI_COG_PROCESS_002	SDI_COG_PROCESS	Listen to podcasts while trying to write or solve math?	standard	3	


SDI_COG_PROCESS_003	SDI_COG_PROCESS	Does it take >10 mins to "sink into" a difficult task?	standard	3	


SDI_COG_PROCESS_004	SDI_COG_PROCESS	Have more than 5 tabs open when working on a single task?	standard	3	


SDI_COG_PROCESS_005	SDI_COG_PROCESS	Shift from Digital to Face-to-Face instantly?	standard	3	


SDI_COG_PROCESS_006	SDI_COG_PROCESS	Write 500-word piece without single backspace?	standard	3	


SDI_COG_PROCESS_007	SDI_COG_PROCESS	Can you focus on text if music with lyrics is playing?	standard	3	


SDI_COG_PROCESS_008	SDI_COG_PROCESS	Find Hidden Bias in article in <10s?	standard	3	


SDI_COG_PROCESS_009	SDI_COG_PROCESS	Masterpiece session (4h) every single day?	standard	3	


SDI_COG_PROCESS_010	SDI_COG_PROCESS	Handle 3 digital threads without losing primary goal?	standard	3	


SDI_COG_PROCESS_011	SDI_COG_PROCESS	Return to deep task in <10s after unavoidable break?	standard	3	


SDI_COG_PROCESSING_001	SDI_COG_PROCESSING	Do you double-check your logic even if you feel "sure"?	standard	3	


SDI_COG_PROCESSING_002	SDI_COG_PROCESSING	Do you wait 24 hours before buying something you saw in a social ad?	standard	3	


SDI_COG_PROCESSING_003	SDI_COG_PROCESSING	Can you solve a problem while listening to a completely different debate?	standard	3	


SDI_COG_PROCESSING_004	SDI_COG_PROCESSING	How often do you catch yourself drifting and return to your work in <10 secs?	standard	3	


SDI_COG_PROCESSING_005	SDI_COG_PROCESSING	Can you enter a state of "Deep Work" in under 60 seconds?	standard	3	


SDI_COG_PROCESSING_006	SDI_COG_PROCESSING	Do you notice your work quality drops when you check notifications?	standard	3	


SDI_COG_PROCESSING_007	SDI_COG_PROCESSING	Do you use a physical timer (not phone) to time your work sessions?	standard	3	


SDI_COG_PROCESSING_008	SDI_COG_PROCESSING	How long can you work on a complex problem without "needing" to look at a screen?	standard	3	


SDI_COG_PROCESSING_009	SDI_COG_PROCESSING	Do you forget the first half of a task while hearing the second half?	standard	3	


SDI_COG_PROCESSING_010	SDI_COG_PROCESSING	Can you find a specific red dot in a field of 1000 dots fast?	standard	3	


SDI_COG_PROCESSING_011	SDI_COG_PROCESSING	Do you notice you rarely get "lost in a task" because your phone pulls you out?	standard	3	


SDI_COG_PROCESSING_012	SDI_COG_PROCESSING	Do you notice that "multi-tasking" actually makes you slower?	standard	3	


SDI_COG_PROCESSING_013	SDI_COG_PROCESSING	Can you perform high-speed calculations in a noisy environment?	standard	3	


SDI_COG_PROCESSING_014	SDI_COG_PROCESSING	Can you solve a 10-step math problem without writing down mid-steps?	standard	3	


SDI_COG_PROCESSING_015	SDI_COG_PROCESSING	Do you notice your thoughts feel "choppy" after using a tablet?	standard	3	


SDI_COG_PROCESSING_016	SDI_COG_PROCESSING	Does a "vague" instruction make you lose focus?	standard	3	


SDI_COG_PROCESSING_017	SDI_COG_PROCESSING	Struggle to focus on things you can't "see"?	standard	3	


SDI_COG_PROCESSING_018	SDI_COG_PROCESSING	Can you find 5 typos in a page in under 30 seconds?	standard	3	


SDI_COG_PROCESSING_019	SDI_COG_PROCESSING	Can you think about a concept without needing to see a picture?	standard	3	


SDI_COG_PROCESSING_020	SDI_COG_PROCESSING	Can you skim a paragraph and find the "main point" in 5s?	standard	3	


SDI_COG_PROCESSING_021	SDI_COG_PROCESSING	Do you skip long paragraphs of text to find a picture or video?	standard	3	


SDI_COG_PROCESSING_022	SDI_COG_PROCESSING	Can you read a 400-page book in one sitting and recall key data?	standard	3	


SDI_COG_PROCESSING_023	SDI_COG_PROCESSING	Can you spot a logical "flaw" in a teacher’s argument in real-time?	standard	3	


SDI_COG_PROCESSING_024	SDI_COG_PROCESSING	Can you stay in "the zone" even if the topic is boring?	standard	3	


SDI_COG_PROCESSING_025	SDI_COG_PROCESSING	Can you solve a hard math problem while listening to a podcast?	standard	3	


SDI_COG_PROCESSING_026	SDI_COG_PROCESSING	Can you read a page in 30 seconds and get the gist?	standard	3	


SDI_COG_PROCESSING_027	SDI_COG_PROCESSING	Can you type a 100-word email without a single error on the first try?	standard	3	


SDI_COG_PROCESSING_028	SDI_COG_PROCESSING	Deep immersion in tasks even in noisy digital environments?	standard	3	


SDI_COG_PROCESSING_029	SDI_COG_PROCESSING	Does it take 5 mins to "get into the zone" for a task?	standard	3	


SDI_COG_PROCESSING_030	SDI_COG_PROCESSING	Do you look for "holes" in a theory while learning it?	standard	3	


SDI_COG_PROCESSING_031	SDI_COG_PROCESSING	Relate today’s lesson to last week’s easily?	standard	3	


SDI_COG_PROCESSING_032	SDI_COG_PROCESSING	Do you notice you have to "restart" your thought every time you ping?	standard	3	


SDI_COG_PROCESSING_033	SDI_COG_PROCESSING	Can you switch between two complex tasks without any "switch cost"?	standard	3	


SDI_COG_PROCESSING_034	SDI_COG_PROCESSING	Do you listen to music while watching a muted video on another screen?	standard	3	


SDI_COG_PROCESSING_035	SDI_COG_PROCESSING	Do you feel like your thoughts are "choppy" after using social media?	standard	3	


SDI_COG_PROCESSING_036	SDI_COG_PROCESSING	Do you notice you can't remember the details of the last 10 things you saw?	standard	3	


