Assessment name	Stage	Anchor	Domain	Sub-Domain	Dimension	Focus Area	Layer (1-12)	Dimension	Question (Self-Assessment)	Response	A (1pt)	B (2pt)	C (3pt)	D (4pt)	E (5pt)	Polarity	Wt	Logic	Age Band	Stage 	Age
Screen Distraction	Growth	No	Digital	UI/UX	Search Intent	Shield Build	10: Exec	Path Narrowing	When you open a browser, do you type the URL instead of clicking bookmarks?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	19+	Growth	
Screen Distraction	Growth	No	Behavioral	Habit	Screen-Free Hobby	Shield Build	2: Physical	Analog Joy	Do you have a hobby that is 100% physically impossible to do with a screen?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.8	Linear	5-18	Growth	
Screen Distraction	Growth	No	Cognitive Development	Processing	Reading Stamina	Shield Build	1: Duration	Depth Capacity	Can you read a 2,000-word article without clicking any side links?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.7	Linear	19+	Growth	
Screen Distraction	Growth	No	Digital	Social	Comparison Guard	Shield Build	11: Meta	Emotional Moat	Do you follow people who inspire you rather than people who make you envious?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.6	Linear	15-18	Growth	
Screen Distraction	Growth	Yes	Metacog	Awareness	Urge Detection	Shield Build	12: Core	Signal Trace	Can you feel the "distraction itch" and choose to breathe through it?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Growth	
Screen Distraction	Growth	No	Behavioral	Habit	Walk & Watch	Shield Build	3: Impulse	Sensory Bound	Do you keep your phone in your pocket while walking through nature?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	5-10	Growth	
Screen Distraction	Growth	No	Digital	Media	Series Stopping	Shield Build	10: Exec	Narrative Gate	Can you stop watching a series mid-episode if you have work to do?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.7	Linear	19+	Growth	
Screen Distraction	Growth	No	Cognitive Development	Memory	Digital Fast	Shield Build	7: Memory	Neural Effort	Do you memorize at least 3 important phone numbers "just in case"?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.4	Linear	11-18	Growth	
Screen Distraction	Growth	No	Digital	Sensory	Audio-Only Focus	Shield Build	5: Sensory	Visual Pruning	Do you listen to "audiobooks" while doing chores instead of "watching" shows?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	19+	Growth	
Screen Distraction	Growth	Yes	Metacog	Awareness	Time Perception	Shield Build	12: Core	Chronos Agency	Do you finish your day feeling like you were in control of your time?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	19+	Growth	
Screen Distraction	Growth	No	Digital	UI/UX	Icon Hiding	Shield Build	3: Impulse	Friction Build	Have you moved your most distracting apps to the 3rd or 4th screen page?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.5	Linear	15-18	Growth	
Screen Distraction	Growth	No	Behavioral	Habit	Nighttime Out	Shield Build	2: Physical	Sleep Guard	Do you put your phone in another room at least 1 hour before you sleep?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	19+	Growth	
Screen Distraction	Growth	No	Cognitive Development	Processing	Flow State	Shield Build	1: Duration	Immersion	How often do you experience "Flow" (total focus) for over 2 hours?	Frequency	Never	Rarely	Monthly	Weekly	Daily	(+)	1.9	Linear	19+	Growth	
Screen Distraction	Growth	No	Digital	Social	Authentic Post	Shield Build	11: Meta	Ego Mastery	Do you post for your own memory rather than for others' approval?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.6	Linear	15-18	Growth	
Screen Distraction	Growth	Yes	Metacog	Awareness	Device Separation	Shield Build	12: Core	Spatial Moat	Can you go to the grocery store without taking your phone with you?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.8	Linear	19+	Growth	
Screen Distraction	Growth	No	Behavioral	Habit	Focus Breathing	Shield Build	12: Core	Reset Ritual	Do you take 3 deep breaths every time you feel the urge to "app hop"?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	19+	Growth	
Screen Distraction	Growth	No	Digital	Media	Slow Media	Shield Build	10: Exec	Info Pace	Do you intentionally watch long-form documentaries over "top 10" clips?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	11-18	Growth	
Screen Distraction	Growth	No	Cognitive Development	Memory	Visualization	Shield Build	9: Synthesis	Mind Sight	Can you visualize your entire "To-Do" list without looking at your app?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.6	Linear	19+	Growth	
Screen Distraction	Growth	No	Digital	Sensory	Vibrations Off	Shield Build	5: Sensory	Tactical Silence	Have you disabled "Vibrate on Silent" to ensure true peace?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.7	Linear	19+	Growth	
Screen Distraction	Growth	Yes	Metacog	Awareness	Agency Mastery	Shield Build	12: Core	Sovereign	Do you feel a sense of "power" when you choose to turn your phone off?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	19+	Growth	
Screen Distraction	Growth	No	Digital	UI/UX	Browser Hygiene	Shield Build	10: Exec	Workspace Purge	Do you delete your browser history weekly to keep a "fresh start"?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.4	Linear	19+	Growth	
Screen Distraction	Growth	No	Behavioral	Social	Tech-Free Zones	Shield Build	11: Meta	Cultural Moat	Is your dining table a strictly "No Phone Zone" for everyone?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.8	Linear	5-18	Growth	
Screen Distraction	Growth	No	Cognitive Development	Processing	Analytical Depth	Shield Build	8: Precision	Logic Rigor	Do you double-check a digital fact in a second source to stay sharp?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	15-18	Growth	
Screen Distraction	Growth	No	Digital	Social	Unfollow Power	Shield Build	3: Impulse	Social Pruning	Do you "unfollow" accounts that trigger a feeling of distraction?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	15-18	Growth	
Screen Distraction	Growth	Yes	Metacog	Awareness	Self-Correction	Shield Build	12: Core	Feedback Loop	When you notice a distraction, do you write down why it happened?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Growth	
Screen Distraction	Growth	No	Behavioral	Habit	Screen-Free Sun	Shield Build	2: Physical	Bio-Sync	Do you watch the sunrise/sunset with your eyes rather than through a camera?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	11-18	Growth	
Screen Distraction	Growth	No	Digital	Media	Podcast Depth	Shield Build	9: Synthesis	Audio Logic	Can you listen to a 1-hour podcast and explain the main 3 points later?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.8	Linear	19+	Growth	
Screen Distraction	Growth	No	Cognitive Development	Memory	Analog Numbers	Shield Build	7: Memory	Retrieval Path	Do you keep a physical address book as a backup for your digital contacts?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.5	Linear	19+	Growth	
Screen Distraction	Growth	No	Digital	Sensory	Screen Distance	Shield Build	5: Sensory	Optical Health	Do you intentionally keep your screen at least an arm's length away?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.4	Linear	5-18	Growth	
Screen Distraction	Growth	Yes	Metacog	Awareness	Digital Satiety	Shield Build	12: Core	Completion	Do you feel "full" and satisfied after a short, intentional use of tech?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	19+	Growth	
Screen Distraction	Growth	No	Digital	UI/UX	Wallpaper Calm	Shield Build	5: Sensory	Visual Anchor	Is your phone wallpaper a plain color or a calming nature scene?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.3	Linear	19+	Growth	
Screen Distraction	Growth	No	Behavioral	Habit	Single-Tasking	Shield Build	10: Exec	Process Purity	Can you wait for a file to download without opening a second tab?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.7	Linear	19+	Growth	
Screen Distraction	Growth	No	Cognitive Development	Processing	Delay of Grat.	Shield Build	3: Impulse	Temporal Moat	Do you wait 24 hours before buying something you saw in a social ad?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	19+	Growth	
Screen Distraction	Growth	No	Digital	Social	Offline First	Shield Build	11: Meta	Social Agency	Do you prefer meeting in person over "catching up" on social media?	Preference	Only Social	Mostly Soc	Equal	Mostly In Per	Only In Per	(+)	1.7	Linear	15-18	Growth	
Screen Distraction	Growth	Yes	Metacog	Awareness	Habit Hacking	Shield Build	12: Core	Neuro-Agency	Do you find it "fun" to see how long you can go without your device?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.9	Linear	11-18	Growth	
Screen Distraction	Growth	No	Behavioral	Environment	Public Silence	Shield Build	11: Meta	Crowd Agency	Can you sit in a café alone without looking at your phone once?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.8	Linear	19+	Growth	
Screen Distraction	Growth	No	Digital	Media	Long-Form Only	Shield Build	9: Synthesis	Schema Build	Do you spend 80% of your tech time on "Learning" vs "Leisure"?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.7	Linear	19+	Growth	
Screen Distraction	Growth	No	Cognitive Development	Memory	Mental Calendar	Shield Build	7: Memory	Temporal Focus	Do you memorize your schedule for the next 4 hours without checking?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.6	Linear	19+	Growth	
Screen Distraction	Growth	No	Digital	Sensory	Speaker Mode	Shield Build	5: Sensory	Audio Distance	Do you use "Speaker" or "Headphones" to avoid holding the phone to your ear?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.4	Linear	19+	Growth	
Screen Distraction	Growth	Yes	Metacog	Awareness	Attention Guard	Shield Build	12: Core	Protective	Do you feel a sense of "protectiveness" over your focus?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	19+	Growth	
Screen Distraction	Growth	No	Digital	UI/UX	Search Mastery	Shield Build	10: Exec	Info Efficiency	Do you use "advanced search" to find what you need in under 1 minute?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	19+	Growth	
Screen Distraction	Growth	No	Behavioral	Social	Digital Presence	Shield Build	11: Meta	Human Link	Do you turn off your phone when you are with your parents/children?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	5-18	Growth	
Screen Distraction	Growth	No	Cognitive Development	Processing	Precision Focus	Shield Build	8: Precision	Accuracy	Can you type a 100-word email without a single error on the first try?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.7	Linear	19+	Growth	
Screen Distraction	Growth	No	Digital	Social	Comment Gating	Shield Build	11: Meta	Social Silence	Do you wait 10 minutes before replying to a heated comment?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	15-18	Growth	
Screen Distraction	Growth	Yes	Metacog	Awareness	Purpose Gating	Shield Build	12: Core	Intentionality	If an app isn't adding value to your life, do you delete it immediately?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Growth	
Screen Distraction	Growth	No	Behavioral	Habit	Screen-Free Play	Shield Build	3: Impulse	Tactile Joy	Do you engage in physical sports or games for 2+ hours without tech?	Frequency	Never	Monthly	Bi-Weekly	Weekly	Daily	(+)	1.8	Linear	5-18	Growth	
Screen Distraction	Growth	No	Digital	Media	Information Slow	Shield Build	10: Exec	Pacing	Do you prefer reading a "Weekly Digest" over daily news notifications?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.7	Linear	19+	Growth	
Screen Distraction	Growth	No	Cognitive Development	Memory	Proxy Memory Off	Shield Build	7: Memory	Neural Effort	Can you recount your last 3 meals without looking at your camera roll?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.6	Linear	19+	Growth	
Screen Distraction	Growth	No	Digital	Sensory	Visual Buffer	Shield Build	5: Sensory	Light Diet	Do you keep your phone screen brightness at the lowest comfortable level?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.4	Linear	5-18	Growth	
Screen Distraction	Growth	Yes	Metacog	Awareness	Digital Satiety	Shield Build	12: Core	Completion	Do you feel like you are the "King/Queen" of your digital kingdom?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	2	Linear	19+	Growth	
Screen Distraction	Mastery	Yes	Metacog	Awareness	Sovereign Flow	Mastery State	12: Core	Unified Intent	Do you feel your focus is "unbreakable" even when notifications are visible?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	2	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Cognitive Development	Processing	Deep Immersion	Mastery State	1: Duration	Flow Depth	Can you maintain a single complex thought for over 30 minutes without aid?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Digital	UI/UX	Tool Utility	Mastery State	10: Exec	Machine Logic	Do you view your phone strictly as a "hammer" (tool) rather than a "toy"?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.8	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Behavioral	Inhibition	Reflex Override	Mastery State	3: Impulse	Impulse Void	When your phone pings, do you feel absolutely zero "tug" to look at it?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	
Screen Distraction	Mastery	Yes	Metacog	Awareness	Metasight	Mastery State	12: Core	Pattern Mastery	Can you sense the "algorithm's intent" and ignore it without effort?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	2	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Physiology	Alertness	Neural Quiet	Mastery State	2: Physical	Baseline Calm	Is your default mental state "calm focus" rather than "scattered search"?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.8	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Cognitive Development	Memory	Working Capacity	Mastery State	7: Memory	Mental Ledger	Can you hold 7+ distinct data points in your mind without digital notes?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Digital	Social	Social Autonomy	Mastery State	11: Meta	Approval Indiff.	Are you completely indifferent to how many "likes" your posts receive?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.9	Linear	15-18	Mastery	
Screen Distraction	Mastery	No	Behavioral	Habit	Silence Comfort	Mastery State	11: Meta	Quiet Mastery	Can you sit in a dark room for 20 minutes with only your thoughts?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.8	Linear	19+	Mastery	
Screen Distraction	Mastery	Yes	Metacog	Awareness	Time Expansion	Mastery State	12: Core	Temporal Gain	Do you feel like you have "more time" in a day than those around you?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Cognitive Development	Synthesis	First-Principle	Mastery State	9: Synthesis	Origin Logic	Do you form your own conclusions before reading what the internet says?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Digital	UI/UX	Minimalist Need	Mastery State	5: Sensory	Visual Purge	Do you feel physically uncomfortable when looking at a cluttered screen?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.6	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Behavioral	Social	Human Presence	Mastery State	11: Meta	Core Link	When talking to others, is your phone essentially non-existent to you?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	11-18	Mastery	
Screen Distraction	Mastery	No	Cognitive Development	Processing	Attention Toggle	Mastery State	10: Exec	Logic Switch	Can you switch between two complex tasks without any "switch cost"?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.8	Linear	19+	Mastery	
Screen Distraction	Mastery	Yes	Metacog	Awareness	Sovereign Choice	Mastery State	12: Core	Agency Max	Do you feel you are the "Architect" of every hour you spend online?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	2	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Digital	Media	Deep Consumption	Mastery State	9: Synthesis	Narrative Grip	Can you watch a 3-hour lecture and recount the core thesis perfectly?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.7	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Behavioral	Habit	Evening Stillness	Mastery State	2: Physical	Bio-Harmony	Is your sleep completely unaffected by any digital events or news?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.8	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Cognitive Development	Memory	Spatial Mastery	Mastery State	7: Memory	Mind Palace	Can you visualize your entire digital file system without looking?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.6	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Digital	Social	Ghosting Peace	Mastery State	11: Meta	Social Zen	Do you feel zero anxiety when leaving a message "on read" for days?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	15-18	Mastery	
Screen Distraction	Mastery	Yes	Metacog	Awareness	Unified Self	Mastery State	12: Core	Integration	Do you feel the same level of "presence" online as you do offline?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	2	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Cognitive Development	Processing	Instant Flow	Mastery State	1: Duration	Start Speed	Can you enter a state of "Deep Work" in under 60 seconds?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Digital	UI/UX	Algorithm Shield	Mastery State	3: Impulse	Loop Break	Do you find "recommended" content boring compared to your own goals?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.7	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Behavioral	Social	Attention Gift	Mastery State	11: Meta	Gaze Control	When someone speaks, can you give them 100% eye contact for 5+ mins?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	5-18	Mastery	
Screen Distraction	Mastery	No	Cognitive Development	Internal Drift	Mindful Pivot	Mastery State	12: Core	Drift Mastery	Can you "watch" a distracting thought pass by without acting on it?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	
Screen Distraction	Mastery	Yes	Metacog	Awareness	Digital Satiety	Mastery State	12: Core	Limit Mastery	Do you instinctively know exactly when a digital session has lost value?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Cognitive Development	Processing	Immersion Speed	Mastery State	1: Duration	Flow Entry	Can you achieve deep immersion in a task even in a noisy, digital environment?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.8	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Digital	UI/UX	Tool Agnosticism	Mastery State	3: Impulse	UI Neutrality	Could you switch to a "boring" 10-year-old phone without losing productivity?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.7	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Behavioral	Habit	Reflex Deletion	Mastery State	10: Exec	Motor Silence	Do you feel zero "phantom vibrates" or reflexive pocket-touches all day?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Cognitive Development	Memory	Complex Schema	Mastery State	7: Memory	Mental Storage	Can you recall the details of a digital meeting without using a search bar?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	19+	Mastery	
Screen Distraction	Mastery	Yes	Metacog	Awareness	Sovereign Intent	Mastery State	12: Core	Agency Max	Do you feel like you "invite" technology into your life, rather than it "intruding"?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	2	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Digital	Social	Approval Silence	Mastery State	11: Meta	Social Zen	Is your self-worth completely disconnected from digital engagement (likes)?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.9	Linear	15-18	Mastery	
Screen Distraction	Mastery	No	Physiology	Alertness	Neural Quiet	Mastery State	2: Physical	Bio-Rhythm	Can you fall asleep within 15 minutes of putting down a screen?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Cognitive Development	Synthesis	Logic Synthesis	Mastery State	9: Synthesis	Schema Build	Can you explain a complex concept you read online in your own words instantly?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.8	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Digital	Media	Narrative Guard	Mastery State	9: Synthesis	Context Grip	Can you finish a 50-page digital report without opening a single other tab?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	19+	Mastery	
Screen Distraction	Mastery	Yes	Metacog	Awareness	Lapse Zero	Mastery State	12: Core	Drift Immunity	When a distraction appears, do you simply "look through it" without stopping?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Behavioral	Social	Focus Modeling	Mastery State	11: Meta	Social Anchor	Does your presence inspire people around you to put their own phones away?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.6	Linear	11-18	Mastery	
Screen Distraction	Mastery	No	Digital	Connectivity	Digital Fasting	Mastery State	10: Exec	Offline Power	Can you work for a full 8-hour day without an internet connection?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.7	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Cognitive Development	Internal Drift	Boredom Mastery	Mastery State	11: Meta	Creative Void	Do you value "doing nothing" as a vital part of your productive day?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.9	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Digital	Sensory	Signal Gating	Mastery State	5: Sensory	Input Mastery	Can you ignore a flashing screen in your peripheral vision while working?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.6	Linear	19+	Mastery	
Screen Distraction	Mastery	Yes	Metacog	Awareness	Sovereign Time	Mastery State	12: Core	Chronos Logic	Do you feel like you are the "master of time" rather than a "victim of schedules"?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	2	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Cognitive Development	Processing	Parallel Logic	Mastery State	8: Precision	Multi-Context	Can you handle 3 digital threads without losing the "prime" goal of your task?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Digital	UI/UX	Aesthetic Peace	Mastery State	3: Impulse	UI Detachment	Is your phone's UI designed for utility only, with zero "dopamine hooks"?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.5	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Behavioral	Habit	Instant Disconnect	Mastery State	10: Exec	Power Down	Can you shut down your device mid-activity without any "withdrawal" feeling?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.8	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Cognitive Development	Memory	Associative Grip	Mastery State	7: Memory	Recall Speed	Can you recall a digital fact 24 hours later without "re-googling" it?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	19+	Mastery	
Screen Distraction	Mastery	Yes	Metacog	Awareness	Purpose Gating	Mastery State	12: Core	Intentionality	Is every click you make backed by a conscious "why"?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Digital	Social	Digital Presence	Mastery State	11: Meta	Echo Silence	Can you leave a viral conversation without feeling the need to "have a say"?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.7	Linear	15-18	Mastery	
Screen Distraction	Mastery	No	Physiology	Alertness	Bio-Sync	Mastery State	2: Physical	Neural Load	Does your brain feel "fresher" at 5 PM than it did at 9 AM?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.8	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Cognitive Development	Synthesis	Origin Thinking	Mastery State	9: Synthesis	Mental Forge	Do you develop original ideas before checking what others think online?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	
Screen Distraction	Mastery	No	Digital	Sensory	Audio-Visual Gating	Mastery State	5: Sensory	Signal Shield	Can you work in a café with music playing and NOT "hear" the lyrics?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	19+	Mastery	
Screen Distraction	Mastery	Yes	Metacog	Awareness	Unified Sovereignty	Mastery State	12: Core	Self-Command	Do you feel like your "Digital Self" is perfectly aligned with your "Ideal Self"?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	2	Linear	19+	Mastery	
Screen Distraction	Mastery	Yes	Metacog	Awareness	Sovereign Flow	Mastery State	12: Core	Unified Intent	Do you feel your focus is "unbreakable" even when notifications are visible?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Processing	Deep Immersion	Mastery State	1: Duration	Flow Depth	Can you maintain a single complex thought for over 30 minutes without aid?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	UI/UX	Tool Utility	Mastery State	10: Exec	Machine Logic	Do you view your phone strictly as a tool rather than a toy?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Behavioral	Inhibition	Reflex Override	Mastery State	3: Impulse	Impulse Void	When your phone pings, do you feel absolutely zero "tug" to look at it?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	Yes	Metacog	Awareness	Metasight	Mastery State	12: Core	Pattern Mastery	Can you sense the "algorithm's intent" and ignore it without effort?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Physiology	Alertness	Neural Quiet	Mastery State	2: Physical	Baseline Calm	Is your default mental state "calm focus" rather than "scattered search"?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Memory	Working Capacity	Mastery State	7: Memory	Mental Ledger	Can you hold 7+ distinct data points in your mind without digital notes?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Social	Social Autonomy	Mastery State	11: Meta	Approval Indiff.	Are you indifferent to how many "likes" your posts receive?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.9	Linear	15-18	Mastery	C
Screen Distraction	Mastery	No	Behavioral	Habit	Silence Comfort	Mastery State	11: Meta	Quiet Mastery	Can you sit in a dark room for 20 minutes with only your thoughts?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.8	Linear	19+	Mastery	D
