intent,target_id,target_tag,after_class,resolved_id,tie_count,confidence
"i struggle with adaptability to changing expectations",CONCERN_LEA_1419,ADAPTABILITY_COACHING,drift,CONCERN_REF_1543,1,28
"i struggle with study discipline",CONCERN_LEA_1438,ACADEMIC_BEHAVIOR,drift,CONCERN_CAR_256,12,31
"i have trouble with study discipline",CONCERN_LEA_1438,ACADEMIC_BEHAVIOR,drift,CONCERN_DIS_1660,40,36
"i keep struggling with study discipline",CONCERN_LEA_1438,ACADEMIC_BEHAVIOR,failure,,3,0
"i cannot manage study discipline",CONCERN_LEA_1438,ACADEMIC_BEHAVIOR,drift,CONCERN_CON_1942,3,22
"i need help with study discipline",CONCERN_LEA_1438,ACADEMIC_BEHAVIOR,drift,CONCERN_CLA_2119,4,40
"fear of taking leadership responsibilities",CONCERN_LEA_1468,STUDENT_LEADERSHIP,drift,CONCERN_CAP_1422,1,42
"i struggle with fear of taking leadership responsibilities",CONCERN_LEA_1468,STUDENT_LEADERSHIP,drift,CONCERN_CAP_1422,1,36
"i have trouble with fear of taking leadership responsibilities",CONCERN_LEA_1468,STUDENT_LEADERSHIP,drift,CONCERN_CAP_1422,1,36
"i keep struggling with fear of taking leadership responsibilities",CONCERN_LEA_1468,STUDENT_LEADERSHIP,drift,CONCERN_CAP_1422,1,32
"i cannot manage fear of taking leadership responsibilities",CONCERN_LEA_1468,STUDENT_LEADERSHIP,drift,CONCERN_CAP_1422,1,32
"i need help with fear of taking leadership responsibilities",CONCERN_LEA_1468,STUDENT_LEADERSHIP,drift,CONCERN_CAP_1422,1,32
"i cannot manage emotional resilience under pressure",CONCERN_LEA_1477,LEADERSHIP_ENDURANCE,drift,CONCERN_LEA_1430,1,35
"i cannot manage adapting leadership style across situations",CONCERN_LEA_1478,ADAPTIVE_LEADERSHIP,drift,CONCERN_COL_1138,1,32
"i need help with excessive dependence on external validation",CONCERN_LEA_1480,SELF_LEADERSHIP,drift,CONCERN_PER_1501,1,33
"i cannot manage motivation during slow progress",CONCERN_LEA_1643,GROWTH_PERSISTENCE,drift,CONCERN_ACA_315,1,24
"i struggle with decision-making skills",CONCERN_LEA_1671,THINKING_QUALITY,drift,CONCERN_ACA_1650,1,31
"i keep struggling with decision-making skills",CONCERN_LEA_1671,THINKING_QUALITY,failure,,2,0
"i cannot manage decision-making skills",CONCERN_LEA_1671,THINKING_QUALITY,failure,,1,0
"i need help with decision-making skills",CONCERN_LEA_1671,THINKING_QUALITY,failure,,1,0
"i cannot manage digital learning discipline",CONCERN_LEA_1673,DIGITAL_LEARNING,drift,CONCERN_COM_1801,1,25
"i need help with digital learning discipline",CONCERN_LEA_1673,DIGITAL_LEARNING,drift,CONCERN_EXA_2279,4,31
"i cannot manage digital learning discipline",CONCERN_LEA_1968,LIFESTYLE_PRESSURE,drift,CONCERN_COM_1801,1,25
"i struggle with continuous assessments",CONCERN_LEA_2111,EXAMINATION_READINESS,drift,CONCERN_MOT_2172,1,25
"i cannot manage continuous assessments",CONCERN_LEA_2111,EXAMINATION_READINESS,failure,,3,0
"i need help with continuous assessments",CONCERN_LEA_2111,EXAMINATION_READINESS,failure,,1,0
"i keep struggling with supporting students with weak communication skills",CONCERN_LEA_2126,COMMUNICATION_EXPRESSION,drift,CONCERN_PRO_1417,1,16
"i cannot manage supporting students with weak communication skills",CONCERN_LEA_2126,COMMUNICATION_EXPRESSION,drift,CONCERN_DIS_678,1,25
"i keep struggling with handling students with weak academic motivation",CONCERN_LEA_2134,MOTIVATION_VALUES,drift,CONCERN_ACA_2340,1,25
"i cannot manage handling students with weak academic motivation",CONCERN_LEA_2134,MOTIVATION_VALUES,failure,,1,0
"i need help with handling students with weak academic motivation",CONCERN_LEA_2134,MOTIVATION_VALUES,drift,CONCERN_CLA_2243,1,36
"i keep struggling with supporting students with weak emotional expression",CONCERN_LEA_2175,COMMUNICATION_EXPRESSION,drift,CONCERN_INQ_1254,1,16
"i cannot manage supporting students with weak emotional expression",CONCERN_LEA_2175,COMMUNICATION_EXPRESSION,drift,CONCERN_DIS_678,1,25
"i need help with supporting students with weak emotional expression",CONCERN_LEA_2175,COMMUNICATION_EXPRESSION,drift,CONCERN_HEL_2305,1,16
"i cannot manage managing students with low confidence in competitive discussions",CONCERN_LEA_2224,CONFIDENCE_SELF,failure,,1,0
"i need help with managing students with low confidence in competitive discussions",CONCERN_LEA_2224,CONFIDENCE_SELF,failure,,1,0
"i keep struggling with students with weak performance under pressure",CONCERN_LEA_2257,EXAMINATION_STRESS,drift,CONCERN_INQ_1206,3,15
"i cannot manage students with weak performance under pressure",CONCERN_LEA_2257,EXAMINATION_STRESS,drift,CONCERN_LEA_1430,1,23
"i need help with students with weak performance under pressure",CONCERN_LEA_2257,EXAMINATION_STRESS,failure,,2,0
"i struggle with managing students with weak emotional stability during results & rankings",CONCERN_LEA_2296,EXAMINATION_STRESS,failure,,2,0
"i keep struggling with managing students with weak emotional stability during results & rankings",CONCERN_LEA_2296,EXAMINATION_STRESS,drift,CONCERN_LEA_1246,1,15
"i cannot manage managing students with weak emotional stability during results & rankings",CONCERN_LEA_2296,EXAMINATION_STRESS,drift,CONCERN_DIS_678,1,25
"i need help with managing students with weak emotional stability during results & rankings",CONCERN_LEA_2296,EXAMINATION_STRESS,failure,,2,0
"i struggle with handling workplace uncertainty",CONCERN_LEA_604,EMOTIONAL_REGULATION,failure,,3,0
"i keep struggling with handling workplace uncertainty",CONCERN_LEA_604,EMOTIONAL_REGULATION,drift,CONCERN_LIF_1078,1,19
"i keep struggling with balancing family responsibilities with career growth",CONCERN_LEA_635,LIFESTYLE_PRESSURE,failure,,1,0
"i cannot manage balancing family responsibilities with career growth",CONCERN_LEA_635,LIFESTYLE_PRESSURE,failure,,1,0
"i need help with balancing family responsibilities with career growth",CONCERN_LEA_635,LIFESTYLE_PRESSURE,failure,,1,0
"i need help with recovering emotionally after workplace errors",CONCERN_LEA_691,EMOTIONAL_RECOVERY,drift,CONCERN_CON_2225,2,28
"i struggle with peer competition emotionally",CONCERN_LEA_719,CONFIDENCE_SELF,drift,CONCERN_HOL_781,1,23
"i need help with peer competition emotionally",CONCERN_LEA_719,CONFIDENCE_SELF,drift,CONCERN_SOC_2375,2,33
"i cannot manage emotional balance during workplace mistakes",CONCERN_LEA_733,EMOTIONAL_RECOVERY,failure,,1,0
"i struggle with emotional burnout from leadership pressure",CONCERN_LEA_763,EMOTIONAL_REGULATION,drift,CONCERN_HOL_781,1,27
"i cannot manage team emotional dynamics during crisis",CONCERN_LEA_845,COLLABORATION_OWNERSHIP,failure,,1,0
"i need help with sustaining leadership confidence during organizational instability",CONCERN_LEA_859,CONFIDENCE_SELF,failure,,1,0
"i keep struggling with leadership identity during rapid growth",CONCERN_LEA_875,ACADEMIC_IDENTITY,drift,CONCERN_STR_930,1,31
"i keep struggling with build organizational agility during change",CONCERN_LEA_892,STRATEGIC_LEADERSHIP,drift,CONCERN_STR_930,1,29
"i need help with emotional tension between growth and stability",CONCERN_LEA_907,LIFESTYLE_PRESSURE,failure,,1,0
"i cannot manage emotional pressure during public organizational failures",CONCERN_LEA_927,EMOTIONAL_RECOVERY,failure,,1,0
"i need help with sustaining leadership confidence during organizational disruption",CONCERN_LEA_959,CONFIDENCE_SELF,failure,,1,0
"i keep struggling with adapt to organizational change quickly",CONCERN_LIF_1068,WORKPLACE_ADAPTATION,drift,CONCERN_STR_930,1,18
"i struggle with handling strategic responsibilities",CONCERN_LIF_1078,STRATEGIC_PREPARATION,failure,,12,0
"i cannot manage handling strategic responsibilities",CONCERN_LIF_1078,STRATEGIC_PREPARATION,failure,,3,0
"i need help with handling strategic responsibilities",CONCERN_LIF_1078,STRATEGIC_PREPARATION,failure,,1,0
"i need help with build long-term learning discipline",CONCERN_LIF_1090,COMPETENCY_DEVELOPMENT,drift,CONCERN_EXA_2297,1,38
"i keep struggling with decision-making under uncertainty",CONCERN_LIF_1435,DECISION_COACHING,drift,CONCERN_INQ_1206,2,18
"i cannot manage decision-making under uncertainty",CONCERN_LIF_1435,DECISION_COACHING,drift,CONCERN_CAR_770,1,28
"i cannot manage focus & attention",CONCERN_LIF_1733,ACADEMIC_COGNITIVE,drift,CONCERN_COM_1801,2,27
"i struggle with emotional withdrawal",CONCERN_LIF_1740,ADJUSTMENT_COPING,drift,CONCERN_SOC_2334,4,24
"i cannot manage comparison stress",CONCERN_LIF_1753,CONFIDENCE_SELF,failure,,7,0
"i cannot manage sleep anxiety",CONCERN_LIF_1852,EXAMINATION_STRESS,failure,,2,0
"i need help with sleep anxiety",CONCERN_LIF_1852,EXAMINATION_STRESS,failure,,2,0
"i keep struggling with handling students with weak academic self-awareness",CONCERN_LIF_2264,SELF_REFLECTION,drift,CONCERN_ACA_2340,1,25
"i cannot manage handling students with weak academic self-awareness",CONCERN_LIF_2264,SELF_REFLECTION,failure,,1,0
"i need help with handling students with weak academic self-awareness",CONCERN_LIF_2264,SELF_REFLECTION,drift,CONCERN_CLA_2243,1,36
"i struggle with supporting students with weak academic curiosity in stem subjects",CONCERN_LIF_2280,STEM_LEARNING,failure,,1,0
"i keep struggling with supporting students with weak academic curiosity in stem subjects",CONCERN_LIF_2280,STEM_LEARNING,failure,,1,0
"i cannot manage supporting students with weak academic curiosity in stem subjects",CONCERN_LIF_2280,STEM_LEARNING,drift,CONCERN_DIS_678,1,30
"i need help with supporting students with weak academic curiosity in stem subjects",CONCERN_LIF_2280,STEM_LEARNING,failure,,1,0
"i cannot manage academic identity formation during adolescence",CONCERN_LIF_2422,ACADEMIC_IDENTITY,failure,,1,0
"i struggle with placement interviews",CONCERN_LIF_30,EMPLOYABILITY,drift,CONCERN_CAR_256,3,31
"i cannot manage placement interviews",CONCERN_LIF_30,EMPLOYABILITY,failure,,2,0
"i need help with placement interviews",CONCERN_LIF_30,EMPLOYABILITY,failure,,1,0
"i struggle with workplace decision-making",CONCERN_LIF_388,THINKING_QUALITY,drift,CONCERN_CAR_256,3,29
"i keep struggling with workplace decision-making",CONCERN_LIF_388,THINKING_QUALITY,failure,,2,0
"i cannot manage workplace decision-making",CONCERN_LIF_388,THINKING_QUALITY,failure,,1,0
"i need help with workplace decision-making",CONCERN_LIF_388,THINKING_QUALITY,failure,,1,0
"i struggle with building career confidence after layoffs or offer revocations",CONCERN_LIF_453,EMOTIONAL_RECOVERY,drift,CONCERN_CAR_256,1,43
"i keep struggling with building career confidence after layoffs or offer revocations",CONCERN_LIF_453,EMOTIONAL_RECOVERY,drift,CONCERN_CAR_256,1,47
"i cannot manage building career confidence after layoffs or offer revocations",CONCERN_LIF_453,EMOTIONAL_RECOVERY,drift,CONCERN_ACA_451,1,27
"i need help with building career confidence after layoffs or offer revocations",CONCERN_LIF_453,EMOTIONAL_RECOVERY,failure,,2,0
"i struggle with adapting to rapid workplace changes",CONCERN_LIF_569,ADAPTIVE_LEARNING,drift,CONCERN_REF_1543,1,26
"i keep struggling with adapting to rapid workplace changes",CONCERN_LIF_569,ADAPTIVE_LEARNING,drift,CONCERN_STR_930,1,25
"i need help with build long-term leadership identity",CONCERN_LIF_646,LEADERSHIP_READINESS,drift,CONCERN_EXA_2297,1,39
"i struggle with emotional confidence during leadership exposure",CONCERN_LIF_757,LEADERSHIP_OWNERSHIP,drift,CONCERN_HOL_781,1,30
"i keep struggling with emotional confidence during leadership exposure",CONCERN_LIF_757,LEADERSHIP_OWNERSHIP,drift,CONCERN_HOL_781,1,30
"i cannot manage emotional confidence during leadership exposure",CONCERN_LIF_757,LEADERSHIP_OWNERSHIP,drift,CONCERN_HOL_781,1,31
"i need help with emotional confidence during leadership exposure",CONCERN_LIF_757,LEADERSHIP_OWNERSHIP,failure,,1,0
"i struggle with build emotional boundaries in professional relationships",CONCERN_MOT_1118,SOCIAL_EMOTIONAL,failure,,1,0
"i cannot manage build emotional boundaries in professional relationships",CONCERN_MOT_1118,SOCIAL_EMOTIONAL,failure,,1,0
"i need help with build emotional boundaries in professional relationships",CONCERN_MOT_1118,SOCIAL_EMOTIONAL,failure,,1,0
"i keep struggling with visibility into student leadership participation equity",CONCERN_MOT_1190,LEADERSHIP_OWNERSHIP,drift,CONCERN_INQ_1206,8,27
"i cannot manage visibility into student leadership participation equity",CONCERN_MOT_1190,LEADERSHIP_OWNERSHIP,drift,CONCERN_LEA_1246,1,32
"i need help with visibility into student leadership participation equity",CONCERN_MOT_1190,LEADERSHIP_OWNERSHIP,failure,,1,0
"i cannot manage school and tuition balance",CONCERN_MOT_1688,ADJUSTMENT_COPING,drift,CONCERN_DIS_2120,1,21
"i struggle with procrastination",CONCERN_MOT_1744,DISCIPLINE_HABITS,drift,CONCERN_CAR_256,12,37
"i struggle with real-world problem solving",CONCERN_MOT_1837,THINKING_QUALITY,drift,CONCERN_ACA_1650,2,34
"i cannot manage fear of missing opportunities",CONCERN_MOT_1855,EXAMINATION_STRESS,failure,,1,0
"i struggle with emotional boundaries online",CONCERN_MOT_1874,LIFESTYLE_PRESSURE,failure,,4,0
"i keep struggling with emotional boundaries online",CONCERN_MOT_1874,LIFESTYLE_PRESSURE,failure,,1,0
"i need help with emotional boundaries online",CONCERN_MOT_1874,LIFESTYLE_PRESSURE,failure,,1,0
"i struggle with child struggling with emotional consistency",CONCERN_MOT_1914,EXAMINATION_STRESS,drift,CONCERN_SOC_2334,4,19
"i struggle with reading comprehension",CONCERN_MOT_1947,ACADEMIC_COGNITIVE,drift,CONCERN_HOL_781,1,23
"i struggle with academic persistence",CONCERN_MOT_1963,MOTIVATION_VALUES,drift,CONCERN_CAR_256,7,36
"i struggle with academic pressure",CONCERN_MOT_1964,EXAMINATION_STRESS,drift,CONCERN_EMP_1053,2,25
"i keep struggling with academic pressure",CONCERN_MOT_1964,EXAMINATION_STRESS,drift,CONCERN_SOC_2378,1,34
"i cannot manage academic pressure",CONCERN_MOT_1964,EXAMINATION_STRESS,drift,CONCERN_DIS_678,2,29
"i need help with academic pressure",CONCERN_MOT_1964,EXAMINATION_STRESS,drift,CONCERN_CLA_2243,3,29
"i struggle with long-term learning consistency",CONCERN_MOT_1970,DISCIPLINE_HABITS,failure,,2,0
"i struggle with competitive readiness",CONCERN_MOT_1975,COMPETITIVE_EXAM,drift,CONCERN_HOL_781,1,22
"i keep struggling with competitive readiness",CONCERN_MOT_1975,COMPETITIVE_EXAM,failure,,10,0
"i cannot manage competitive readiness",CONCERN_MOT_1975,COMPETITIVE_EXAM,failure,,6,0
"i need help with competitive readiness",CONCERN_MOT_1975,COMPETITIVE_EXAM,failure,,5,0
"i struggle with adaptability to academic changes",CONCERN_MOT_1986,LEARNING_ADAPTABILITY,drift,CONCERN_REF_1543,1,31
"i keep struggling with adaptability to academic changes",CONCERN_MOT_1986,LEARNING_ADAPTABILITY,drift,CONCERN_LEA_1419,3,26
"i struggle with academic ownership",CONCERN_MOT_1992,MOTIVATION_VALUES,drift,CONCERN_CAR_256,7,36
"i keep struggling with academic ownership",CONCERN_MOT_1992,MOTIVATION_VALUES,failure,,2,0
"i cannot manage academic ownership",CONCERN_MOT_1992,MOTIVATION_VALUES,failure,,9,0
"i need help with academic ownership",CONCERN_MOT_1992,MOTIVATION_VALUES,failure,,1,0
"i struggle with setting academic priorities",CONCERN_MOT_1993,DISCIPLINE_HABITS,failure,,7,0
"i struggle with academic momentum",CONCERN_MOT_2099,MOTIVATION_VALUES,drift,CONCERN_CAR_256,7,36
"i need help with academic momentum",CONCERN_MOT_2099,MOTIVATION_VALUES,failure,,2,0
"i struggle with learning reflection skills",CONCERN_MOT_2100,SELF_REFLECTION,drift,CONCERN_ACA_1650,1,26
"i keep struggling with learning reflection skills",CONCERN_MOT_2100,SELF_REFLECTION,drift,CONCERN_SOC_1338,2,17
"i cannot manage managing students with exam anxiety",CONCERN_MOT_2124,EXAMINATION_STRESS,drift,CONCERN_LEA_1430,1,23
"i cannot manage supporting students with weak cognitive endurance",CONCERN_MOT_2155,ACADEMIC_COGNITIVE,drift,CONCERN_DIS_678,1,25
"i need help with supporting students with weak cognitive endurance",CONCERN_MOT_2155,ACADEMIC_COGNITIVE,failure,,1,0
"i cannot manage managing students with weak academic follow-through",CONCERN_MOT_2214,DISCIPLINE_HABITS,drift,CONCERN_DIS_678,1,30
"i need help with managing students with weak academic follow-through",CONCERN_MOT_2214,DISCIPLINE_HABITS,failure,,8,0
"i keep struggling with supporting students with weak exam strategy skills",CONCERN_MOT_2220,EXAMINATION_READINESS,drift,CONCERN_CON_1322,1,18
"i cannot manage supporting students with weak exam strategy skills",CONCERN_MOT_2220,EXAMINATION_READINESS,drift,CONCERN_DIS_678,1,25
"i need help with supporting students with weak exam strategy skills",CONCERN_MOT_2220,EXAMINATION_READINESS,failure,,7,0
"i cannot manage supporting students with weak cognitive flexibility",CONCERN_MOT_2223,LEARNING_ADAPTABILITY,drift,CONCERN_DIS_678,1,25
"i need help with supporting students with weak cognitive flexibility",CONCERN_MOT_2223,LEARNING_ADAPTABILITY,failure,,1,0
"i keep struggling with managing students with weak multi-step problem solving skills",CONCERN_MOT_2236,THINKING_QUALITY,failure,,1,0
"i cannot manage supporting students with weak holistic development balance",CONCERN_MOT_2276,HOLISTIC_DEVELOPMENT,drift,CONCERN_DIS_678,1,23
"i cannot manage multiple academic expectations",CONCERN_MOT_2326,ADJUSTMENT_COPING,drift,CONCERN_LEA_783,1,25
"i cannot manage students losing interest after initial enthusiasm",CONCERN_MOT_2399,MOTIVATION_VALUES,drift,CONCERN_STU_1353,1,17
"i struggle with managing students with weak understanding of exam expectations",CONCERN_MOT_2464,EXAMINATION_READINESS,failure,,1,0
"i keep struggling with managing students with weak understanding of exam expectations",CONCERN_MOT_2464,EXAMINATION_READINESS,drift,CONCERN_LEA_1246,1,16
"i cannot manage managing students with weak understanding of exam expectations",CONCERN_MOT_2464,EXAMINATION_READINESS,drift,CONCERN_EMO_664,1,20
"i need help with managing students with weak understanding of exam expectations",CONCERN_MOT_2464,EXAMINATION_READINESS,failure,,1,0
"i struggle with adaptability to academic changes",CONCERN_MOT_2474,LEARNING_ADAPTABILITY,drift,CONCERN_REF_1543,1,31
"i keep struggling with adaptability to academic changes",CONCERN_MOT_2474,LEARNING_ADAPTABILITY,drift,CONCERN_LEA_1419,3,26
"i struggle with academic ownership",CONCERN_MOT_2480,MOTIVATION_VALUES,drift,CONCERN_CAR_256,7,36
"i keep struggling with academic ownership",CONCERN_MOT_2480,MOTIVATION_VALUES,failure,,2,0
"i cannot manage academic ownership",CONCERN_MOT_2480,MOTIVATION_VALUES,failure,,9,0
"i need help with academic ownership",CONCERN_MOT_2480,MOTIVATION_VALUES,failure,,1,0
"i struggle with setting academic priorities",CONCERN_MOT_2481,DISCIPLINE_HABITS,failure,,7,0
"i struggle with emotional pressure from skill expectations",CONCERN_MOT_349,EMOTIONAL_REGULATION,drift,CONCERN_EMP_1053,2,24
"i cannot manage emotional pressure from skill expectations",CONCERN_MOT_349,EMOTIONAL_REGULATION,failure,,1,0
"i need help with emotional pressure from skill expectations",CONCERN_MOT_349,EMOTIONAL_REGULATION,failure,,1,0
"i struggle with managing workplace pressure independently",CONCERN_MOT_746,EMOTIONAL_REGULATION,drift,CONCERN_EMP_1053,1,26
"i cannot manage leadership credibility during failed initiatives",CONCERN_MOT_917,CONFIDENCE_SELF,drift,CONCERN_LEA_655,1,28
"i struggle with career adaptability during industry changes",CONCERN_MOT_92,CAREER_READINESS,drift,CONCERN_REF_1543,1,26
"i keep struggling with visibility into leadership readiness among students",CONCERN_ORG_1166,LEADERSHIP_OWNERSHIP,drift,CONCERN_CON_1322,2,28
"i need help with visibility into leadership readiness among students",CONCERN_ORG_1166,LEADERSHIP_OWNERSHIP,failure,,1,0
"i struggle with emotional regulation during conflicts",CONCERN_PER_1414,STUDENT_BEHAVIOUR,drift,CONCERN_MOT_2172,1,19
"i cannot manage emotional regulation during conflicts",CONCERN_PER_1414,STUDENT_BEHAVIOUR,drift,CONCERN_CAR_713,1,16
"i need help with emotional regulation during conflicts",CONCERN_PER_1414,STUDENT_BEHAVIOUR,drift,CONCERN_HEL_2306,1,26
"i cannot manage excessive comparison with peers",CONCERN_PER_1432,EMOTIONAL_WELLBEING,drift,CONCERN_WOR_1139,1,18
"i need help with excessive comparison with peers",CONCERN_PER_1432,EMOTIONAL_WELLBEING,drift,CONCERN_COL_2273,1,32
"difficulty handling academic uncertainty",CONCERN_PER_1461,PSYCHOLOGICAL_ADAPTATION,drift,CONCERN_COM_2053,3,31
"i struggle with academic uncertainty",CONCERN_PER_1461,PSYCHOLOGICAL_ADAPTATION,drift,CONCERN_CAR_256,7,36
"i have trouble with academic uncertainty",CONCERN_PER_1461,PSYCHOLOGICAL_ADAPTATION,drift,CONCERN_COM_2053,9,32
"i keep struggling with academic uncertainty",CONCERN_PER_1461,PSYCHOLOGICAL_ADAPTATION,failure,,12,0
"i cannot manage academic uncertainty",CONCERN_PER_1461,PSYCHOLOGICAL_ADAPTATION,failure,,1,0
"i need help with academic uncertainty",CONCERN_PER_1461,PSYCHOLOGICAL_ADAPTATION,failure,,10,0
"i struggle with adaptability to changing environments",CONCERN_PER_1518,ADAPTIVE_DEVELOPMENT,drift,CONCERN_REF_1543,1,27
"i cannot manage dependence on external validation for confidence",CONCERN_PER_1530,EMOTIONAL_DEVELOPMENT,drift,CONCERN_ACA_451,1,25
"i struggle with resilience after setbacks",CONCERN_PER_1549,RECOVERY_CAPABILITY,drift,CONCERN_PER_1411,4,39
"i have trouble with resilience after setbacks",CONCERN_PER_1549,RECOVERY_CAPABILITY,drift,CONCERN_PER_1411,4,39
"i keep struggling with resilience after setbacks",CONCERN_PER_1549,RECOVERY_CAPABILITY,drift,CONCERN_PER_1411,4,33
"i cannot manage resilience after setbacks",CONCERN_PER_1549,RECOVERY_CAPABILITY,drift,CONCERN_PER_1411,4,33
"i need help with resilience after setbacks",CONCERN_PER_1549,RECOVERY_CAPABILITY,drift,CONCERN_PER_1411,4,33
"i need help with awareness of cognitive fatigue",CONCERN_PER_1600,COGNITIVE_WELLNESS,drift,CONCERN_COM_2453,1,21
"i struggle with identifying emotional impact on learning",CONCERN_PER_1610,EMOTIONAL_LEARNING,drift,CONCERN_DIS_2131,1,28
"i struggle with student adaptability for dynamic careers",CONCERN_PLA_1325,ADAPTIVE_LEARNING,drift,CONCERN_REF_1543,1,20
"i keep struggling with detect student fear of interviews and assessments",CONCERN_PLA_1340,EMOTIONAL_REGULATION,drift,CONCERN_CAR_1319,1,24
"i cannot manage self-discipline and accountability",CONCERN_PUR_1522,PERSONAL_EFFECTIVENESS,failure,,1,0
"i struggle with academic focus",CONCERN_PUR_1647,ACADEMIC_COGNITIVE,drift,CONCERN_CAR_256,7,36
"i cannot manage academic focus",CONCERN_PUR_1647,ACADEMIC_COGNITIVE,failure,,2,0
"i struggle with distractions",CONCERN_SEL_1416,PRODUCTIVITY_COACHING,drift,CONCERN_CAR_256,12,37
"i cannot manage distractions",CONCERN_SEL_1416,PRODUCTIVITY_COACHING,drift,CONCERN_COM_1801,2,26
"i need help with distractions",CONCERN_SEL_1416,PRODUCTIVITY_COACHING,drift,CONCERN_CON_1777,10,28
"i struggle with ownership for personal growth",CONCERN_SEL_1545,ACCOUNTABILITY_DEVELOPMENT,failure,,1,0
"i need help with dependence on external validation for motivation",CONCERN_SEL_1624,MOTIVATION_PSYCHOLOGY,drift,CONCERN_PER_1501,1,35
"i cannot manage revision consistency",CONCERN_SEL_2019,EXAMINATION_READINESS,failure,,12,0
"i need help with revision consistency",CONCERN_SEL_2019,EXAMINATION_READINESS,drift,CONCERN_SEL_2459,1,36
"i cannot manage organizing revision materials",CONCERN_SEL_2063,EXAMINATION_READINESS,drift,CONCERN_ACA_1995,2,29
"i cannot manage emotional stability during career uncertainty",CONCERN_SEL_220,EXAMINATION_STRESS,drift,CONCERN_CAR_713,1,19
"i struggle with supporting students with weak academic transition readiness",CONCERN_SEL_2300,ADJUSTMENT_COPING,failure,,1,0
"i keep struggling with supporting students with weak academic transition readiness",CONCERN_SEL_2300,ADJUSTMENT_COPING,failure,,1,0
"i cannot manage supporting students with weak academic transition readiness",CONCERN_SEL_2300,ADJUSTMENT_COPING,drift,CONCERN_DIS_678,1,30
"i need help with supporting students with weak academic transition readiness",CONCERN_SEL_2300,ADJUSTMENT_COPING,failure,,1,0
"i struggle with problem-solving ability during skill application",CONCERN_SEL_276,THINKING_QUALITY,drift,CONCERN_ACA_1650,1,29
"i cannot manage building learning confidence after comparison with experts",CONCERN_SEL_313,CONFIDENCE_SELF,failure,,1,0
"i need help with building learning confidence after comparison with experts",CONCERN_SEL_313,CONFIDENCE_SELF,failure,,2,0
"i cannot manage motivation during slow career growth",CONCERN_SOC_1097,MOTIVATION_VALUES,failure,,1,0
"i struggle with tracking student adaptability during transitions",CONCERN_SOC_1299,ADAPTIVE_LEARNING,drift,CONCERN_REF_1543,1,30
"i cannot manage visibility into student learning agility for future careers",CONCERN_SOC_1338,ADAPTIVE_LEARNING,drift,CONCERN_LEA_1246,1,32
"i need help with visibility into student learning agility for future careers",CONCERN_SOC_1338,ADAPTIVE_LEARNING,failure,,1,0
"i cannot manage consistency in effort and execution",CONCERN_SOC_1413,PERSONAL_EFFECTIVENESS,drift,CONCERN_ACA_315,1,20
"i struggle with confidence in independent learning",CONCERN_SOC_1451,SELF_LEARNING,failure,,2,0
"i keep struggling with confidence in independent learning",CONCERN_SOC_1451,SELF_LEARNING,failure,,2,0
"i cannot manage confidence in independent learning",CONCERN_SOC_1451,SELF_LEARNING,failure,,2,0
"i need help with confidence in independent learning",CONCERN_SOC_1451,SELF_LEARNING,failure,,2,0
"i struggle with leadership initiative",CONCERN_SOC_1670,LEADERSHIP_OWNERSHIP,drift,CONCERN_HOL_781,1,32
"i need help with leadership initiative",CONCERN_SOC_1670,LEADERSHIP_OWNERSHIP,failure,,1,0
"i struggle with emotional instability",CONCERN_SOC_1746,EXAMINATION_STRESS,drift,CONCERN_SOC_2334,4,24
"i cannot manage emotional instability",CONCERN_SOC_1746,EXAMINATION_STRESS,failure,,10,0
"i need help with emotional instability",CONCERN_SOC_1746,EXAMINATION_STRESS,failure,,2,0
"i struggle with loneliness",CONCERN_SOC_1757,ADJUSTMENT_COPING,drift,CONCERN_CAR_256,12,37
"i struggle with leadership confidence",CONCERN_SOC_1846,LEADERSHIP_OWNERSHIP,drift,CONCERN_HOL_781,1,29
"i keep struggling with leadership confidence",CONCERN_SOC_1846,LEADERSHIP_OWNERSHIP,drift,CONCERN_INC_1484,3,28
"i cannot manage leadership confidence",CONCERN_SOC_1846,LEADERSHIP_OWNERSHIP,drift,CONCERN_EMO_740,4,22
"i need help with leadership confidence",CONCERN_SOC_1846,LEADERSHIP_OWNERSHIP,failure,,1,0
"i struggle with adaptability to failure",CONCERN_SOC_1878,EXAMINATION_STRESS,drift,CONCERN_REF_1543,1,33
"i keep struggling with adaptability to failure",CONCERN_SOC_1878,EXAMINATION_STRESS,failure,,1,0
"i cannot manage adaptability to failure",CONCERN_SOC_1878,EXAMINATION_STRESS,failure,,1,0
"i need help with adaptability to failure",CONCERN_SOC_1878,EXAMINATION_STRESS,failure,,1,0
"i need help with child feeling constantly judged",CONCERN_SOC_1890,CONFIDENCE_SELF,drift,CONCERN_HEL_2304,1,23
"i struggle with personal problem-solving ability",CONCERN_SOC_194,CONFIDENCE_SELF,failure,,1,0
"i keep struggling with personal problem-solving ability",CONCERN_SOC_194,CONFIDENCE_SELF,drift,CONCERN_LEA_1191,1,26
"i keep struggling with classroom discussions",CONCERN_SOC_2086,CONFIDENCE_SELF,failure,,1,0
"i cannot manage digitally distracted students",CONCERN_SOC_2143,LIFESTYLE_PRESSURE,drift,CONCERN_COM_1801,1,26
