concern_id,domain,concern_cluster,display_label,Concern Search,relevance_in_india,parent_anxiety_level,growth_trend,severity,capadex_priority,common_indian_context,primary_persona,contextual_modifier,concern_category,intelligence_layer,signal_cluster,assessment_dimension,root_cause_group,intervention_lens,capability_mapping,relational_bridge_tag,age_min,age_max,source_row_index
CONCERN_SOC_1804,"Confidence, Self-Concept & Comparison",Fear of Rejection,Fear of Rejection,Fear of rejection,High,Medium,Rising,High,P2,Social identity issues,Parent,Social Comparison,Rejection Anxiety,Emotional Intelligence,Social Fear,Relationship Confidence,Social Insecurity,Social Confidence Coaching,Emotional Security,CONFIDENCE_SELF,12,24,1804
CONCERN_CON_1805,Social & Emotional Intelligence,Emotional Dependency on Relationships,Emotional Dependency on Relationships,Relationship dependency,Medium,Medium,Rising,High,P2,Early attachment patterns,Parent,Relationship Skills,Relationship Dependency,Relationship Intelligence,Emotional Attachment,Emotional Stability,Attachment Dependence,Emotional Independence Coaching,Healthy Attachment,SOCIAL_EMOTIONAL,15,24,1805
CONCERN_SOC_1806,"Confidence, Self-Concept & Comparison",Inability to Accept Criticism,Accept Criticism,Handling criticism,High,Medium,Stable,Medium,P2,Fragile self-esteem,Parent,Self Reflection,Criticism Sensitivity,Emotional Intelligence,Defensive Response,Emotional Maturity,Fragile Confidence,Reflection Coaching,Growth Mindset,CONFIDENCE_SELF,10,22,1806
CONCERN_CON_1807,Social & Emotional Intelligence,Child Becoming Manipulative,Child Becoming Manipulative,Manipulative behaviour,Medium,Medium,Rising,Medium,P2,Behavioral conditioning,Parent,Behavioral Development,Manipulative Behavior,Behavioral Intelligence,Control-Seeking Patterns,Ethical Awareness,Emotional Conditioning,Behavioral Guidance,Ethical Responsibility,SOCIAL_EMOTIONAL,10,18,1807
CONCERN_SOC_1808,Social & Emotional Intelligence,Emotional Blackmail Tendencies,Emotional Blackmail Tendencies,Emotional blackmail,Medium,Medium,Rising,Medium,P2,Emotional coping behavior,Parent,Emotional Regulation,Emotional Manipulation,Relationship Intelligence,Emotional Control Patterns,Relationship Boundaries,Insecure Coping,Emotional Boundary Coaching,Healthy Communication,SOCIAL_EMOTIONAL,12,20,1808
CONCERN_SOC_1809,Adjustment & Coping Capacity,Overprotective Parenting Impact,Overprotective Parenting Impact,Effects of overprotective parenting,High,Medium,Stable,Medium,P2,Dependency reinforcement,Parent,Family Adjustment,Dependency Reinforcement,Relationship Intelligence,Reduced Autonomy,Independence Readiness,Excessive Protection,Independence Coaching,Self-Reliance,ADJUSTMENT_COPING,6,18,1809
CONCERN_ADJ_1810,"Motivation, Values & Responsibility",Lack of Accountability,Accountability,Personal accountability,High,Medium,Stable,Medium,P2,Excuse-based behavior,Parent,Responsibility Development,Accountability Deficit,Behavioral Intelligence,Blame Avoidance,Ownership Readiness,Responsibility Avoidance,Accountability Coaching,Personal Responsibility,MOTIVATION_VALUES,10,22,1810
CONCERN_MOT_1811,"Confidence, Self-Concept & Comparison",Child Avoiding Challenges,Child Avoiding Challenges,Avoiding challenges,High,Medium,Rising,High,P2,Comfort-zone dependency,Parent,Performance Psychology,Challenge Avoidance,Emotional Intelligence,Fear-Based Avoidance,Growth Orientation,Failure Fear,Growth Coaching,Challenge Readiness,CONFIDENCE_SELF,10,22,1811
CONCERN_CON_1812,Examination Stress & Emotional Regulation,Learned Helplessness,Learned Helplessness,Learned helplessness,Medium,High,Rising,High,P1,Repeated academic setbacks,Parent,Recovery Intelligence,Learned Helplessness,Emotional Intelligence,Hopelessness Patterns,Recovery Ability,Repeated Failure Conditioning,Recovery Coaching,Resilience Development,EXAMINATION_STRESS,10,22,1812
CONCERN_EXA_1813,Thinking Quality Under Pressure,Weak Decision-Making Skills,Decision-Making Skills,Decision-making skills,High,Medium,Rising,Medium,P2,Lack of autonomy,Parent,Decision Intelligence,Decision Weakness,Strategic Intelligence,Hesitation Patterns,Decision Confidence,Overdependence,Decision Coaching,Independent Judgment,THINKING_QUALITY,12,24,1813
CONCERN_THI_1814,Adjustment & Coping Capacity,Difficulty Adapting to Change,Adapting to Change,Adapting to change,Medium-High,Medium,Rising,Medium,P2,Transition stress,Parent,Adaptability Development,Change Resistance,Adaptive Intelligence,Transition Anxiety,Flexibility Readiness,Rigidity Patterns,Adaptability Coaching,Adaptive Resilience,ADJUSTMENT_COPING,8,20,1814
CONCERN_ADJ_1815,Adjustment & Coping Capacity,Emotional Effects of Divorce,Emotional Effects of Divorce,Coping with divorce,Medium,Critical,Stable,Critical,P1,Family instability,Parent,Family Adjustment,Divorce Trauma,Emotional Intelligence,Emotional Instability,Relationship Security,Family Disruption,Emotional Recovery Coaching,Emotional Stability,ADJUSTMENT_COPING,6,20,1815
CONCERN_ADJ_1816,Adjustment & Coping Capacity,Grief & Loss Adjustment,Grief & Loss Adjustment,Dealing with loss,Medium,High,Stable,High,P1,Emotional trauma,Parent,Emotional Recovery,Grief Processing,Emotional Intelligence,Loss Response,Emotional Healing,Trauma Exposure,Grief Counseling,Emotional Recovery,ADJUSTMENT_COPING,8,22,1816
CONCERN_ADJ_1817,"Confidence, Self-Concept & Comparison",Excessive Perfectionism,Excessive Perfectionism,Perfectionism,Medium-High,High,Rising,High,P1,Achievement obsession,Parent,Performance Psychology,Perfectionism,Emotional Intelligence,Unrealistic Standards,Stress Handling,Fear of Imperfection,Balanced Achievement Coaching,Healthy Achievement,CONFIDENCE_SELF,12,24,1817
CONCERN_CON_1818,"Confidence, Self-Concept & Comparison",Fear of Making Mistakes,Fear of Making Mistakes,Fear of mistakes,High,Medium,Stable,Medium,P2,Punishment fear,Parent,Academic Confidence,Mistake Anxiety,Emotional Intelligence,Error Avoidance,Learning Flexibility,Punishment Conditioning,Safe Learning Coaching,Learning Confidence,CONFIDENCE_SELF,8,22,1818
CONCERN_CON_1819,Examination Stress & Emotional Regulation,Child Becoming Emotionally Numb,Child Becoming Emotionally Numb,Emotional numbness,Medium,Critical,Rising,Critical,P1,Suppressed emotional state,Parent,Emotional Suppression,Emotional Numbness,Emotional Intelligence,Emotional Detachment,Emotional Awareness,Chronic Suppression,Emotional Reconnection Coaching,Emotional Awareness,EXAMINATION_STRESS,12,24,1819
CONCERN_EXA_1820,Examination Stress & Emotional Regulation,Early Burnout Symptoms,Early Burnout Symptoms,Early burnout signs,Medium-High,High,Rising,Critical,P1,Chronic pressure,Parent,Recovery Intelligence,Early Burnout,Wellness Intelligence,Exhaustion Indicators,Recovery Stability,Continuous Pressure,Burnout Prevention,Sustainable Wellbeing,EXAMINATION_STRESS,12,22,1820
CONCERN_EXA_1821,Academic Identity & Meaning,Lack of Purpose,Purpose,Life purpose,High,High,Rising,High,P1,Career confusion,Parent,Career Explorer,Purpose Deficit,Identity Intelligence,Direction Ambiguity,Meaning Orientation,Identity Diffusion,Purpose Discovery Coaching,Life Direction,ACADEMIC_IDENTITY,15,25,1821
CONCERN_ACA_1822,Academic Identity & Meaning,Identity Confusion,Identity Confusion,Identity confusion,Medium-High,Medium,Rising,High,P2,Adolescent transition,Parent,Identity Development,Identity Instability,Identity Intelligence,Self-Concept Confusion,Personal Clarity,Transitional Uncertainty,Identity Coaching,Self-Understanding,ACADEMIC_IDENTITY,13,24,1822
CONCERN_ACA_1823,Examination Stress & Emotional Regulation,Fear of the Future,Fear of the Future,Future anxiety,High,High,Rising,High,P1,Economic uncertainty,Parent,Future Readiness,Future Anxiety,Emotional Intelligence,Uncertainty Stress,Long-Term Stability,Economic Pressure,Future Readiness Coaching,Adaptive Confidence,EXAMINATION_STRESS,15,25,1823
CONCERN_EXA_1824,Examination Stress & Emotional Regulation,Constant Overthinking,Constant Overthinking,Overthinking,Very High,High,Rising,High,P1,Anxiety-driven cognition,Parent,Stress Execution,Cognitive Rumination,Emotional Intelligence,Persistent Thought Loops,Anxiety Management,Uncertainty Overload,Cognitive Regulation Coaching,Mental Clarity,EXAMINATION_STRESS,12,24,1824
CONCERN_EXA_1825,Examination Stress & Emotional Regulation,Emotional Exhaustion,Emotional Exhaustion,Emotional exhaustion,High,High,Rising,Critical,P1,Mental fatigue,Parent,Recovery Intelligence,Emotional Fatigue,Wellness Intelligence,Exhaustion Patterns,Recovery Capacity,Chronic Stress Exposure,Emotional Recovery Coaching,Sustainable Emotional Health,EXAMINATION_STRESS,14,24,1825
CONCERN_EXA_1826,Self Reflection,Lack of Self-Awareness,Self-Awareness,Self-awareness,Medium,Medium,Stable,Medium,P2,Identity development gaps,Parent,Self Reflection,Self-Awareness Deficit,Metacognitive Intelligence,Self-Understanding Gaps,Reflective Thinking,Identity Immaturity,Self-Reflection Coaching,Self-Awareness,SELF_REFLECTION,10,24,1826
CONCERN_SEL_1827,"Motivation, Values & Responsibility",Declining Family Values Alignment,Declining Family Values Alignment,Family value conflicts,Medium,Medium,Rising,Medium,P3,Cultural transition,Parent,Family Alignment,Values Disconnect,Cultural Intelligence,Value Conflict,Family Alignment,Cultural Drift,Family Values Coaching,Value Awareness,MOTIVATION_VALUES,12,24,1827
CONCERN_MOT_1828,Examination Stress & Emotional Regulation,Hyper-Competitive Mindset,Hyper-Competitive Mindset,Excessive competitiveness,Medium,Medium,Stable,Medium,P2,Rank-based ecosystem,Parent,Competitive Aspirant,Excessive Competition,Competitive Intelligence,Comparison Intensity,Emotional Balance,Rank Obsession,Balanced Achievement Coaching,Healthy Competition,EXAMINATION_STRESS,10,24,1828
CONCERN_EXA_1829,Lifestyle & Pressure Environment,Child Becoming Detached from Reality,Child Becoming Detached from Reality,Detached from reality,Low-Medium,Critical,Rising,Critical,P1,Extreme digital immersion,Parent,Digital Lifestyle,Reality Detachment,Cognitive Intelligence,Escapism Patterns,Reality Orientation,Excessive Virtual Immersion,Reality Reintegration Coaching,Reality Awareness,LIFESTYLE_PRESSURE,12,24,1829
CONCERN_LIF_1830,Examination Stress & Emotional Regulation,Suicidal Thought Indicators,Suicidal Thought Indicators,Suicidal thoughts warning signs,Medium,Critical,Rising,Critical,P1,Mental health emergency,Parent,Crisis Intervention,Self-Harm Risk,Emotional Intelligence,Hopelessness Indicators,Crisis Stability,Severe Emotional Distress,Immediate Psychological Support,Crisis Recovery,EXAMINATION_STRESS,13,24,1830
CONCERN_EXA_1831,Examination Stress & Emotional Regulation,Chronic Academic Stress,Chronic Academic Stress,Academic stress,Very High,Critical,Stable High,Critical,P1,Coaching ecosystem,Parent,Competitive Aspirant,Chronic Stress,Emotional Intelligence,Persistent Stress Load,Stress Tolerance,Continuous Academic Pressure,Long-Term Stress Coaching,Sustainable Performance,EXAMINATION_STRESS,12,22,1831
CONCERN_EXA_1832,Examination Stress & Emotional Regulation,Fear of Competitive Exams,Fear of Competitive Exams,Competitive exam anxiety,Very High,Critical,Stable,Critical,P1,JEE/NEET/CAT pressure,Parent,Competitive Aspirant,Competitive Exam Anxiety,Emotional Intelligence,Exam Fear Response,Competitive Readiness,Fear Conditioning,Competitive Readiness Coaching,Exam Confidence,EXAMINATION_STRESS,15,22,1832
CONCERN_EXA_1833,Academic Identity & Meaning,Lack of Career Awareness,Career Awareness,Career awareness,High,High,Rising,High,P1,Limited exposure,Parent,Career Explorer,Career Awareness Gap,Identity Intelligence,Direction Confusion,Career Exploration,Limited Exposure,Career Awareness Coaching,Career Readiness,ACADEMIC_IDENTITY,14,24,1833
CONCERN_ACA_1834,Lifestyle & Pressure Environment,Child Following Influencer Culture Blindly,Child Following Influencer Culture Blindly,Influencer obsession,High,Medium,Rising Fast,Medium,P2,Social media trends,Parent,Digital Lifestyle,Influencer Dependency,Social Intelligence,Trend Imitation,Independent Thinking,Social Influence Conditioning,Media Literacy Coaching,Independent Judgment,LIFESTYLE_PRESSURE,10,22,1834
CONCERN_LIF_1835,Academic Identity & Meaning,Unrealistic Career Expectations,Unrealistic Career Expectations,Unrealistic career goals,Medium-High,High,Rising,High,P2,Startup/influencer culture,Parent,Career Explorer,Unrealistic Aspirations,Identity Intelligence,Expectation Inflation,Career Realism,Fantasy-Based Expectations,Reality Alignment Coaching,Career Practicality,ACADEMIC_IDENTITY,15,25,1835
CONCERN_ACA_1836,"Motivation, Values & Responsibility",Poor Financial Awareness,Financial Awareness,Financial literacy,Medium,Medium,Stable,Medium,P3,Lack of life skills,Parent,Life Skills Development,Financial Illiteracy,Practical Intelligence,Money Awareness,Financial Responsibility,Limited Life Exposure,Financial Literacy Coaching,Financial Responsibility,MOTIVATION_VALUES,14,24,1836
CONCERN_MOT_1837,Thinking Quality Under Pressure,Weak Real-World Problem Solving,Real-World Problem Solving,Real-life problem-solving,High,Medium,Rising,High,P2,Theory-heavy education,Parent,Applied Learning,Practical Problem Solving Deficit,Applied Intelligence,Real-World Application,Practical Reasoning,Theory Dependency,Practical Learning Coaching,Applied Thinking,THINKING_QUALITY,10,24,1837
CONCERN_THI_1838,Lifestyle & Pressure Environment,Declining Physical Fitness,Declining Physical Fitness,Poor physical fitness,High,Medium,Rising,Medium,P2,Sedentary lifestyle,Parent,Wellness Regulation,Physical Inactivity,Wellness Intelligence,Fitness Decline,Physical Endurance,Sedentary Habits,Physical Wellness Coaching,Physical Vitality,LIFESTYLE_PRESSURE,8,24,1838
CONCERN_LIF_1839,Lifestyle & Pressure Environment,Lack of Outdoor Play,Outdoor Play,Outdoor activity importance,High,Medium,Rising,Medium,P2,Indoor digital habits,Parent,Lifestyle Balance,Outdoor Avoidance,Wellness Intelligence,Reduced Physical Engagement,Lifestyle Balance,Digital Dependency,Outdoor Engagement Coaching,Active Lifestyle,LIFESTYLE_PRESSURE,6,16,1839
CONCERN_LIF_1840,Examination Stress & Emotional Regulation,Poor Stress Tolerance,Stress Tolerance,Handling stress better,High,High,Rising,High,P1,Emotional fragility,Parent,Resilience Development,Low Stress Tolerance,Emotional Intelligence,Stress Reactivity,Pressure Handling,Emotional Fragility,Resilience Coaching,Stress Adaptability,EXAMINATION_STRESS,12,24,1840
CONCERN_EXA_1841,"Confidence, Self-Concept & Comparison",Child Afraid of Failure Publicly,Child Afraid of Failure Publicly,Fear of failing in public,High,Medium,Rising,High,P2,Social embarrassment fear,Parent,Social Comparison,Public Failure Anxiety,Emotional Intelligence,Social Fear,Confidence Stability,Fear of Humiliation,Confidence Exposure Coaching,Public Confidence,CONFIDENCE_SELF,10,22,1841
CONCERN_CON_1842,"Confidence, Self-Concept & Comparison",Emotional Dependence on Validation,Emotional Dependence on Validation,Validation dependency,High,Medium,Rising,High,P2,External approval seeking,Parent,Social Validation,Validation Addiction,Emotional Intelligence,Approval Dependency,Self-Worth Stability,External Validation Conditioning,Self-Worth Reinforcement,Internal Validation,CONFIDENCE_SELF,12,24,1842
CONCERN_CON_1843,"Confidence, Self-Concept & Comparison",Excessive Self-Criticism,Excessive Self-Criticism,Self-criticism,Medium-High,High,Rising,High,P1,Confidence collapse,Parent,Self Reflection,Harsh Self-Evaluation,Emotional Intelligence,Negative Self-Talk,Self-Esteem Stability,Perfectionist Thinking,Self-Compassion Coaching,Healthy Self-Image,CONFIDENCE_SELF,12,24,1843
CONCERN_CON_1844,Examination Stress & Emotional Regulation,Emotional Withdrawal After Failure,Emotional Withdrawal After Failure,Withdrawal after failure,High,High,Rising,High,P1,Fear-based disengagement,Parent,Recovery Intelligence,Failure Withdrawal,Emotional Intelligence,Emotional Shutdown,Recovery Capacity,Fear Conditioning,Failure Recovery Coaching,Emotional Resilience,EXAMINATION_STRESS,10,22,1844
CONCERN_EXA_1845,Social & Emotional Intelligence,Weak Conflict Resolution Skills,Conflict Resolution Skills,Conflict management,Medium,Medium,Stable,Medium,P2,Social immaturity,Parent,Relationship Skills,Conflict Avoidance,Social Intelligence,Disagreement Handling,Relationship Stability,Emotional Immaturity,Conflict Resolution Coaching,Healthy Communication,SOCIAL_EMOTIONAL,10,24,1845
CONCERN_SOC_1846,Leadership & Ownership,Lack of Leadership Confidence,Leadership Confidence,Leadership confidence,Medium,Medium,Rising,Medium,P2,Fear of responsibility,Parent,Leadership Development,Leadership Hesitation,Ownership Intelligence,Initiative Avoidance,Responsibility Readiness,Fear of Judgment,Leadership Coaching,Initiative Confidence,LEADERSHIP_OWNERSHIP,12,24,1846
CONCERN_LEA_1847,Adjustment & Coping Capacity,Child Becoming Too Dependent on Parents,Child Becoming Too Dependent on Parents,Overdependence on parents,High,Medium,Stable,Medium,P2,Delayed independence,Parent,Independence Development,Dependency Conditioning,Relationship Intelligence,Reduced Autonomy,Independent Functioning,Overprotection,Independence Coaching,Self-Reliance,ADJUSTMENT_COPING,8,22,1847
CONCERN_ADJ_1848,"Confidence, Self-Concept & Comparison",Difficulty Handling Peer Success,Peer Success,Comparing with successful peers,Medium,Medium,Rising,Medium,P2,Comparison culture,Parent,Social Comparison,Comparison Sensitivity,Emotional Intelligence,Peer Envy,Emotional Stability,Social Comparison Conditioning,Emotional Balance Coaching,Healthy Competition,CONFIDENCE_SELF,12,22,1848
CONCERN_CON_1849,Lifestyle & Pressure Environment,Emotional Outbursts During Screen Restrictions,Emotional Outbursts During Screen Restrictions,Anger when screen time is limited,High,High,Rising,High,P1,Digital withdrawal patterns,Parent,Digital Lifestyle,Withdrawal Reactivity,Behavioral Intelligence,Emotional Reactivity,Behavioral Control,Dopamine Withdrawal,Digital Detox Coaching,Emotional Self-Control,LIFESTYLE_PRESSURE,6,18,1849
CONCERN_LIF_1850,Lifestyle & Pressure Environment,Excessive Attachment to Online Identity,Excessive Attachment to Online Identity,Online identity dependence,Medium-High,Medium,Rising Fast,High,P2,Virtual self-worth,Parent,Digital Identity,Online Identity Dependency,Identity Intelligence,Virtual Validation Seeking,Identity Stability,Digital Self-Worth Conditioning,Identity Reinforcement Coaching,Healthy Identity,LIFESTYLE_PRESSURE,12,24,1850
CONCERN_LIF_1851,Lifestyle & Pressure Environment,Inability to Disconnect from Notifications,Disconnect from Notifications,Notification anxiety,High,Medium,Rising,Medium,P2,Constant stimulation,Parent,Attention Stability,Notification Dependency,Behavioral Intelligence,Constant Checking Behavior,Attention Regulation,Dopamine Triggers,Digital Boundary Coaching,Attention Control,LIFESTYLE_PRESSURE,10,24,1851
CONCERN_LIF_1852,Examination Stress & Emotional Regulation,Sleep Anxiety,Sleep Anxiety,Anxiety affecting sleep,Medium,Medium,Rising,Medium,P2,Overthinking at night,Parent,Recovery Intelligence,Sleep-Related Anxiety,Emotional Intelligence,Night-Time Rumination,Sleep Recovery,Anxiety Overload,Sleep Recovery Coaching,Healthy Sleep Patterns,EXAMINATION_STRESS,10,22,1852
CONCERN_EXA_1853,"Confidence, Self-Concept & Comparison",Constant Need for Social Approval,Constant Need for Social Approval,Need for social approval,High,Medium,Rising,High,P2,Validation loops,Parent,Social Validation,Approval Dependency,Emotional Intelligence,External Validation,Confidence Stability,Social Dependency,Confidence Reinforcement,Self-Validation,CONFIDENCE_SELF,12,24,1853
CONCERN_CON_1854,"Motivation, Values & Responsibility",Child Becoming Cynical Early,Child Becoming Cynical Early,Negative mindset,Medium,Medium,Rising,Medium,P3,Online negativity exposure,Parent,Value Development,Cynicism Development,Emotional Intelligence,Negative Worldview,Optimism Stability,Continuous Negativity Exposure,Positive Thinking Coaching,Balanced Perspective,MOTIVATION_VALUES,12,24,1854
CONCERN_MOT_1855,Examination Stress & Emotional Regulation,Fear of Missing Opportunities,Fear of Missing Opportunities,Fear of missing opportunities,High,Medium,Rising,Medium,P2,Career uncertainty,Parent,Future Readiness,Opportunity Anxiety,Emotional Intelligence,Decision Paralysis,Future Confidence,Uncertainty Stress,Future Planning Coaching,Strategic Clarity,EXAMINATION_STRESS,15,25,1855
CONCERN_EXA_1856,"Motivation, Values & Responsibility",Lack of Gratitude,Gratitude,Gratitude mindset,Medium,Low-Medium,Stable,Medium,P3,Entitlement patterns,Parent,Value Development,Gratitude Deficit,Character Intelligence,Entitlement Signals,Emotional Maturity,Overindulgence Patterns,Gratitude Reinforcement,Humility Development,MOTIVATION_VALUES,8,20,1856
CONCERN_MOT_1857,"Motivation, Values & Responsibility",Weak Moral Judgment,Moral Judgment,Right and wrong decision making,Medium,Medium,Rising,High,P2,Ethical confusion,Parent,Ethical Development,Ethical Ambiguity,Moral Intelligence,Value Conflicts,Ethical Decision-Making,Weak Value Anchoring,Ethics Coaching,Moral Reasoning,MOTIVATION_VALUES,10,22,1857
CONCERN_MOT_1858,Academic & Cognitive Effectiveness,Excessive Dependency on Shortcuts,Excessive Dependency on Shortcuts,Looking for shortcuts,Medium-High,Medium,Rising,Medium,P2,AI/copy culture,Parent,Learning Integrity,Shortcut Dependency,Strategic Intelligence,Reduced Cognitive Effort,Learning Authenticity,Instant Reward Conditioning,Deep Learning Coaching,Independent Thinking,ACADEMIC_COGNITIVE,10,24,1858
CONCERN_ACA_1859,"Motivation, Values & Responsibility",Academic Dishonesty,Academic Dishonesty,Cheating in studies,Medium,High,Rising,High,P1,Competitive pressure,Parent,Academic Integrity,Dishonest Academic Behavior,Ethical Intelligence,Integrity Violations,Accountability Readiness,Performance Pressure,Integrity Coaching,Ethical Responsibility,MOTIVATION_VALUES,12,24,1859
CONCERN_MOT_1860,"Motivation, Values & Responsibility",Child Losing Interest in Family Traditions,Child Losing Interest in Family Traditions,Disconnect from family traditions,Medium,Low-Medium,Rising,Medium,P3,Cultural transition,Parent,Family Alignment,Cultural Disconnect,Cultural Intelligence,Reduced Family Participation,Identity Anchoring,Modernization Drift,Family Engagement Coaching,Cultural Awareness,MOTIVATION_VALUES,10,24,1860
CONCERN_MOT_1861,Academic Identity & Meaning,Child Losing Interest in Cultural Identity,Child Losing Interest in Cultural Identity,Cultural identity confusion,Medium,Medium,Rising,Medium,P3,Westernized digital influence,Parent,Identity Development,Cultural Identity Drift,Identity Intelligence,Identity Detachment,Cultural Belonging,Digital Cultural Influence,Identity Awareness Coaching,Cultural Identity,ACADEMIC_IDENTITY,12,24,1861
CONCERN_ACA_1862,Academic & Cognitive Effectiveness,Excessive Dependence on Coaching Centers,Excessive Dependence on Coaching Centers,Coaching dependency,High,High,Stable,High,P2,Competitive exam ecosystem,Parent,Competitive Aspirant,Coaching Dependency,Strategic Intelligence,External Academic Reliance,Independent Learning,Coaching Culture Conditioning,Self-Learning Coaching,Learning Autonomy,ACADEMIC_COGNITIVE,12,22,1862
CONCERN_ACA_1863,"Confidence, Self-Concept & Comparison",Fear of Asking Doubts in Class,Fear of Asking Doubts in Class,Hesitant to ask questions,High,Medium,Stable,Medium,P2,Judgment fear in classrooms,Parent,Classroom Engagement,Classroom Hesitation,Emotional Intelligence,Doubt Suppression,Participation Comfort,Fear of Judgement,Participation Coaching,Inquiry Confidence,CONFIDENCE_SELF,10,20,1863
CONCERN_CON_1864,Communication & Expression,Weak Listening Skills,Listening Skills,Listening skills,Medium-High,Medium,Rising,Medium,P2,Constant multitasking,Parent,Attention Stability,Listening Deficit,Cognitive Intelligence,Instruction Loss,Attention Regulation,Multitasking Overload,Active Listening Coaching,Listening Accuracy,COMMUNICATION_EXPRESSION,8,18,1864
CONCERN_COM_1865,Academic & Cognitive Effectiveness,Child Constantly Daydreaming,Child Constantly Daydreaming,Excessive daydreaming,Medium,Medium,Stable,Medium,P3,Attention disengagement,Parent,Cognitive Development,Attention Drift,Cognitive Intelligence,Mental Disengagement,Attention Stability,Reduced Cognitive Engagement,Focus Reinforcement,Sustained Attention,ACADEMIC_COGNITIVE,8,18,1865
CONCERN_ACA_1866,"Confidence, Self-Concept & Comparison",Fear of Stage Performances,Fear of Stage Performances,Stage fear,High,Medium,Stable,Medium,P2,Public embarrassment anxiety,Parent,Communication Development,Performance Anxiety,Emotional Intelligence,Stage Fear,Public Confidence,Fear Conditioning,Stage Confidence Coaching,Performance Confidence,CONFIDENCE_SELF,8,20,1866
CONCERN_CON_1867,Adjustment & Coping Capacity,Child Becoming Emotionally Detached from Grandparents,Child Becoming Emotionally Detached from Grandparents,Emotional distance from grandparents,Medium,Low-Medium,Rising,Medium,P3,Nuclear family lifestyle,Parent,Family Connection,Intergenerational Disconnect,Relationship Intelligence,Emotional Distance,Family Bonding,Lifestyle Separation,Family Relationship Coaching,Emotional Connection,ADJUSTMENT_COPING,8,18,1867
CONCERN_ADJ_1868,Academic & Cognitive Effectiveness,Reduced Attention During Online Classes,Reduced Attention During Online Classes,Focus issues in online classes,High,Medium,Stable,Medium,P2,Post-pandemic learning patterns,Parent,Digital Learning,Online Attention Deficit,Cognitive Intelligence,Reduced Engagement,Attention Regulation,Screen Fatigue,Online Learning Coaching,Digital Attention,ACADEMIC_COGNITIVE,8,18,1868
CONCERN_ACA_1869,"Motivation, Values & Responsibility",Child Pretending to Study,Child Pretending to Study,Pretending to study,High,High,Rising,High,P1,Academic pressure avoidance,Parent,Academic Accountability,Academic Avoidance,Behavioral Intelligence,Fake Productivity,Learning Engagement,Fear-Based Avoidance,Accountability Coaching,Authentic Learning,MOTIVATION_VALUES,10,20,1869
CONCERN_MOT_1870,Examination Stress & Emotional Regulation,Emotional Breakdown During Exams,Emotional Breakdown During Exams,Emotional breakdown in exams,Medium-High,Critical,Rising,Critical,P1,Board exam pressure,Parent,Competitive Aspirant,Exam Emotional Collapse,Emotional Intelligence,Breakdown Indicators,Stress Recovery,Extreme Exam Pressure,Crisis Regulation Coaching,Emotional Stability,EXAMINATION_STRESS,12,22,1870
CONCERN_EXA_1871,"Confidence, Self-Concept & Comparison",Child Avoiding Competitive Environments,Child Avoiding Competitive Environments,Avoiding competition,Medium,Medium,Rising,Medium,P2,Fear of comparison,Parent,Competitive Aspirant,Competitive Avoidance,Emotional Intelligence,Withdrawal from Competition,Confidence Readiness,Fear of Inferiority,Confidence Building,Competitive Readiness,CONFIDENCE_SELF,10,22,1871
CONCERN_CON_1872,"Confidence, Self-Concept & Comparison",Child Feeling Inferior to High Performers,Child Feeling Inferior to High Performers,Feeling inferior to toppers,High,High,Stable,High,P1,Rank-oriented schooling,Parent,Social Comparison,Inferiority Complex,Emotional Intelligence,Self-Worth Instability,Confidence Stability,Constant Comparison,Confidence Recovery Coaching,Self-Esteem Stability,CONFIDENCE_SELF,10,22,1872
CONCERN_CON_1873,"Motivation, Values & Responsibility",Child Developing Victim Mindset,Child Developing Victim Mindset,Victim mentality,Medium,Medium,Rising,Medium,P2,Social/emotional dependency,Parent,Responsibility Development,Victim Mentality,Behavioral Intelligence,Blame Externalization,Ownership Readiness,Learned Dependency,Responsibility Coaching,Personal Accountability,MOTIVATION_VALUES,10,22,1873
CONCERN_MOT_1874,Lifestyle & Pressure Environment,Lack of Emotional Boundaries Online,Emotional Boundaries Online,Online emotional boundaries,Medium-High,High,Rising,High,P1,Unsafe digital exposure,Parent,Digital Safety,Boundary Vulnerability,Relationship Intelligence,Oversharing Behavior,Emotional Protection,Unsafe Online Engagement,Digital Boundary Coaching,Emotional Safety,LIFESTYLE_PRESSURE,12,24,1874
CONCERN_LIF_1875,Lifestyle & Pressure Environment,Child Sharing Personal Data Online,Child Sharing Personal Data Online,Sharing personal information online,Medium,Critical,Rising Fast,Critical,P1,Cyber safety concerns,Parent,Digital Safety,Online Privacy Risk,Safety Intelligence,Unsafe Data Sharing,Digital Security,Lack of Cyber Awareness,Cyber Safety Coaching,Privacy Awareness,LIFESTYLE_PRESSURE,8,18,1875
CONCERN_LIF_1876,"Confidence, Self-Concept & Comparison",Fear of Being Left Out Socially,Fear of Being Left Out Socially,Fear of social exclusion,High,Medium,Rising,Medium,P2,Group identity pressure,Parent,Social Validation,Social Exclusion Anxiety,Emotional Intelligence,Belonging Insecurity,Social Confidence,Peer Dependency,Social Confidence Coaching,Healthy Belonging,CONFIDENCE_SELF,10,22,1876
