intent,target_id,target_label,target_tag,resolved_id,resolved_label,resolved_tag,matched,nTok,score,tie
i keep struggling with solving high-weightage problems,CONCERN_EXA_142,Solving High-Weightage Problems,CONFIDENCE_SELF,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,3,5,60,6
i keep struggling with fear of competitive exams,CONCERN_EXA_1832,Fear of Competitive Exams,EXAMINATION_STRESS,CONCERN_EMP_1393,Fear of competitive exams and failure,CAREER_COMPETITION,3,5,60,6
i cannot manage fear of competitive exams,CONCERN_EXA_1832,Fear of Competitive Exams,EXAMINATION_STRESS,CONCERN_EMP_1393,Fear of competitive exams and failure,CAREER_COMPETITION,3,5,60,6
i need help with leadership and team collaboration,CONCERN_INT_1429,leadership and team collaboration,LEADERSHIP_READINESS,CONCERN_CAR_1329,Leadership and Teamwork Readiness,LEADERSHIP_OWNERSHIP,3,5,60,6
i keep struggling with academic goal clarity,CONCERN_LAN_1361,academic goal clarity,CAREER_ACADEMIC,CONCERN_CON_2244,Supporting Students with Weak Academic Goal Clarity,ACADEMIC_IDENTITY,3,5,60,6
i cannot manage academic goal clarity,CONCERN_LAN_1361,academic goal clarity,CAREER_ACADEMIC,CONCERN_CON_2244,Supporting Students with Weak Academic Goal Clarity,ACADEMIC_IDENTITY,3,5,60,6
i need help with academic goal clarity,CONCERN_LAN_1361,academic goal clarity,CAREER_ACADEMIC,CONCERN_CON_2244,Supporting Students with Weak Academic Goal Clarity,ACADEMIC_IDENTITY,3,5,60,6
i need help with digital learning discipline,CONCERN_LEA_1673,Digital Learning Discipline,DIGITAL_LEARNING,CONCERN_CLA_2119,Helping Students Build Study Discipline,DISCIPLINE_HABITS,3,5,60,6
i need help with digital learning discipline,CONCERN_LEA_1968,Digital Learning Discipline,LIFESTYLE_PRESSURE,CONCERN_CLA_2119,Helping Students Build Study Discipline,DISCIPLINE_HABITS,3,5,60,6
i cannot manage peer competition emotionally,CONCERN_LEA_719,Peer Competition Emotionally,CONFIDENCE_SELF,CONCERN_DIS_2085,Adaptability to Competitive Peer Groups,SOCIAL_EMOTIONAL,3,5,60,6
i need help with peer competition emotionally,CONCERN_LEA_719,Peer Competition Emotionally,CONFIDENCE_SELF,CONCERN_DIS_2085,Adaptability to Competitive Peer Groups,SOCIAL_EMOTIONAL,3,5,60,6
i cannot manage handling workplace competition,CONCERN_MOT_438,Handling Workplace Competition,CONFIDENCE_SELF,CONCERN_ACA_1062,Handling Workplace Criticism Constructively,EMOTIONAL_REGULATION,3,5,60,6
i keep struggling with resilience after setbacks,CONCERN_PER_1411,resilience after setbacks,EMOTIONAL_DEVELOPMENT,CONCERN_CAR_1397,resilience after career setbacks,CAREER_RECOVERY,3,5,60,6
i keep struggling with resilience after setbacks,CONCERN_PER_1549,resilience after setbacks,RECOVERY_CAPABILITY,CONCERN_CAR_1397,resilience after career setbacks,CAREER_RECOVERY,3,5,60,6
i keep struggling with resilience after setbacks,CONCERN_SOC_1515,resilience after setbacks,RECOVERY_ORIENTATION,CONCERN_CAR_1397,resilience after career setbacks,CAREER_RECOVERY,3,5,60,6
i keep struggling with confidence in personal abilities,CONCERN_STU_1415,confidence in personal abilities,SELF_DEVELOPMENT,CONCERN_CAR_256,Build Career Confidence After Academic Struggles,CONFIDENCE_SELF,3,5,60,6
i keep struggling with make decisions independently,CONCERN_STU_1469,make decisions independently,DECISION_LEADERSHIP,CONCERN_ADA_1251,Detecting Institutional Decision Paralysis Among Students,THINKING_QUALITY,3,5,60,6
i keep struggling with adapting to organizational restructuring,CONCERN_THI_771,Adapting to Organizational Restructuring,WORKPLACE_ADAPTATION,CONCERN_ACA_1224,Measure Institutional Adaptability Readiness,ORGANIZATIONAL_DEVELOPMENT,3,5,60,6
difficulty following instructions,CONCERN_ACA_1938,Following Instructions,ACADEMIC_COGNITIVE,CONCERN_ACA_1705,Following Complex Instructions,CLASSROOM_ENGAGEMENT,3,3,100,5
difficulty understanding workplace expectations,CONCERN_COM_367,Understanding Workplace Expectations,CAREER_READINESS,CONCERN_CAR_497,Understanding Employer Expectations Beyond Technical Skills,EMPLOYABILITY,4,4,100,5
fear of making mistakes,CONCERN_CON_1818,Fear of Making Mistakes,CONFIDENCE_SELF,CONCERN_CAR_87,Building Confidence in Workplace Decision-Making,EMPLOYABILITY,3,3,100,5
difficulty managing emotional stress during leadership reviews,CONCERN_EMP_1095,Emotional Stress During Leadership Reviews,LEADERSHIP_OWNERSHIP,CONCERN_CAR_841,Emotional Pressure During Succession Discussions,LEADERSHIP_TRANSITION,6,6,100,5
dependence on external validation for confidence,CONCERN_PER_1530,Dependence on external validation for confidence,EMOTIONAL_DEVELOPMENT,CONCERN_COG_1601,Dependence on external validation for learning confidence,LEARNING_PSYCHOLOGY,4,4,100,5
difficulty managing distractions,CONCERN_SEL_1416,distractions,PRODUCTIVITY_COACHING,CONCERN_DIS_2121,Students with Attention Instability,ACADEMIC_COGNITIVE,3,3,100,5
difficulty managing emotional pressure from team dependencies,CONCERN_EMO_1137,Emotional Pressure from Team Dependencies,COLLABORATION_OWNERSHIP,CONCERN_COM_469,Financial Anxiety During Job Search,EMOTIONAL_REGULATION,5,6,83,5
i struggle with dependence on external validation for confidence,CONCERN_PER_1530,Dependence on external validation for confidence,EMOTIONAL_DEVELOPMENT,CONCERN_COG_1601,Dependence on external validation for learning confidence,LEARNING_PSYCHOLOGY,4,5,80,5
i have trouble with dependence on external validation for confidence,CONCERN_PER_1530,Dependence on external validation for confidence,EMOTIONAL_DEVELOPMENT,CONCERN_COG_1601,Dependence on external validation for learning confidence,LEARNING_PSYCHOLOGY,4,5,80,5
i struggle with student goal clarity and direction,CONCERN_STA_1305,Student Goal Clarity and Direction,CAREER_IDENTITY,CONCERN_CON_2244,Supporting Students with Weak Academic Goal Clarity,ACADEMIC_IDENTITY,4,5,80,5
i have trouble with student goal clarity and direction,CONCERN_STA_1305,Student Goal Clarity and Direction,CAREER_IDENTITY,CONCERN_CON_2244,Supporting Students with Weak Academic Goal Clarity,ACADEMIC_IDENTITY,4,5,80,5
i have trouble with career transition uncertainty,CONCERN_CAR_493,Career Transition Uncertainty,EMOTIONAL_REGULATION,CONCERN_ACA_2440,Transitioning from Academic Identity to Professional Identity,ACADEMIC_IDENTITY,3,4,75,5
i have trouble with workplace politics emotionally,CONCERN_COM_567,Workplace Politics Emotionally,WORKPLACE_ADAPTATION,CONCERN_CAR_443,Workplace Politics Emotionally,EMOTIONAL_REGULATION,3,4,75,5
i struggle with fear of making mistakes,CONCERN_CON_1818,Fear of Making Mistakes,CONFIDENCE_SELF,CONCERN_CAR_87,Building Confidence in Workplace Decision-Making,EMPLOYABILITY,3,4,75,5
i have trouble with fear of making mistakes,CONCERN_CON_1818,Fear of Making Mistakes,CONFIDENCE_SELF,CONCERN_CAR_87,Building Confidence in Workplace Decision-Making,EMPLOYABILITY,3,4,75,5
i cannot manage emotional regulation,CONCERN_DIS_1780,Emotional Regulation,EXAMINATION_STRESS,CONCERN_ACA_1062,Handling Workplace Criticism Constructively,EMOTIONAL_REGULATION,3,4,75,5
i struggle with reflect on learning mistakes,CONCERN_LEA_1590,reflect on learning mistakes,METACOGNITIVE_DEVELOPMENT,CONCERN_ACA_2035,Learning from Previous Mistakes,SELF_REFLECTION,3,4,75,5
i have trouble with reflect on learning mistakes,CONCERN_LEA_1590,reflect on learning mistakes,METACOGNITIVE_DEVELOPMENT,CONCERN_ACA_2035,Learning from Previous Mistakes,SELF_REFLECTION,3,4,75,5
i struggle with peer competition emotionally,CONCERN_LEA_719,Peer Competition Emotionally,CONFIDENCE_SELF,CONCERN_DIS_2085,Adaptability to Competitive Peer Groups,SOCIAL_EMOTIONAL,3,4,75,5
child losing interest in studies,CONCERN_LIF_1792,Child Losing Interest in Studies,ACADEMIC_COGNITIVE,CONCERN_ACA_1913,Child Losing Interest in Long-Term Goals,MOTIVATION_VALUES,3,4,75,5
i struggle with confidence in personal abilities,CONCERN_STU_1415,confidence in personal abilities,SELF_DEVELOPMENT,CONCERN_CAR_256,Build Career Confidence After Academic Struggles,CONFIDENCE_SELF,3,4,75,5
i keep struggling with adapting to change,CONCERN_THI_1814,Adapting to Change,ADJUSTMENT_COPING,CONCERN_DIS_1186,Visibility into Student Adaptability and Change Readiness,WORKPLACE_ADAPTATION,3,4,75,5
i struggle with initiative in learning,CONCERN_ACA_1687,Initiative in Learning,MOTIVATION_VALUES,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,2,3,67,5
i struggle with following instructions,CONCERN_ACA_1938,Following Instructions,ACADEMIC_COGNITIVE,CONCERN_ACA_1705,Following Complex Instructions,CLASSROOM_ENGAGEMENT,2,3,67,5
i have trouble with following instructions,CONCERN_ACA_1938,Following Instructions,ACADEMIC_COGNITIVE,CONCERN_ACA_1705,Following Complex Instructions,CLASSROOM_ENGAGEMENT,2,3,67,5
i need help with visibility into student attention stability during classes,CONCERN_ADA_1274,Visibility into Student Attention Stability During Classes,ACADEMIC_COGNITIVE,CONCERN_ACA_1174,Visibility into Classroom Engagement Patterns,STUDENT_ENGAGEMENT,4,6,67,5
i struggle with collaboration skills,CONCERN_CLA_1956,Collaboration Skills,SOCIAL_EMOTIONAL,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,2,3,67,5
i cannot manage focus during digital distractions,CONCERN_CON_1107,Focus During Digital Distractions,ACADEMIC_COGNITIVE,CONCERN_COM_1801,Time Management,DISCIPLINE_HABITS,4,6,67,5
i keep struggling with emotional recovery after criticism,CONCERN_CON_1891,Emotional Recovery After Criticism,EXAMINATION_STRESS,CONCERN_COL_1215,Institutional Emotional Recovery Capacity,EMOTIONAL_RECOVERY,4,6,67,5
i keep struggling with student stress before exams,CONCERN_CON_2145,Student Stress Before Exams,EXAMINATION_STRESS,CONCERN_CON_1322,Visibility into Student Aptitude and Problem-Solving Readiness,THINKING_QUALITY,4,6,67,5
i need help with student stress before exams,CONCERN_CON_2145,Student Stress Before Exams,EXAMINATION_STRESS,CONCERN_COM_2261,Helping Students Handle Unexpected Exam Questions,THINKING_QUALITY,4,6,67,5
i cannot manage managing students with weak collaborative communication,CONCERN_CON_2204,Managing Students with Weak Collaborative Communication,COLLABORATION_OWNERSHIP,CONCERN_ACA_2293,Students with Weak Peer Interaction Skills,SOCIAL_EMOTIONAL,4,6,67,5
i keep struggling with handling students with weak concept revision methods,CONCERN_CON_2234,Handling Students with Weak Concept Revision Methods,EXAMINATION_READINESS,CONCERN_ACA_2246,Handling Students with Weak Learning Confidence in New Topics,CONFIDENCE_SELF,4,6,67,5
i cannot manage handling students with weak concept revision methods,CONCERN_CON_2234,Handling Students with Weak Concept Revision Methods,EXAMINATION_READINESS,CONCERN_ACA_2246,Handling Students with Weak Learning Confidence in New Topics,CONFIDENCE_SELF,4,6,67,5
i struggle with consistency in performance,CONCERN_DIS_1662,Consistency in Performance,ACADEMIC_PERFORMANCE,CONCERN_ACA_1998,Accuracy Under Time Pressure,THINKING_QUALITY,2,3,67,5
i have trouble with consistency in performance,CONCERN_DIS_1662,Consistency in Performance,ACADEMIC_PERFORMANCE,CONCERN_ACA_1998,Accuracy Under Time Pressure,THINKING_QUALITY,2,3,67,5
i struggle with initiative in learning,CONCERN_DIS_1945,Initiative in Learning,MOTIVATION_VALUES,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,2,3,67,5
i keep struggling with handling students with weak concept transfer skills,CONCERN_DIS_2252,Handling Students with Weak Concept Transfer Skills,INTERDISCIPLINARY_LEARNING,CONCERN_ACA_2246,Handling Students with Weak Learning Confidence in New Topics,CONFIDENCE_SELF,4,6,67,5
i cannot manage handling students with weak concept transfer skills,CONCERN_DIS_2252,Handling Students with Weak Concept Transfer Skills,INTERDISCIPLINARY_LEARNING,CONCERN_ACA_2246,Handling Students with Weak Learning Confidence in New Topics,CONFIDENCE_SELF,4,6,67,5
i keep struggling with visibility into institutional future leadership competency trends,CONCERN_EMO_1258,Visibility into Institutional Future Leadership Competency Trends,LEADERSHIP_OWNERSHIP,CONCERN_CON_1234,Visibility into Institutional Decision-Making Competency Growth,THINKING_QUALITY,4,6,67,5
i struggle with group discussions,CONCERN_EMO_366,Group Discussions,COMMUNICATION_EXPRESSION,CONCERN_DEC_1470,confidence in peer interactions,SOCIAL_LEADERSHIP,2,3,67,5
i have trouble with group discussions,CONCERN_EMO_366,Group Discussions,COMMUNICATION_EXPRESSION,CONCERN_DEC_1470,confidence in peer interactions,SOCIAL_LEADERSHIP,2,3,67,5
i cannot manage emotional burnout during placements,CONCERN_EMP_49,Emotional Burnout During Placements,LIFESTYLE_PRESSURE,CONCERN_CAR_713,Workplace Uncertainty During Organizational Changes,EMOTIONAL_REGULATION,4,6,67,5
i struggle with reading habits,CONCERN_EXA_1765,Reading Habits,FOUNDATIONAL_LEARNING,CONCERN_ACA_2156,Students with Poor Revision Habits,EXAMINATION_READINESS,2,3,67,5
i struggle with group discussions,CONCERN_EXA_18,Group Discussions,COMMUNICATION_EXPRESSION,CONCERN_DEC_1470,confidence in peer interactions,SOCIAL_LEADERSHIP,2,3,67,5
i have trouble with group discussions,CONCERN_EXA_18,Group Discussions,COMMUNICATION_EXPRESSION,CONCERN_DEC_1470,confidence in peer interactions,SOCIAL_LEADERSHIP,2,3,67,5
i struggle with emotional over-sensitivity,CONCERN_EXA_1803,Emotional Over-Sensitivity,SOCIAL_EMOTIONAL,CONCERN_EMP_1053,Emotional Pressure from Past Career Success Comparisons,CONFIDENCE_SELF,2,3,67,5
i cannot manage academic recovery after poor scores,CONCERN_EXA_2000,Academic Recovery After Poor Scores,CONFIDENCE_SELF,CONCERN_ACA_2324,Academic Recovery After Long Vacations,ACADEMIC_PLANNING,4,6,67,5
i need help with academic recovery after poor scores,CONCERN_EXA_2000,Academic Recovery After Poor Scores,CONFIDENCE_SELF,CONCERN_ACA_2324,Academic Recovery After Long Vacations,ACADEMIC_PLANNING,4,6,67,5
i cannot manage managing students with weak classroom engagement,CONCERN_EXA_2153,Managing Students with Weak Classroom Engagement,CLASSROOM_ENGAGEMENT,CONCERN_COM_2284,Managing Students with Weak Classroom Adaptability,LEARNING_ADAPTABILITY,4,6,67,5
i cannot manage managing students with poor subject retention over time,CONCERN_EXA_2184,Managing Students with Poor Subject Retention Over Time,ACADEMIC_COGNITIVE,CONCERN_DIS_2120,Handling Students with Poor Time Management,DISCIPLINE_HABITS,4,6,67,5
i keep struggling with supporting students with weak applied reasoning skills,CONCERN_EXA_2283,Supporting Students with Weak Applied Reasoning Skills,COMPETENCY_DEVELOPMENT,CONCERN_ACA_1302,Personalize Student Intervention Pathways,STUDENT_SUPPORT,4,6,67,5
i need help with supporting students with weak applied reasoning skills,CONCERN_EXA_2283,Supporting Students with Weak Applied Reasoning Skills,COMPETENCY_DEVELOPMENT,CONCERN_ACA_1302,Personalize Student Intervention Pathways,STUDENT_SUPPORT,4,6,67,5
i cannot manage academic recovery after poor scores,CONCERN_EXA_2488,Academic Recovery After Poor Scores,EXAMINATION_STRESS,CONCERN_ACA_2324,Academic Recovery After Long Vacations,ACADEMIC_PLANNING,4,6,67,5
i need help with academic recovery after poor scores,CONCERN_EXA_2488,Academic Recovery After Poor Scores,EXAMINATION_STRESS,CONCERN_ACA_2324,Academic Recovery After Long Vacations,ACADEMIC_PLANNING,4,6,67,5
i need help with visibility into student attention fatigue institutionally,CONCERN_FAC_1210,Visibility into Student Attention Fatigue Institutionally,ACADEMIC_COGNITIVE,CONCERN_ACA_1174,Visibility into Classroom Engagement Patterns,STUDENT_ENGAGEMENT,4,6,67,5
i keep struggling with supporting students with emotional recovery after failure,CONCERN_HOL_2152,Supporting Students with Emotional Recovery After Failure,EXAMINATION_STRESS,CONCERN_COL_1215,Institutional Emotional Recovery Capacity,EMOTIONAL_RECOVERY,4,6,67,5
i need help with stress management under pressure,CONCERN_LEA_1430,stress management under pressure,PERFORMANCE_RESILIENCE,CONCERN_CAR_770,Decision-Making Under Leadership Pressure,THINKING_QUALITY,4,6,67,5
i have trouble with continuous assessments,CONCERN_LEA_2111,Continuous Assessments,EXAMINATION_READINESS,CONCERN_EXA_2360,Students Unable to Cope with Continuous Assessments,EXAMINATION_STRESS,2,3,67,5
i struggle with curiosity & exploration,CONCERN_MOT_1946,Curiosity & Exploration,MOTIVATION_VALUES,CONCERN_COL_1253,Institutional Curiosity Suppression Patterns,INQUIRY_CURIOSITY,2,3,67,5
i have trouble with curiosity & exploration,CONCERN_MOT_1946,Curiosity & Exploration,MOTIVATION_VALUES,CONCERN_COL_1253,Institutional Curiosity Suppression Patterns,INQUIRY_CURIOSITY,2,3,67,5
i keep struggling with dependence on external validation for confidence,CONCERN_PER_1530,Dependence on external validation for confidence,EMOTIONAL_DEVELOPMENT,CONCERN_COG_1601,Dependence on external validation for learning confidence,LEARNING_PSYCHOLOGY,4,6,67,5
i cannot manage comparing career progress with peers,CONCERN_SEL_1564,Comparing career progress with peers,CAREER_IDENTITY,CONCERN_ACA_580,Career Growth Potential,CONFIDENCE_SELF,4,6,67,5
i cannot manage managing students with weak collaborative problem-solving skills,CONCERN_SEL_2272,Managing Students with Weak Collaborative Problem-Solving Skills,COLLABORATION_OWNERSHIP,CONCERN_ACA_2293,Students with Weak Peer Interaction Skills,SOCIAL_EMOTIONAL,4,6,67,5
i keep struggling with student goal clarity and direction,CONCERN_STA_1305,Student Goal Clarity and Direction,CAREER_IDENTITY,CONCERN_CON_2244,Supporting Students with Weak Academic Goal Clarity,ACADEMIC_IDENTITY,4,6,67,5
i cannot manage student goal clarity and direction,CONCERN_STA_1305,Student Goal Clarity and Direction,CAREER_IDENTITY,CONCERN_CON_2244,Supporting Students with Weak Academic Goal Clarity,ACADEMIC_IDENTITY,4,6,67,5
i need help with student goal clarity and direction,CONCERN_STA_1305,Student Goal Clarity and Direction,CAREER_IDENTITY,CONCERN_CON_2244,Supporting Students with Weak Academic Goal Clarity,ACADEMIC_IDENTITY,4,6,67,5
i need help with sustain long-term learning discipline,CONCERN_STR_310,Sustain Long-Term Learning Discipline,DISCIPLINE_HABITS,CONCERN_EXA_2297,Helping Students Build Long-Term Learning Identity,ACADEMIC_IDENTITY,4,6,67,5
i cannot manage emotional burnout during placement season,CONCERN_STR_399,Emotional Burnout During Placement Season,LIFESTYLE_PRESSURE,CONCERN_CAR_713,Workplace Uncertainty During Organizational Changes,EMOTIONAL_REGULATION,4,6,67,5
i need help with emotional pressure during high visibility assignments,CONCERN_STR_739,Emotional Pressure During High Visibility Assignments,EMOTIONAL_REGULATION,CONCERN_COL_2049,Exam Composure,EXAMINATION_STRESS,4,6,67,5
i cannot manage emotional pressure from family financial dependence,CONCERN_STR_999,Emotional Pressure from Family Financial Dependence,LIFESTYLE_PRESSURE,CONCERN_COM_469,Financial Anxiety During Job Search,EMOTIONAL_REGULATION,4,6,67,5
i need help with visibility into student motivation changes over time,CONCERN_STU_1288,Visibility into Student Motivation Changes Over Time,MOTIVATION_VALUES,CONCERN_INN_1342,Visibility into Student Decision-Making Quality for Career Choices,THINKING_QUALITY,4,6,67,5
i struggle with curiosity-driven learning,CONCERN_STU_1374,curiosity-driven learning,INNOVATION_READINESS,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,2,3,67,5
i struggle with group discussions,CONCERN_THI_2026,Group Discussions,COMMUNICATION_EXPRESSION,CONCERN_DEC_1470,confidence in peer interactions,SOCIAL_LEADERSHIP,2,3,67,5
i have trouble with group discussions,CONCERN_THI_2026,Group Discussions,COMMUNICATION_EXPRESSION,CONCERN_DEC_1470,confidence in peer interactions,SOCIAL_LEADERSHIP,2,3,67,5
i cannot manage supporting students during academic burnout,CONCERN_THI_2138,Supporting Students During Academic Burnout,EXAMINATION_STRESS,CONCERN_ACA_2454,Supporting Students with Weak Academic Organization During Exams,DISCIPLINE_HABITS,4,6,67,5
i need help with supporting students during academic burnout,CONCERN_THI_2138,Supporting Students During Academic Burnout,EXAMINATION_STRESS,CONCERN_ACA_2454,Supporting Students with Weak Academic Organization During Exams,DISCIPLINE_HABITS,4,6,67,5
i cannot manage building confidence in professional communication,CONCERN_WOR_665,Building Confidence in Professional Communication,COMMUNICATION_EXPRESSION,CONCERN_ACA_451,Building Professional Confidence Without Constant Validation,CONFIDENCE_SELF,4,6,67,5
i struggle with awareness about emerging career possibilities,CONCERN_CAR_1566,awareness about emerging career possibilities,CAREER_EXPLORATION,CONCERN_CAR_1379,understanding of emerging careers,FUTURE_CAREER,3,5,60,5
i have trouble with awareness about emerging career possibilities,CONCERN_CAR_1566,awareness about emerging career possibilities,CAREER_EXPLORATION,CONCERN_CAR_1379,understanding of emerging careers,FUTURE_CAREER,3,5,60,5
i need help with career transition uncertainty,CONCERN_CAR_493,Career Transition Uncertainty,EMOTIONAL_REGULATION,CONCERN_ACA_2440,Transitioning from Academic Identity to Professional Identity,ACADEMIC_IDENTITY,3,5,60,5
i need help with workplace politics emotionally,CONCERN_COM_567,Workplace Politics Emotionally,WORKPLACE_ADAPTATION,CONCERN_CAR_443,Workplace Politics Emotionally,EMOTIONAL_REGULATION,3,5,60,5
i cannot manage long-term career anxiety,CONCERN_COM_65,Long-Term Career Anxiety,EXAMINATION_STRESS,CONCERN_CAR_459,Long-Term Anxiety About Career Success,EMOTIONAL_REGULATION,3,5,60,5
i keep struggling with fear of making mistakes,CONCERN_CON_1818,Fear of Making Mistakes,CONFIDENCE_SELF,CONCERN_CAR_87,Building Confidence in Workplace Decision-Making,EMPLOYABILITY,3,5,60,5
i need help with fear of making mistakes,CONCERN_CON_1818,Fear of Making Mistakes,CONFIDENCE_SELF,CONCERN_CAR_87,Building Confidence in Workplace Decision-Making,EMPLOYABILITY,3,5,60,5
i need help with adjusting to academic transitions,CONCERN_CON_2367,Adjusting to Academic Transitions,ADJUSTMENT_COPING,CONCERN_COM_1459,transitioning between academic stages,TRANSITION_ADAPTATION,3,5,60,5
i struggle with awareness of emerging career opportunities,CONCERN_CON_516,Awareness of Emerging Career Opportunities,CAREER_READINESS,CONCERN_CAR_1379,understanding of emerging careers,FUTURE_CAREER,3,5,60,5
i have trouble with awareness of emerging career opportunities,CONCERN_CON_516,Awareness of Emerging Career Opportunities,CAREER_READINESS,CONCERN_CAR_1379,understanding of emerging careers,FUTURE_CAREER,3,5,60,5
i cannot manage confidence in peer interactions,CONCERN_DEC_1470,confidence in peer interactions,SOCIAL_LEADERSHIP,CONCERN_CON_2142,Managing Students with Weak Social Confidence,SOCIAL_EMOTIONAL,3,5,60,5
i cannot manage rejection during placements,CONCERN_EMP_33,Rejection During Placements,EXAMINATION_STRESS,CONCERN_CAR_368,Time Management During Placement Preparation,DISCIPLINE_HABITS,3,5,60,5
i cannot manage long-term career vision,CONCERN_EXA_206,Long-Term Career Vision,ACADEMIC_IDENTITY,CONCERN_COL_806,Shift from Tactical Success to Strategic Legacy Building,CAREER_GROWTH,3,5,60,5
i need help with academic stress productively,CONCERN_EXA_2487,Academic Stress Productively,EXAMINATION_STRESS,CONCERN_CLA_2243,Helping Students Handle Academic Competition Positively,CONFIDENCE_SELF,3,5,60,5
i need help with independent learning ability,CONCERN_FOU_1675,Independent Learning Ability,SELF_LEARNING,CONCERN_ACA_2345,Independent Learning Ability Among Students,ACADEMIC_COGNITIVE,3,5,60,5
i keep struggling with reflect on learning mistakes,CONCERN_LEA_1590,reflect on learning mistakes,METACOGNITIVE_DEVELOPMENT,CONCERN_ACA_2035,Learning from Previous Mistakes,SELF_REFLECTION,3,5,60,5
i cannot manage reflect on learning mistakes,CONCERN_LEA_1590,reflect on learning mistakes,METACOGNITIVE_DEVELOPMENT,CONCERN_ACA_2035,Learning from Previous Mistakes,SELF_REFLECTION,3,5,60,5
